meeting_id,board_id,format_id,legacy_meeting_id,title,meeting_date,meeting_time,meeting_location,pdf_url,raw_text,summary,status,filename,notes
1,2,1,1,PZ&DB Meeting Minutes - 2022-01-11,2022-01-11,4:35 pm,Estero Village Hall,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/20220111%20PZDB%20Minutes.pdf,"Planning Zoning and Design Board Minutes - January 11, 2022, Page 1 of 6 APPROVED BY BOARD MARCH 8, 2022 Planning Zoning and Design Board Meeting Village of Estero 9401 Corkscrew Palms Circle Estero, FL 33928 January 11, 2022 4:30 p.m. 1. CALL TO ORDER: 4:35 p.m. 2. PLEDGE OF ALLEGIANCE: Led by Chairman Levitan 3. ROLL CALL: Present: Co-Chairman Scotty Wood and Co-Chairman Howard Levitan (via Zoom), and Boardmembers Marlene Naratil, Anthony Gargano, James Tatooles, Barry Jones (arrived 5:00pm), Michael Sheeley, Board Member Kristin Jeannin (arrived 4:35 pm), and Jim Wallace. Also present: Village Land Use Counsel Nancy Stroud (via Zoom), Community Development Director Mary Gibbs, Development Review Manager Jim Hart, and Deputy Village Clerk, Tammy Duran (via Zoom). 4. APPROVAL OF AGENDA: A motion to approve the agenda was made and duly passed. 5. BUSINESS: (a) Consent Agenda (1) Approval of December 14, 2021, meeting minutes. A motion to approve the consent agenda was made and duly passed. 6. PUBLIC INFORMATION MEETING (1) Abbiati Dental and Medical Office Building (D.O. # TBD) (District 2) ±1-acre vacant parcel located on the west side of US 41 south of the Fountain Lakes entrance. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date. Planning Zoning and Design Board Minutes - January 11, 2022, Page 2 of 6 Development Order for proposed 10,000 square foot dental and medical office building Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Counsel Presentation/Information by D. Brent Addison, P.E., Banks Engineering Public Comment In Person Janet Hildebrand, Fountain Lakes Ryan Willoughby, Fountain Lakes Lori Smith, Fountain Lakes Vickie Miller, Fountain Lakes Bill Covitz, Fountain Lakes Jayne Johnson, Fountain Lakes June Guiffrida Fountain Lakes Joyce Siska, Fountain Lakes Karen Paulsen, Fountain Lakes eComments Janet Hildebrand, Fountain Lakes Ryan Willoughby, Fountain Lakes Susan Thomas, Fountain Lakes Thomas Aiello, Fountain Lakes Kathleen Richardson, Fountain Lakes Stephen Cento, Fountain Lakes Chris Harris, Fountain Lakes Colette Hammers, Fountain Lakes Donald Robicheau, Fountain Lakes Yvonne Hunter, Fountain Lakes Farrell Theall, Fountain Lakes Diane Endres, Fountain Lakes William & Arlette Royhl, Fountain Lakes Stephen Nordstrom, Fountain Lakes Margaret Mullen, Fountain Lakes Timothy & Georgann Shaffer, Fountain Lakes Christina Daprile, Fountain Lakes Luevonna K Linville, Fountain Lakes Kurt Wolf, Fountain Lakes Sandra Proudlove, Fountain Lakes Michaelyn Aiello, Fountain Lakes Diane Moulton, Fountain Lakes Cynthia Sexton, Fountain Lakes Judy Ladd, Fountain Lakes Planning Zoning and Design Board Minutes - January 11, 2022, Page 3 of 6 Hex & Jenessa Persephone, Fountain Lakes Mia Gottlieb, Fountain Lakes Thelma Jarvis, Fountain Lakes Sher Keinert, Fountain Lakes Lisa Campbell-Chew, Fountain Lakes Colette Hammers, Fountain Lakes Donald Robicheau, Fountain Lakes Debra Foerster, Fountain Lakes Robert Partlow, Fountain Lakes Joyce Siska, Fountain Lakes Carol Parlow, Fountain Lakes William & Vickie Miller, Fountain Lakes Pamela Rothmann, Fountain Lakes Solomon Cokes, Fountain Lakes Ronald Broccoli, Fountain Lakes Barbara Boudreaux, Fountain Lakes Jon Wilkinson, Fountain Lakes Barbara Cavallaro, Fountain Lakes Robert Platz, Fountain Lakes Chris Harris, Fountain Lakes Ashlyn Farrar, Fountain Lakes Carolyn ""Casey"" Monti, Fountain Lakes Dick Birch, Fountain Lakes Kathy Diernfeld, Fountain Lakes Cheryl Gnojek, Fountain Lakes Michael Diernfeld, Fountain Lakes Katherine Kiesch, Fountain Lakes Jean Farrar, Fountain Lakes Keith Chew, Fountain Lakes James Hooser, Fountain Lakes Marcia Reed, Fountain Lakes Katrina Mulligan, Fountain Lakes MaryLou Perlberg, Fountain Lakes Pam Dionise, Fountain Lakes MariAnne Reihl, Fountain Lakes June Guiffrida, Fountain Lakes Michael Monti, Fountain Lakes Kimberly Hadad, Fountain Lakes Lori Smith, Fountain Lakes Steven MacArthur, Fountain Lakes Yvonne Hunter, Fountain Lakes Charles Janvier, Fountain Lakes Carolyn Cook, Fountain Lakes Manuel Enos, Fountain Lakes James Corrigan, Fountain Lakes Helen Wilkinson, Fountain Lakes Kim Genseal, Fountain Lakes Planning Zoning and Design Board Minutes - January 11, 2022, Page 4 of 6 Roy Roman, Fountain Lakes Leigh Paulsen, Fountain Lakes Sandra Platz, Fountain Lakes Michael Walsh, Fountain Lakes Ingrid Walsh, Fountain Lakes John Price, Fountain Lakes Ann Yungner, Fountain Lakes Carol Stachura, Fountain Lakes Jayne Johnson, Fountain Lakes Jan Miller-Freyburgher, Fountain Lakes Tom Johnson, Fountain Lakes Tim Cook, Fountain Lakes Mary Hoch, Fountain Lakes Patricia Anne Hrychuk, Fountain Lakes Mary McGill, Fountain Lakes Laura Delacruz, Fountain Lakes Diane Dorrian, Fountain Lakes Randy and Angie Steiner, Fountain Lakes Kelly Rhoades, Fountain Lakes Debra Grossman, Fountain Lakes Edward Castle, Fountain Lakes Karen Hooser, Fountain Lakes James Hildebrand, Fountain Lakes Elizabeth Gasper, Fountain Lakes Betty Zimbro, Fountain Lakes Jan Telford, Fountain Lakes Sara DeVilder, Fountain Lakes Michael Growe, Fountain Lakes Joan Kuehm, Fountain Lakes Beverly Smith, Fountain Lakes Board Questions or Comments Board Members Wallace, Sheeley, Gargano, Jones, Naratil, Chairman Wood, and Chairman Levitan. Meeting recessed at 5:41pm and reconvene at 5:52 pm. (2) Via Coconut Development Order (D.O. # TBD) (District 5) 8990 Corkscrew Road, 21650 & 21750 Via Coconut Point, 21331, 21350 & 21351 Happy Hollow Lane. Properties are located south of Corkscrew Road and west of Via Coconut Point. Staff Presentation/Comments Mary Gibbs, Community Development Director Planning Zoning and Design Board Minutes - January 11, 2022, Page 5 of 6 Presentation/Information by D. Brent Addison, P.E., Banks Engineering Mark McLean, MHK Architecture & Planning Christian Andrea, Architectural Land Design Public Comment In Person Bob Girsch, Genova Board Questions or Comments Board Members Wallace, Jeannin, Sheeley, Jones, Naratil, Chairman Wood, and Chairman Levitan. 7. WORKSHOP (1) Estero Crossing Residential Development Order (DOS2020-E007) (District 5) 10500 Corkscrew Road, ±43-acre site (total project size) located on the south side of Corkscrew Road, 1,000 feet west of Corkscrew Road and I-75 intersection. Staff Presentation/Comments: Mary Gibbs, Community Development Director Presentation/Information by: John Wojdak, DeLisi Fitzgerald Gerard Nadeau, Charlan Brock Architects Public Comment: None. Board Questions or Comments: Board Members Wallace, Naratil, Sheeley, Jones, Chairman Levitan, and Chairman Wood. 8. PUBLIC HEARING (Not Quasi-Judicial) (1) Capital Improvement Schedule Update Ordinance Review - Ordinance 2022-01 updating the Village Capital Improvement Schedule for fiscal year 2021-2022 and adopting the most recent School District Capital Improvement Plan. Staff Presentation/Comments Mary Gibbs, Community Development Director Board Questions or Comments: Board Member Wallace and Chairman Levitan. Planning Zoning and Design Board Minutes - January 11, 2022, Page 6 of 6 Motion: Motion to recommend adoption of Ordinance 2022-01 to the Village Council. Motion by: Board Member Gargano Seconded by: Board Member Sheeley Action: Recommended adoption of Ordinance 2022-01 to the Village Council. Vote: Aye: Board Members Jones, Jeannin, Naratil, Sheeley, Tatooles, Gargano, Chairman Levitan, and Chairman Wood Nay: Board Member Wallace Abstentions: 8. PUBLIC INPUT None. 9. BOARD COMMUNICATIONS (a) Next meeting - February 8, 2022 There was a brief discussion on conflict-of-interest criteria by the Board, land use counsel and staff. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Counsel Board Questions or Comments Board Members Wallace, Sheeley, Gargano, Jones, Jeannin, Naratil, Chairman Wood, and Chairman Levitan. 10. ADJOURNMENT: 7:40 pm. __________________________ Tammy Duran Deputy Village Clerk",Planning Zoning & Design Board,Accepted,20220111 PZDB Minutes.pdf,date_source=filename; venue_source=pdf_text; pages=6; detailed_type=Planning Zoning & Design Board
2,2,1,2,PZ&DB Meeting Minutes - 2022-03-08,2022-03-08,4:35 pm,Estero Village Hall,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/20220308%20PZDB%20Minutes.pdf,"Planning Zoning and Design Board Minutes -March 8, 2022 Page 1 of 5 APPROVED BY BOARD APRIL 12, 2022 Planning Zoning and Design Board Meeting Village of Estero 9401 Corkscrew Palms Circle Estero, FL 33928 March 8, 2022 4:30 p.m. 1. CALL TO ORDER: 4:35 p.m. 2. PLEDGE OF ALLEGIANCE: Led by Chairman Levitan 3. ROLL CALL: Present: Co-Chairman Scotty Wood and Co-Chairman Howard Levitan (via Zoom), and Boardmembers Marlene Naratil, Anthony Gargano, James Tatooles, Barry Jones (arrived 4:39 pm), Board Member Kristin Jeannin, and Jim Wallace. Absent: Board member Michael Sheeley. Also present: Village Land Use Counsel Nancy Stroud (via Zoom), Community Development Director Mary Gibbs, Development Review Manager Jim Hart, and Deputy Village Clerk, Tammy Duran. 4. APPROVAL OF AGENDA: A motion to approve the agenda was made and duly passed. 5. BUSINESS: (a) Consent Agenda (1) Approval of January 11, 2022, meeting minutes. A motion to approve the consent agenda was made and duly passed. 6. PUBLIC INFORMATION MEETING (1) Spring Run Clubhouse Expansion Development Order (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date. Planning Zoning and Design Board Minutes -March 8, 2022 Page 2 of 5 The applicant requests expansion of the existing clubhouse, outdoor bar/dining area, and to add; a pool restroom, bocce ball courts and infrastructure. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Michael Hererra, P.E., Q. Grady Minor & Associates, P.A. Ryan Richards, RG Architects Mike Zigler, General Manager of Spring Run Jim Bartl, Spring Run Committee Member Neale Montgomery, Esq., Pavese Law Public Comment In-Person John McDermott, Spring Run Sharon Lovasco, Spring Run eComments Ted and Nancy Begansky, Spring Run Charles Krogmeier, Spring Run Sharon Lavasco, Spring Run Dave Anderson, Spring Run Miland and Myrna Meek, Spring Run Guido and Eileen Campagna, Spring Run Pat Welsh, Spring Run Mary and David Daniel, Spring Run Anita and Larry Bierman, Spring Run Joseph A Mengacci, Spring Run Betty Bozzuto, Spring Run Bill and Libby Thompson, Spring Run Joseph Paul and Margaret W Vance, Spring Run Rebecca Greene, Spring Run Pamela K. Baim, Spring Run Kevin & Suzanne Bidlack, Spring Run Salvatore Romano, Spring Run Thomas and Phylis Santora, Spring Run Chris Western, Spring Run Eric and Cindy Gilbertson, Spring Run Barbara Unes, Spring Run Guy M. Caterino, Spring Run Larry Keith, Spring Run Lloyd and Pam Martin, Spring Run Ken Greene, Spring Run Carron Koester, Spring Run Michael and Carol Bannigan, Spring Run Wendy and Bill Hess, Spring Run Planning Zoning and Design Board Minutes -March 8, 2022 Page 3 of 5 Doug & Dianne MacAdam, Spring Run Bob and Jane Alter, Spring Run Terri Socol, Spring Run Joseph H. Cohen, Spring Run Dale Ehman, Spring Run Bill and Gail Koslowski, Spring Run William & Janet Moore, Spring Run Steve and Cathy Ogden, Spring Run Marla Eichmann and Laura Hohing, Spring Run Larry and Barbara Reed, Spring Run Lee and Mary Jaeger, Spring Run Kenneth and Denise Kindler, Spring Run Board Questions or Comments Board Members Wallace, Jones, Naratil, Chairman Wood, and Chairman Levitan. 7. WORKSHOP (1) Downtown Estero - Proposed Development Order (District 4) 34-acre site located on the east side of US 41, north of Broadway and east of the Broadway Shoppes. Applicant is requesting comments on a proposed mixed-use project with multi-family buildings, two mixed-use buildings and proposed commercial uses along US 41. The initial phase will include the project's backbone infrastructure, perimeter buffers, landscape, and streetscape. The county approved Mixed-Use Planned Development zoning in Resolution Z-10- 017 as amended, for a proposed mixed-use project with bonus density, multi-family use, commercial uses, and specific design standards. A Public Information Meeting was held November 9, 2021. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Chris Mulloy, Buckingham Group John Wojdak, DeLisi Fitzgerald Public Comment In-Person Madelyn Isaacs, Cascades Clark Mackenzie, Highlands Ave Jerry Ammons, Cypress Bend Planning Zoning and Design Board Minutes -March 8, 2022 Page 4 of 5 eComments Scott Stryker, Bella Terra Board Questions or Comments Board Members Jones, Jeannin, Naratil, Wallace, Tatooles, Gargano, Chairman Levitan, and Chairman Wood 8. PUBLIC HEARING (Quasi-Judicial) (1) The Colonnade, Continuing Care Retirement Community (CCRC) aka Volunteers of America Development Order (DOS2018-E005) (District 4) 21± acres located on the northeast corner of Corkscrew Road and Sandy Lane. Rezoning was approved on January 20, 2016, through Ordinance 2015-21. Public Information Meeting was held July 13, 2021. Chairman Wood provided information regarding Board business and quasi-judicial hearings. All audience members and staff providing testimony for the hearing were sworn in by Village Land Use Counsel Stroud. Chairman Levitan stated in the original zoning hearing back in 2015, he did have several meetings with developers from Volunteers of America. There were no conflicts of interest noted. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Land Use Attorney Presentation/Information by Ann Walsh. Volunteers of America Joel Anderson LifeStar Living Charlie Krebs, Hole Montes Bill Prysi, Hole Montes Craig Kimmel, RLPS Architects Board Questions or Comments Board Members Jones, Jeannin, Naratil, Wallace, Tatooles, Gargano, Chairman Levitan, and Chairman Wood Public Comments Joe Hammerman, Pelican Landing Jose Malacjowski, Estates at Estero River Planning Zoning and Design Board Minutes -March 8, 2022 Page 5 of 5 Motion: Motion to approve the Development Order (DOS2018-E005) with stipulation in the staff report and additional stipulation to change the vertical color pattern, a condition of no pickleball, and there would be no lighting at the bocce and tennis courts. The monument signs are not approved at this time and will come back at a later date. Motion by: Board Member Gargano Seconded by: Board Member Naratil Action: Approved the Development Order (DOS2018-E005) with stipulation in the staff report and additional stipulation to change the vertical color pattern, a condition of no pickleball, and there would be no lighting at the bocce and tennis courts. The monument signs are not approved at this time and will come back at a later date. Vote: Aye: Board Members Jones, Jeannin, Naratil, Wallace, Tatooles, Gargano, Chairman Levitan, and Chairman Wood Nay: Abstentions: 9. PUBLIC INPUT None. 10. BOARD COMMUNICATIONS (a) Next meeting - April 12, 2022 There was a brief discussion on conflict-of-interest criteria by the Board, land use counsel and staff. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Counsel Board Questions or Comments Board Members Wallace, Tatooles, Gargano, Jones, Jeannin, Naratil, Chairman Wood, and Chairman Levitan. Chairman Levitan announced he will be resigning from the Planning Zoning and Design Board effective immediately to move back to Maine. 10. ADJOURNMENT: 8:37 pm. __________________________ Tammy Duran Deputy Village Clerk",Planning Zoning & Design Board,Accepted,20220308 PZDB Minutes.pdf,date_source=filename; venue_source=pdf_text; pages=5; detailed_type=Planning Zoning & Design Board
3,2,1,3,PZ&DB Meeting Minutes - 2022-04-12,2022-04-12,4:33 pm,Estero Fire Rescue,https://raw.githubusercontent.com/EagleGIS-FGCU/EagleGIS/script/pdfs/20220412%20PZDB%20Minutes.pdf,"Planning Zoning and Design Board Minutes -April 12, 2022 Page 1 of 6 APPROVED BY BOARD JUNE 14, 2022 Planning Zoning and Design Board Meeting Village of Estero 9401 Corkscrew Palms Circle Estero, FL 33928 April 12, 2022 4:30 p.m. 1. CALL TO ORDER: 4:33 p.m. 2. PLEDGE OF ALLEGIANCE: Led by Chairman Wood 3. ROLL CALL: Present: Co-Chairman Scotty Wood, Boardmembers Marlene Naratil, Anthony Gargano, James Tatooles, Michael Sheeley, Barry Jones, Kristin Jeannin, and Jim Wallace. Also present: Village Land Use Counsel Nancy Stroud, Community Development Director Mary Gibbs, Development Review Manager Jim Hart, and Deputy Village Clerk, Tammy Duran. 4. APPROVAL OF AGENDA: A motion to approve the agenda was made and duly passed. 5. BUSINESS: (a) Consent Agenda (1) Approval of March 8, 2022, meeting minutes. A motion to approve the consent agenda was made and duly passed. 6. INFORMATION ITEM (a) Estero on the River -Village Property Staff Presentation/Comments Mary Gibbs, Community Development Director David Willems, Public Works Director Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Design Review Board meetings from June 8, 2016, forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date. Planning Zoning and Design Board Minutes -April 12, 2022 Page 2 of 6 Public Comment None. Board Questions or Comments None. 7. PUBLIC HEARINGS (Quasi-Judicial) (a) Development Order - Spring Run Clubhouse Expansion (DOS2021-E009) (District 6) Located in The Brooks, the Spring Run Clubhouse site is 1 mile east of Coconut Road and US 41. Applicant requests, expansion of the existing clubhouse, outdoor bar/dining area, bocce ball court and parking deviation. Chairman Wood provided information regarding Board business and quasi-judicial hearings. All audience members and staff providing testimony for the hearing were sworn in by Village Land Use Counsel Stroud. No ex parte communication or conflicts of interest were noted. Staff Presentation/Comments Mary Gibbs, Community Development Director Jim Hart, Development Review Manager Presentation/Information by D. Wayne Arnold, Q. Grady Minor & Associates, P.A. Jim Bartl, Spring Run Committee Member Mike Zigler, Spring Run Clubhouse General Manager Public Comment In-Person Jim Rock, Spring Run Vincent Horvath, Spring Run Bill Hess, Spring Run Ken Greene, Spring Run Doug MacAdam, Spring Run Michael Bannigan, Spring Run Patti Columbe, Spring Run Board Questions or Comments Board Members Sheeley, Naratil, Wallace, and Tatooles. Motion: Motion to approve the Development Order (DOS2021-E009) with parking deviation. Planning Zoning and Design Board Minutes -April 12, 2022 Page 3 of 6 Motion by: Board Member Gargano Seconded by: Board Member Tatooles Action: Approved the Development Order (DOS2021-E009) with parking deviation. Vote: Aye: Board Members Jones, Jeannin, Naratil, Wallace, Tatooles, Gargano, Sheeley, and Chairman Wood Nay: Abstentions: (b) Zoning Amendment - Miromar Outlets Signage (DCI2021-E002) (District 5) Miromar Outlets is located at the intersection of Corkscrew Road and Ben Hill Griffin Parkway. Applicant is proposing a Zoning Amendment to the Commercial Planned Development to adopt a new ""sign package"" to replace 4 existing project identification signs with 4 updated signs. No ex parte communication or conflicts of interest were noted. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Land Use Attorney Presentation/Information by Margaret Antonier, Miromar Development Corporation Neale Montgomery, Esq., Pavese Law Firm John Konopka, US Sign & Mill Corp. Paula McMichael, Hole Montes Public Comment eComments Karl Boudeau, Miromar Lakes Board Questions or Comments Board Members Jones, Jeannin, Naratil, Wallace, Tatooles, Gargano, Sheeley, and Chairman Wood. Motion: Motion to make a recommendation to Council to approve their sign package. Motion by: Board Member Tatooles Seconded by: Board Member Naratil Action: Motion fails with 4-4 tie vote. Planning Zoning and Design Board Minutes -April 12, 2022 Page 4 of 6 Vote: Aye: Board Members Naratil, Wallace, Tatooles, and Sheeley Nay: Board Members Gargano, Jeannin, Jones, and Chairman Wood Abstentions: Motion: Motion to make a recommendation to Council to approve their sign package with the color change of blue to teal. Motion by: Board Member Wallace Seconded by: Board Member Sheeley Action: Motion fails with 4-4 tie vote. Vote: Aye: Board Members Naratil, Wallace, Tatooles, and Sheeley Nay: Board Members Gargano, Jeannin, Jones, and Chairman Wood Abstentions: Adjourn at 6:44 p.m. and reconvene at 7:09 p.m. 8. WORKSHOP (a) Zoning Amendment - Genova (District 5) 21530 Strada Nuova Circle, southeast corner of Corkscrew Road and Via Coconut Point Applicant is proposing a Zoning Amendment to construct villas and townhomes on unbuilt portion of the site in lieu of condominium buildings 5 and 6. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Jaime Lopez, Barron Collier Companies John English, P.E, Peninsula Engineering Steve Sammons, Peninsula Engineering Board Questions or Comments Board Members Jones, Jeannin, Naratil, Wallace, Gargano, and Chairman Wood Public Comments In-Person Jeff Bristol, Genova John Kotsi Genova Sandy Stump, Genova Bill Douglas, Genova Bob Girsch, Genova Planning Zoning and Design Board Minutes -April 12, 2022 Page 5 of 6 Paul Denett, Genova Carrin Turnbull, Genova Daniel Olson, Genova Wanda Farrell, Genova Susan Majka, Genova John Cross, Genova Abimael Rodriquez, Genova Jane Brown, Genova Robert Mulcahy, Genova Art Columbe, Spring Run Hal Korbee, Genova eComments John Cross, Genova Robert Poffenberger, Genova Bill Douglas, Genova 9. PUBLIC INFORMATION MEETINGS (a) Development Order - Estero Crossing Commercial Building #1 (Dunkin) (D.O. # TBD) (District 5) 10500 Corkscrew Road Last building in Estero Crossing's commercial area located on the south side of Corkscrew Road, 1,000 feet west of Corkscrew Road and I-75 intersection. Applicant proposing a4,700 square foot building consisting of retail spaces with 1 drive-thru at the southern end of the building. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by John T. Wojdak, P.E., DeLisi Fitzgerald, Inc. Ramon Acevedo, GMA Public Comments eComments Jack Otte, Island Club Board Questions or Comments Board Members Jones, Jeannin, Naratil, Wallace, Gargano, and Chairman Wood (b) Rezoning - Milan Villas (DCI2021-E005) (District 5) 21750 Three Oaks Parkway 10 acres located at the northwest corner of Williams Road and Three Oaks Parkway. Planning Zoning and Design Board Minutes -April 12, 2022 Page 6 of 6 Applicant rezoning the property from Commercial Planned Development to Residential Planned Development for a small residential subdivision. Staff Presentation/Comments Mary Gibbs, Community Development Director Presentation/Information by Dan Delisi, DeLisi, Inc Chris Mitchell, JR Evans Engineering Public Comments None. Board Questions or Comments Board Members Jones, Naratil, Wallace, and Chairman Wood 10. BOARD COMMUNICATIONS (a) Next meeting - April 12, 2022 There was a brief discussion on conflict-of-interest criteria by the Board, land use counsel and staff. Staff Presentation/Comments Mary Gibbs, Community Development Director Nancy Stroud, Village Land Use Counsel Board Questions or Comments Board Members Wallace, Jones, Jeannin, Naratil, and Chairman Wood. 11. ADJOURNMENT: 9:17 pm. __________________________ Tammy Duran Deputy Village Clerk",Planning Zoning & Design Board,Accepted,20220412 PZDB Minutes.pdf,date_source=filename; venue_source=pdf_text; pages=6; detailed_type=Planning Zoning & Design Board
