filename,meeting_id,needs_ocr,reason
2020-01-29 Council Meeting Approved Minutes.pdf,251,False,Review item 1387: weak or fallback extraction.
2020-02-05 Council Meeting Approved Minutes.pdf,252,False,Review item 1389: weak or fallback extraction.
2020-02-05 Council Meeting Approved Minutes.pdf,252,False,Review item 1390: weak or fallback extraction.
2020-02-19 Council Meeting Approved Minutes.pdf,253,False,Review item 1391: weak or fallback extraction.
2020-02-19 Council Meeting Approved Minutes.pdf,253,False,Review item 1392: weak or fallback extraction.
2020-02-19 Council Meeting Approved Minutes.pdf,253,False,Review item 1393: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1394: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1395: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1396: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1397: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1398: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1399: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1400: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1401: weak or fallback extraction.
2020-03-04 Council Meeting Approved Minutes.pdf,254,False,Review item 1402: weak or fallback extraction.
2020-03-18 Council Meeting Approved Minutes.pdf,255,False,Review item 1403: weak or fallback extraction.
2020-03-18 Council Meeting Approved Minutes.pdf,255,False,Review item 1404: weak or fallback extraction.
2020-03-18 Council Meeting Approved Minutes.pdf,255,False,Review item 1405: weak or fallback extraction.
2020-03-18 Council Meeting Approved Minutes.pdf,255,False,Review item 1406: weak or fallback extraction.
2020-03-18 Council Meeting Approved Minutes.pdf,255,False,Review item 1407: weak or fallback extraction.
2020-03-18 Council Meeting Approved Minutes.pdf,255,False,Review item 1408: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1410: weak or fallback extraction.
