filename,meeting_id,needs_ocr,reason
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1411: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1412: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1413: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1414: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1415: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1419: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1421: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1422: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1423: weak or fallback extraction.
2020-05-27 Council Meeting Minutes.pdf,257,False,Review item 1424: weak or fallback extraction.
2172021 minutes.pdf,258,False,Review item 1425: weak or fallback extraction.
2172021 minutes.pdf,258,False,Review item 1426: weak or fallback extraction.
2172021 minutes.pdf,258,False,Review item 1427: weak or fallback extraction.
2172021 minutes.pdf,258,False,Review item 1428: weak or fallback extraction.
2172021 minutes.pdf,258,False,Review item 1429: weak or fallback extraction.
3152023 minutes.pdf,259,False,Review item 1430: weak or fallback extraction.
3152023 minutes.pdf,259,False,Review item 1431: weak or fallback extraction.
3152023 minutes.pdf,259,False,Review item 1432: weak or fallback extraction.
3152023 minutes.pdf,259,False,Review item 1433: weak or fallback extraction.
Cancel 020316 Council Meeting.pdf,260,False,Review item 1435: weak or fallback extraction.
Cancel 021716 Council Meeting.pdf,261,False,Review item 1436: weak or fallback extraction.
Cancel 042716 Council Meeting.pdf,262,False,Review item 1437: weak or fallback extraction.
Cancel 062916 Council Meeting.pdf,263,False,Review item 1438: weak or fallback extraction.
Cancel 110415 Council Meeting.pdf,264,False,Review item 1439: weak or fallback extraction.
Cancel April 1 Council Meeting.pdf,265,False,Review item 1440: weak or fallback extraction.
Cancel April 15 Council Meeting.pdf,266,False,Review item 1441: weak or fallback extraction.
Cancel April 17 Council Meeting.pdf,267,False,Review item 1442: weak or fallback extraction.
Cancel July 5 Council Meeting.pdf,268,False,Review item 1443: weak or fallback extraction.
Cancel May 6 Council Meeting.pdf,269,False,Review item 1444: weak or fallback extraction.
Cancel October 5 Council Meeting.pdf,270,False,Review item 1445: weak or fallback extraction.
04192023 minutes.pdf,271,False,Review item 1446: weak or fallback extraction.
04192023 minutes.pdf,271,False,Review item 1447: weak or fallback extraction.
04192023 minutes.pdf,271,False,Review item 1448: weak or fallback extraction.
04192023 minutes.pdf,271,False,Review item 1449: weak or fallback extraction.
04192023 minutes.pdf,271,False,Review item 1450: weak or fallback extraction.
04192023 minutes.pdf,271,False,Review item 1451: weak or fallback extraction.
05172023 minutes.pdf,272,False,Review item 1452: weak or fallback extraction.
05172023 minutes.pdf,272,False,Review item 1453: weak or fallback extraction.
05172023 minutes.pdf,272,False,Review item 1454: weak or fallback extraction.
05172023 minutes.pdf,272,False,Review item 1455: weak or fallback extraction.
06072023 minutes.pdf,273,False,Review item 1456: weak or fallback extraction.
06072023 minutes.pdf,273,False,Review item 1457: weak or fallback extraction.
06072023 minutes.pdf,273,False,Review item 1458: weak or fallback extraction.
06072023 minutes.pdf,273,False,Review item 1459: weak or fallback extraction.
06072023 minutes.pdf,273,False,Review item 1460: weak or fallback extraction.
06072023 minutes.pdf,273,False,Review item 1461: weak or fallback extraction.
06072023 minutes.pdf,273,False,Review item 1462: weak or fallback extraction.
06212023 minutes.pdf,274,False,Review item 1463: weak or fallback extraction.
06212023 minutes.pdf,274,False,Review item 1464: weak or fallback extraction.
06212023 minutes.pdf,274,False,Review item 1465: weak or fallback extraction.
06212023 minutes.pdf,274,False,Review item 1466: weak or fallback extraction.
06212023 minutes.pdf,274,False,Review item 1467: weak or fallback extraction.
06212023 minutes.pdf,274,False,Review item 1468: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1469: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1470: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1471: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1472: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1473: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1474: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1475: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1476: weak or fallback extraction.
07052023 minutes.pdf,275,False,Review item 1477: weak or fallback extraction.
01132026 PZDB Minutes.pdf,276,False,Legacy-only row has no extractable action text.
02102026 PZDB Minutes.pdf,277,False,Legacy-only row has no extractable action text.
03102026 PZDB Minutes.pdf,278,False,Legacy-only row has no extractable action text.
04142026 PZDB Minutes.pdf,279,False,Legacy-only row has no extractable action text.
05122026 PZDB Minutes.pdf,280,False,Legacy-only row has no extractable action text.
06092026 PZDB Minutes.pdf,281,False,Legacy-only row has no extractable action text.
07142026 PZDB Minutes.pdf,282,False,Legacy-only row has no extractable action text.
08112026 PZDB Minutes.pdf,283,False,Legacy-only row has no extractable action text.
09082026 PZDB Minutes.pdf,284,False,Legacy-only row has no extractable action text.
10132026 PZDB Minutes.pdf,285,False,Legacy-only row has no extractable action text.
11102026 PZDB Minutes.pdf,286,False,Legacy-only row has no extractable action text.
12082026 PZDB Minutes.pdf,287,False,Legacy-only row has no extractable action text.
01142025 PZDB Minutes.pdf,288,False,Legacy-only row has no extractable action text.
02112025 PZDB Minutes.pdf,289,False,Legacy-only row has no extractable action text.
03112025 PZDB Minutes.pdf,290,False,Legacy-only row has no extractable action text.
04082025 PZDB Minutes.pdf,291,False,Legacy-only row has no extractable action text.
05132025 PZDB Minutes.pdf,292,False,Legacy-only row has no extractable action text.
06102025 PZDB Minutes.pdf,293,False,Legacy-only row has no extractable action text.
07082025 PZDB Minutes.pdf,294,False,Legacy-only row has no extractable action text.
08122025 PZDB Minutes.pdf,295,False,Legacy-only row has no extractable action text.
09092025 PZDB Minutes.pdf,296,False,Legacy-only row has no extractable action text.
10142025 PZDB Minutes.pdf,297,False,Legacy-only row has no extractable action text.
11182025 PZDB Minutes.pdf,298,False,Legacy-only row has no extractable action text.
12092025 PZDB Minutes.pdf,299,False,Legacy-only row has no extractable action text.
01092024 PZDB Minutes.pdf,300,False,Legacy-only row has no extractable action text.
02132024 PZDB Minutes.pdf,301,False,Legacy-only row has no extractable action text.
03122024 PZDB Minutes.pdf,302,False,Legacy-only row has no extractable action text.
04092024 PZDB Minutes.pdf,303,False,Legacy-only row has no extractable action text.
05142024 PZDB Minutes.pdf,304,False,Legacy-only row has no extractable action text.
06112024 PZDB Minutes.pdf,305,False,Legacy-only row has no extractable action text.
07092024 PZDB Minutes.pdf,306,False,Legacy-only row has no extractable action text.
08132024 PZDB Minutes.pdf,307,False,Legacy-only row has no extractable action text.
09102024 PZDB Minutes.pdf,308,False,Legacy-only row has no extractable action text.
10082024 PZDB Minutes.pdf,309,False,Legacy-only row has no extractable action text.
10292024 PZDB Minutes.pdf,310,False,Legacy-only row has no extractable action text.
11122024 PZDB Minutes.pdf,311,False,Legacy-only row has no extractable action text.
12102024 PZDB Minutes.pdf,312,False,Legacy-only row has no extractable action text.
01112023 PZDB Minutes.pdf,313,False,Legacy-only row has no extractable action text.
02212023 PZDB Minutes.pdf,314,False,Legacy-only row has no extractable action text.
03142023 PZDB Minutes.pdf,315,False,Legacy-only row has no extractable action text.
04112023 PZDB Minutes.pdf,316,False,Legacy-only row has no extractable action text.
05092023 PZDB Minutes.pdf,317,False,Legacy-only row has no extractable action text.
06132023 PZDB Minutes.pdf,318,False,Legacy-only row has no extractable action text.
07112023 PZDB Minutes.pdf,319,False,Legacy-only row has no extractable action text.
07252023 PZDB Minutes.pdf,320,False,Legacy-only row has no extractable action text.
08082023 PZDB Minutes.pdf,321,False,Legacy-only row has no extractable action text.
08222023 PZDB Minutes.pdf,322,False,Legacy-only row has no extractable action text.
09122023 PZDB Minutes.pdf,323,False,Legacy-only row has no extractable action text.
10102023 PZDB Minutes.pdf,324,False,Legacy-only row has no extractable action text.
11142023 PZDB Minutes.pdf,325,False,Legacy-only row has no extractable action text.
12122023 PZDB Minutes.pdf,326,False,Legacy-only row has no extractable action text.
01112022 PZDB Minutes.pdf,327,False,Legacy-only row has no extractable action text.
02082022 PZDB Minutes.pdf,328,False,Legacy-only row has no extractable action text.
03082022 PZDB Minutes.pdf,329,False,Legacy-only row has no extractable action text.
04122022 PZDB Minutes.pdf,330,False,Legacy-only row has no extractable action text.
05102022 PZDB Minutes.pdf,331,False,Legacy-only row has no extractable action text.
06142022 PZDB Minutes.pdf,332,False,Legacy-only row has no extractable action text.
07122022 PZDB Minutes.pdf,333,False,Legacy-only row has no extractable action text.
08092022 PZDB Minutes.pdf,334,False,Legacy-only row has no extractable action text.
09132022 PZDB Minutes.pdf,335,False,Legacy-only row has no extractable action text.
09272022 PZDB Minutes.pdf,336,False,Legacy-only row has no extractable action text.
10112022 PZDB Minutes.pdf,337,False,Legacy-only row has no extractable action text.
10252022 PZDB Minutes.pdf,338,False,Legacy-only row has no extractable action text.
11082022 PZDB Minutes.pdf,339,False,Legacy-only row has no extractable action text.
12132022 PZDB Minutes.pdf,340,False,Legacy-only row has no extractable action text.
04202021 PZDB Minutes.pdf,341,False,Legacy-only row has no extractable action text.
05112021 PZDB Minutes.pdf,342,False,Legacy-only row has no extractable action text.
06082021 PZDB Minutes.pdf,343,False,Legacy-only row has no extractable action text.
07132021 PZDB Minutes.pdf,344,False,Legacy-only row has no extractable action text.
08102021 PZDB Minutes.pdf,345,False,Legacy-only row has no extractable action text.
08242021 PZDB Minutes.pdf,346,False,Legacy-only row has no extractable action text.
09142021 PZDB Minutes.pdf,347,False,Legacy-only row has no extractable action text.
09282021 PZDB Minutes.pdf,348,False,Legacy-only row has no extractable action text.
10122021 PZDB Minutes.pdf,349,False,Legacy-only row has no extractable action text.
11092021 PZDB Minutes.pdf,350,False,Legacy-only row has no extractable action text.
12142021 PZDB Minutes.pdf,351,False,Legacy-only row has no extractable action text.
