ProjectName,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType
Septic to Sewer,Village Council,Regular Meeting,Village Council,2022-04-20,2022-04-20,2022,Accepted,,,,Village Council Meeting Minutes — 2022-04-20,"Approved agenda | Approved the Consent Agenda | Adopted Resolution 2022-03 which approves the updated Multijurisdictional Program for Public Information related to flood hazards | Approved final Plat for Estero Crossing | Approved final Plat for Rivercreek Phase One (formerly known as Corkscrew Crossing) | Approved Resolution No. 2022-05 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue | Approved Resolution No. 2022-06 Commercial Contrac...","Approved agenda | Approved the Consent Agenda | Adopted Resolution 2022-03 which approves the updated Multijurisdictional Program for Public Information related to flood hazards | Approved final Plat for Estero Crossing | Approved final Plat for Rivercreek Phase One (formerly known as Corkscrew Crossing) | Approved Resolution No. 2022-05 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue | Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida | Approved the following list of short-listed firms listed below. Delegate authority to staff to interview these firms on April 11, 2022, and Council to interview the top 2 candidates individually. • Nason Yeager Gerson Harris & Fumero, P.A. • Roetzel & Andress, LPA • Trask Daigneault, LLP • Vose Law Firm LLP | Excused Vice Mayor McLain from the April 13 a...","Approved agenda | Approved the Consent Agenda | Adopted Resolution 2022-03 which approves the updated Multijurisdictional Program for Public Information related to flood hazards | Approved final Plat for Estero Crossing | Approved final Plat for Rivercreek Phase One (formerly known as Corkscrew Crossing) | Approved Resolution No. 2022-05 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue | Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida | Approved the following list of short-listed firms listed below. Delegate authority to staff to interview these firms on April 11, 2022, and Council to interview the top 2 candidates individually. • Nason Yeager Gerson Harris & Fumero, P.A. • Roetzel & Andress, LPA • Trask Daigneault, LLP • Vose Law Firm LLP | Excused Vice Mayor McLain from the April 13 a...",,,,,,,,Cypress Bend Septic Area,Cypress Bend Septic Area,26.446900,-81.811600,1.0,DA/MI,04062022 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/04062022%20minutes.pdf,MeetingLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2022-04-20,2022-04-20,2022,Accepted,,,,Village Council Meeting Minutes — 2022-04-20,"Approved motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda with the deletion of Action Item 7e | Approved the Consent Agenda | Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue | Amendment One to Contract No. EC 2020-31 for Estero on the River Structure Demolition and updating contract to keep structure #6, the bomb shelter | Approved the contract EC 2020-48...","Approved motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda with the deletion of Action Item 7e | Approved the Consent Agenda | Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue | Amendment One to Contract No. EC 2020-31 for Estero on the River Structure Demolition and updating contract to keep structure #6, the bomb shelter | Approved the contract EC 2020-48 STA 10 with CW3 Engineering to provide design and permitting services for the Williams Road Bicycle/Pedestrian Improvements Project in the amount of $358,790, approve a contingency fund amount of $36,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract with CW3 Engineering and any other related ancillary documents on behalf of the Village Council | Approved Ben Hill Griffin Parkway Imp...","Approved motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda with the deletion of Action Item 7e | Approved the Consent Agenda | Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue | Amendment One to Contract No. EC 2020-31 for Estero on the River Structure Demolition and updating contract to keep structure #6, the bomb shelter | Approved the contract EC 2020-48 STA 10 with CW3 Engineering to provide design and permitting services for the Williams Road Bicycle/Pedestrian Improvements Project in the amount of $358,790, approve a contingency fund amount of $36,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract with CW3 Engineering and any other related ancillary documents on behalf of the Village Council | Approved Ben Hill Griffin Parkway Imp...",,,,,,,,Cypress Bend Septic Area,Cypress Bend Septic Area,26.446900,-81.811600,1.0,DA/MI,04202022 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/04202022%20minutes.pdf,MeetingLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2024-05-01,2024-05-01,2024,Accepted,,,,Village Council Meeting Minutes — 2024-05-01,"Approved agenda | Approved consent agenda | Approved EC 2024-06 STA-05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on beh...","Approved agenda | Approved consent agenda | Approved EC 2024-06 STA-05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency) | Approved the Assignment and Amendment of the License Agreement for Sandy Lane Right of Way Occupation, Drainage Pipe Construction and Maintenance agreement with Seminole Gulf Railway and authorize the Village Manager to execute the agreement on behalf of the Village Council | Approved continuance to May 1, 2024","Approved agenda | Approved consent agenda | Approved EC 2024-06 STA-05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency) | Approved the Assignment and Amendment of the License Agreement for Sandy Lane Right of Way Occupation, Drainage Pipe Construction and Maintenance agreement with Seminole Gulf Railway and authorize the Village Manager to execute the agreement on behalf of the Village Council | Approved continuance to May 1, 2024",,,,,,,,Cypress Bend Septic Area,Cypress Bend Septic Area,26.446900,-81.811600,1.0,DA/MI,04172024 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/04172024%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-03-17,2015-03-17,2015,Accepted,,,,Village Council Meeting Minutes — 2015-03-17,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,ES/FL,031715 Regular Meeting Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/031715%20Regular%20Meeting%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-03-20,2015-03-20,2015,Accepted,,,,Village Council Meeting Minutes — 2015-03-20,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,032015 Workshop Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/032015%20Workshop%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-03-27,2015-03-27,2015,Accepted,,,,Village Council Meeting Minutes — 2015-03-27,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,03272015 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/03272015%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-04-06,2015-04-06,2015,Accepted,,,,Village Council Meeting Minutes — 2015-04-06,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,040615 Regular Meeting Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/040615%20Regular%20Meeting%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-04-07,2015-04-07,2015,Accepted,,,,Village Council Meeting Minutes — 2015-04-07,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,040715 Workshop Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/040715%20Workshop%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-04-10,2015-04-10,2015,Accepted,,,,Village Council Meeting Minutes — 2015-04-10,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,041015 Workshop Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/041015%20Workshop%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-04-17,2015-04-17,2015,Accepted,,,,Village Council Meeting Minutes — 2015-04-17,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,04172015 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/04172015%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-04-24,2015-04-24,2015,Accepted,,,,Village Council Meeting Minutes — 2015-04-24,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,AN/RI,04242015 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/04242015%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-05-08,2015-05-08,2015,Accepted,,,,Village Council Meeting Minutes — 2015-05-08,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,05082015 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/05082015%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-05-15,2015-05-15,2015,Accepted,,,,Village Council Meeting Minutes — 2015-05-15,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,05152015 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/05152015%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-05-20,2015-05-20,2015,Accepted,,,,Village Council Meeting Minutes — 2015-05-20,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,052015 Regular Meeting Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/052015%20Regular%20Meeting%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-06-03,2015-06-03,2015,Accepted,,,,Village Council Meeting Minutes — 2015-06-03,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,060315 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/060315%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-06-17,2015-06-17,2015,Accepted,,,,Village Council Meeting Minutes — 2015-06-17,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,061715 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/061715%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-06-24,2015-06-24,2015,Accepted,,,,Village Council Meeting Minutes — 2015-06-24,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,062415 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/062415%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Special Meeting,Village Council,2015-06-26,2015-06-26,2015,Accepted,,,,Village Council Meeting Minutes — 2015-06-26,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,062615 Special Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/062615%20Special%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-07-01,2015-07-01,2015,Accepted,,,,Village Council Meeting Minutes — 2015-07-01,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,070115 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/070115%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-07-10,2015-07-10,2015,Accepted,,,,Village Council Meeting Minutes — 2015-07-10,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,071015 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/071015%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-07-15,2015-07-15,2015,Accepted,,,,Village Council Meeting Minutes — 2015-07-15,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,071515 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/071515%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-07-22,2015-07-22,2015,Accepted,,,,Village Council Meeting Minutes — 2015-07-22,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,072215 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/072215%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-08-10,2015-08-10,2015,Accepted,,,,Village Council Meeting Minutes — 2015-08-10,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,081015 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/081015%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-09-03,2015-09-03,2015,Accepted,,,,Village Council Meeting Minutes — 2015-09-03,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,090315 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/090315%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-09-16,2015-09-16,2015,Accepted,,,,Village Council Meeting Minutes — 2015-09-16,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,091615 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/091615%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-09-17,2015-09-17,2015,Accepted,,,,Village Council Meeting Minutes — 2015-09-17,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,091715 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/091715%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-09-23,2015-09-23,2015,Accepted,,,,Village Council Meeting Minutes — 2015-09-23,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,09232015 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/09232015%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-10-07,2015-10-07,2015,Accepted,,,,Village Council Meeting Minutes — 2015-10-07,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,100715 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/100715%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-10-09,2015-10-09,2015,Accepted,,,,Village Council Meeting Minutes — 2015-10-09,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,100915 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/100915%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-10-21,2015-10-21,2015,Accepted,,,,Village Council Meeting Minutes — 2015-10-21,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,SS,102115 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/102115%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-10-28,2015-10-28,2015,Accepted,,,,Village Council Meeting Minutes — 2015-10-28,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,KI/HA,102815 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/102815%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Special Meeting,Village Council,2015-11-13,2015-11-13,2015,Accepted,,,,Village Council Meeting Minutes — 2015-11-13,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,SS,11132015 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/11132015%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-11-16,2015-11-16,2015,Accepted,,,,Village Council Meeting Minutes — 2015-11-16,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,111615 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/111615%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-11-18,2015-11-18,2015,Accepted,,,,Village Council Meeting Minutes — 2015-11-18,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,111815 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/111815%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-11-23,2015-11-23,2015,Accepted,,,,Village Council Meeting Minutes — 2015-11-23,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,112315 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/112315%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-12-02,2015-12-02,2015,Accepted,,,,Village Council Meeting Minutes — 2015-12-02,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,120215 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/120215%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Council Workshop,Workshop,2015-12-11,2015-12-11,2015,Accepted,,,,Village Council Meeting Minutes — 2015-12-11,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,121115 Workshop Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/121115%20Workshop%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2015-12-16,2015-12-16,2015,Accepted,,,,Village Council Meeting Minutes — 2015-12-16,No action found,No action found,No action found,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,null,121615 Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/121615%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2016-01-20,2016-01-20,2016,Accepted,,,,Village Council Meeting Minutes — 2016-01-20,Approved the agenda | Approved the Consent Agenda | Approved first reading of Ordinance No. 2016-01 | Adopted Resolution No. 2016-01 | Adopted Resolution No. 2016-02 | Adopted Resolution No. 2016-03,Approved the agenda | Approved the Consent Agenda | Approved first reading of Ordinance No. 2016-01 | Adopted Resolution No. 2016-01 | Adopted Resolution No. 2016-02 | Adopted Resolution No. 2016-03,Approved the agenda | Approved the Consent Agenda | Approved first reading of Ordinance No. 2016-01 | Adopted Resolution No. 2016-01 | Adopted Resolution No. 2016-02 | Adopted Resolution No. 2016-03,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,DA/MI,01062016 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/01062016%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Special Meeting,Village Council,2016-02-10,2016-02-10,2016,Accepted,,,,Village Council Meeting Minutes — 2016-02-10,"Directed Village Land Use Attorney Nancy Stroud to investigate the merits of an annexation challenge, a DRI challenge, and Comprehensive Plan challenge, with traffic analysis; further review of coastal high hazard area implication; directed staff to engage with the county regarding partnering with the Village to try to find a solution; engage a traffic engineer and bring information back, including budget implication, to Council at the next meeting | Continued deliberations to 9:00 a.m. on Ja...","Directed Village Land Use Attorney Nancy Stroud to investigate the merits of an annexation challenge, a DRI challenge, and Comprehensive Plan challenge, with traffic analysis; further review of coastal high hazard area implication; directed staff to engage with the county regarding partnering with the Village to try to find a solution; engage a traffic engineer and bring information back, including budget implication, to Council at the next meeting | Continued deliberations to 9:00 a.m. on January 20, 2016","Directed Village Land Use Attorney Nancy Stroud to investigate the merits of an annexation challenge, a DRI challenge, and Comprehensive Plan challenge, with traffic analysis; further review of coastal high hazard area implication; directed staff to engage with the county regarding partnering with the Village to try to find a solution; engage a traffic engineer and bring information back, including budget implication, to Council at the next meeting | Continued deliberations to 9:00 a.m. on January 20, 2016",,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,DA/MI,01132016 minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/01132016%20minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2016-03-16,2016-03-16,2016,Accepted,,,,Village Council Meeting Minutes — 2016-03-16,"Approved the agenda | Approved the Consent Agenda, revising minutes as necessary | Authorized staff to distribute RFQ 2016-01 | Authorized staff to distribute RFP 2016-01 | Authorized staff to distribute RFP 2016-02 | Appointed Robert King as Village CAC Representative to MPO | Accepted the letter of resignation from Jeffrey Mass dated January 12, 2016 and directed the Village Clerk to advertise the vacancy and solicit applications | Adopted Resolution 2016-05 as amended | Authorized the Mayo...","Approved the agenda | Approved the Consent Agenda, revising minutes as necessary | Authorized staff to distribute RFQ 2016-01 | Authorized staff to distribute RFP 2016-01 | Authorized staff to distribute RFP 2016-02 | Appointed Robert King as Village CAC Representative to MPO | Accepted the letter of resignation from Jeffrey Mass dated January 12, 2016 and directed the Village Clerk to advertise the vacancy and solicit applications | Adopted Resolution 2016-05 as amended | Authorized the Mayor to sign the letter and approved and endorsed the white paper entitled ""Caloosahatchee Watershed Regional Water Management Issues."" | Adopted Resolution No. 2016-04","Approved the agenda | Approved the Consent Agenda, revising minutes as necessary | Authorized staff to distribute RFQ 2016-01 | Authorized staff to distribute RFP 2016-01 | Authorized staff to distribute RFP 2016-02 | Appointed Robert King as Village CAC Representative to MPO | Accepted the letter of resignation from Jeffrey Mass dated January 12, 2016 and directed the Village Clerk to advertise the vacancy and solicit applications | Adopted Resolution 2016-05 as amended | Authorized the Mayor to sign the letter and approved and endorsed the white paper entitled ""Caloosahatchee Watershed Regional Water Management Issues."" | Adopted Resolution No. 2016-04",,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,DA/MI,021016 Council Regular Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/021016%20Council%20Regular%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Public Hearing,Public Hearing,2016-04-06,2016-04-06,2016,Accepted,,,,Village Council Meeting Minutes — 2016-04-06,"Approved continuing to a date certain, March 23, 2016","Approved continuing to a date certain, March 23, 2016","Approved continuing to a date certain, March 23, 2016",,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,DA/MI,030916 Zoning Hearing Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/030916%20Zoning%20Hearing%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2016-05-04,2016-05-04,2016,Accepted,,,,Village Council Meeting Minutes — 2016-05-04,Approved the agenda | Passed first reading and transmittal of Ordinance No. 2016-04,Approved the agenda | Passed first reading and transmittal of Ordinance No. 2016-04,Approved the agenda | Passed first reading and transmittal of Ordinance No. 2016-04,,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,DA/MI,033016 Council Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/033016%20Council%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
General Council Business,Village Council,Regular Meeting,Village Council,2016-05-18,2016-05-18,2016,Accepted,,,,Village Council Meeting Minutes — 2016-05-18,"Approved the agenda | Approved the Consent Agenda | Accepted Roger Strelow's resignation, with thanks from the Council for all of his service, past and present, and accepted his offer to remain on the Board until appointment of a new Board Member","Approved the agenda | Approved the Consent Agenda | Accepted Roger Strelow's resignation, with thanks from the Council for all of his service, past and present, and accepted his offer to remain on the Board until appointment of a new Board Member","Approved the agenda | Approved the Consent Agenda | Accepted Roger Strelow's resignation, with thanks from the Council for all of his service, past and present, and accepted his offer to remain on the Board until appointment of a new Board Member",,,,,,,,Estero Village Hall,Estero Village Hall,26.428500,-81.806800,1.0,DA/MI,042016 Council Meeting Approved Minutes.pdf,https://raw.githubusercontent.com/krocks9903/EagleGIS/script/pdfs/042016%20Council%20Meeting%20Approved%20Minutes.pdf,MeetingLocation
