item_id,meeting_id,action_type,vote_detected,project_matches,review_reason,item_text
270,55,Administrative,True,,No location name/address matched,Approved agenda
271,55,Consent Agenda,True,,No location name/address matched,Approved consent agenda
272,55,Resolution,False,,No location name/address matched,"Selected Al Paivandy, James E Tatooles, and Leonard E Scotty Wood III to a one-year term to the Planning, Zoning, and Design Board members, Dan Williams, Anthony Gargano, and Michael Sheeley to a three-year term to the Planning Zoning and Design Board and approve Resolution No. 2024-04"
273,55,Unknown,False,,No location name/address matched,Selected Anthony Gargano as Chairperson of the Planning Zoning and Design Board
274,55,Vote,True,,No location name/address matched,Approved the Framework of Cooperation Between the Village of Estero and the Estero Forever Foundation
275,55,Contract Approval,True,,No location name/address matched,Approved EC 2024-29 Wright Construction Group Piggyback Agreement for Construction Manager At Risk services and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary
276,55,Contract Approval,True,Budget / Capital Improvement,No location name/address matched,"Approved EC 2019-66 STA-44 in the amount of $57,500 with P & T Lawn & Tractor to relocated twelve palm trees at Jeff Sommer Stadium, approve a $5,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)"
277,55,Contract Approval,True,Budget / Capital Improvement,No location name/address matched,"Approved EC 2022-38 STA-13 in the amount of $175,486 with Johnson Engineering to perform construction site inspections for all projects within the Village of Estero, approve a $17,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)"
279,55,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2024-05 and set public hearing and second reading for April 17, 2024"
280,55,Vote,True,,No location name/address matched,Approved motion to support Village Manger and staff along with the other communities to inquire about the FEMA rate increase and to allow the Village any latitude it will require to get the answers needed
281,56,Administrative,True,,No location name/address matched,"Approved the agenda as amended, pulling Agenda Item 10 ( c )"
282,56,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
283,56,Resolution,True,,No location name/address matched,"Amended the beginning date of the terms to April 1, 2017 and adopted Resolution No. 2017-07 as amended. Village Council Meeting Final Action Agenda/Minutes -April 5, 2017 Page 3 of7"
284,56,Unknown,False,,No location name/address matched,"Amended the beginning date of the terms to April 1, 2017"
285,56,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017-08 as amended
286,57,Unknown,False,,No location name/address matched,Elected Vice Mayor McLain as Mayor
287,57,Unknown,False,,No location name/address matched,Elected Councilmember Ribble as Vice Mayor
288,57,Administrative,True,,No location name/address matched,Approved agenda with item 14a starting at 11:00 am
289,57,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
290,57,Resolution,True,,No location name/address matched,Adopted Resolution No. 2023-07
291,57,Resolution,True,,No location name/address matched,Adopted Resolution No. 2023-08
292,58,Ordinance,True,,No location name/address matched,"approved loan documents as requested by the GrayRobinson Law Firm. Mr. Boesch moved approval, seconded by Mr. Brown. The Mayor called for public input; however, no one came forward. The motion was called and carried unanimously. RESOLUTION NO. 2015-17 2. Review of list of clergy people for invocations Mr. Boesch presented a list of local clergy people who would be available to provide the invocations, and noted the diversity of backgrounds. It was agreed that suggestions for additional names should be sent to Interim Village Manager Peter Lombardi, who will check on availability and set up a rotation. 3. Resolution - Support of State Purchase of Sugar Land After Ms. Errington presented information (copy on file) on the importance of the planned state purchase of sugar land, Mayor Batos noted that, due to time constraints, this item had been moved from tomorrow's agenda to be considered at this time. Interim Village Attorney Burt Saunders explained that he would prepare the resolution for signatures and hand-deliver it on Wednesday to the Senate President, Speaker of the House, and Governor's Office. The Mayor called for public input; however, no one came forward. Mr. Ribble moved approval, seconded by Ms. Errington. Following Council discussion, the motion was called and carried unanimously. RESOLUTION NO. 2015-18 4(A) Approval of Regular Council Meeting and Workshop Minutes of March 27, 2015 Interim Village Manager Peter Lombardi requested that this item be deferred to the meeting of April 17, 2015. There were no objections from the Council members. 4(B) FIRST READING - ORDINANCE 2015-01 An Ordinance of the Village Council of the Village of Estero, Florida, establishing Land Use Advisory Boards to the Village Council to include the Planning and Zoning Board and the Design Review Board; providing a severability clause; repealing and rescinding all ordinances in conflict; and providing an effective date. Interim Village Attorney Burt Saunders confirmed that proper notice had been provided for this hearing and the second hearing. Following brief discussion, members agreed to move to the next items while copies of the amended draft were made for members who had not received the most recent draft. FOLLOWING CONSIDERATION OF ITEM 4(D): Mr. Levitan reviewed and explained the revisions page by page. Extensive discussion ensued, during which Mr. Levitan, Attorney Saunders, Interim Village Manager Peter Lombardi, and Special Zoning Counsel Nancy Stroud answered questions from the Council. Mayor Batos called for public input; however no one came forward. Mr. Levitan moved approval, seconded by Mr. Ribble, called and carried unanimously via roll-call vote. 4(C) FIRST READING - ORDINANCE 2015-02 An Ordinance of the Village Council of the Village of Estero, Florida establishing procedures for ex parte communications related to quasi-judicial proceedings; providing a severability clause; repealing and rescinding all ordinances in conflict; and providing an effective date. Interim Village Attorney Burt Saunders confirmed that proper notice had been provided for both this hearing and the second hearing. Following brief comments from Mr. Boesch, the Mayor called for public input; however no one came forward. Mr. Brown moved approval, seconded by Mr. Wilson, called and carried unanimously via roll-call vote. 4(D) FIRST READING - ORDINANCE 2015-03 An Ordinance of the Village Council of the Village of Estero, Florida, amending Chapter 22, Licenses and Business regulations, of the Code of Laws and Ordinances of the Village of Estero, Florida; removing certain record keeping requirements; providing for conflict with other ordinances; providing for severability; and providing for an effective date. Mayor Batos explained the purpose of the ordinance, and Mr. Wilson offered additional clarification. The Mayor called for public input; and the following individuals came forward to comment: Fountain Lake resident, Larry Newell Old Estero resident, Patty Whitehead After Mr. Levitan and Mayor Batos responded to Ms. Whitehead's concerns, Mr. Ribble moved approval, seconded by Mr. Brown. The motion was called and carried unanimously via roll-call vote. AT THIS TIME, THE COUNCIL RESUMED CONSIDERATION OF ITEM 4(B). PUBLIC INPUT ON NON-AGENDA ITEMS Fountain Lake resident, Larry Newell - Hospital situation and the Agency for Health Care Administration Marsh Landing resident, Beverly MacNellis - Hospital Planning Board as a resource Villages at Country Creek resident, George Molnar - Village website; legal and financial information Broadway Mobile Home Village resident, Pat Holcomb - Possible eminent domain actions on vacant land COUNCIL / MANAGER/ATTORNEY COMMUNICATIONS AND FUTURE AGENDA ITEMS Council Members' Comments: Mr. Ribble commended Mr. Levitan for writing an article about transparency for Spotlight Magazine. Mr. Levitan asked about the starting time for tomorrow's Workshop Meeting. After discussion, it was agreed that the meeting would begin at 10:00 am, and then be continued to 1:30 pm. Mr. Boesch requested that Interim Village Manager Peter Lombardi provide Council members with copies of the Consultants Competitive Negotiations Act and the Public Business 287 Statute. Mayor Batos: Reported that he had requested an updated population count for Estero to be considered by the Metropolitan Planning Organization (MPO). Noted that a proposed schedule of meetings and workshops from now through year-end would be brought up at the April 17, 2015 meeting Requested approval of a proclamation acknowledging the Estero Council of Community Leaders (ECCL) for all their work done, including the work on incorporation; and wishing them success in their future operations. Mr. Wilson moved approval, seconded by Mr. Boesch. The Mayor called for"
293,58,Contract Approval,True,,No location name/address matched,"approved retaining the firm of Nabors, Giblin & Nickerson as Special Tax Counsel, and asked for Council consensus to authorize signature of an agreement with them. Following discussion, there was consensus to approve the request. Reported on pending legislation that would require cities to pay for re-location of utilities, if the city's project makes the re-location necessary, even if the utilities are located on the city right-of-way. Commented that the ""glitch"" bill had been approved by 2 of 3 committees and should have no problem/ ADJOURN The Mayor requested a motion to adjourn. Mr. Ribble so moved, seconded by Ms. Errington, called and carried unanimously. The meeting was"
294,59,Vote,True,,No location name/address matched,Approved the agenda
295,59,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
296,59,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016-03
297,59,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-07 with the following Board Members and terms: Board Member 1. David Crawford 2. Anthony Gargano 3. Roger Strelow 4. Ned Dewhirst 5. Leonard ""Scotty"" Wood III, Chairman 6. James Tatooles 7. Marlene Naratil"
298,59,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-08 with the following Board Members and terms: Board Member 1. ~~~~--'-W~·~S~c=o~tt~An...=cd=e=rs=o=n=--~~- 2. ~~~~~-W~il_h~·a=m~P~ry_.__s_i~~~~ 3. ~~~~~-P~ru~ty,<......c..W~h=i~te_h~ea~d~~~~ 4. ~~~~~---=B~a=rry'-.1---'J~o=n=es=c._~~~~ 5. Albert O'Donnell 6. ~~~-J~o~e~M~cH==arn==·s~,~C=h=a1=·rm~an=-~~ 7. ~~~~~-Wc.:...::.=il=li=am=-..cG=l=a=ss=--~~~- 8. ~~~~~~An~u~L=a~ci_s~~~~~ Village Council Regular Meeting Final Action Agenda/Minutes -April 6, 2016 7/01/2015 - 3/31/2017 4/24/2015 - 3/31/2017 4/24/2015-3/31/2017 4/06/2016- 3/31/2017 4/06/2016 - 3/31/2018 4/06/2016-3/31/2018 4/06/2016-3/31/2018 4/06/2016 - 3/31/2018 Page 6 of7"
299,60,Administrative,True,,No location name/address matched,Approved agenda
300,60,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
301,60,Resolution,True,,No location name/address matched,Adopted Resolution 2022-03 which approves the updated Multijurisdictional Program for Public Information related to flood hazards
302,60,Vote,True,,No location name/address matched,Approved final Plat for Estero Crossing
303,60,Vote,True,,No location name/address matched,Approved final Plat for Rivercreek Phase One (formerly known as Corkscrew Crossing)
306,60,Vote,True,,No location name/address matched,"Approved the following list of short-listed firms listed below. Delegate authority to staff to interview these firms on April 11, 2022, and Council to interview the top 2 candidates individually. • Nason Yeager Gerson Harris & Fumero, P.A. • Roetzel & Andress, LPA • Trask Daigneault, LLP • Vose Law Firm LLP"
307,60,Administrative,False,,No location name/address matched,"Excused Vice Mayor McLain from the April 13 and April 20, 2022 Village Council meetings"
308,62,Administrative,True,,No location name/address matched,Approved agenda
309,62,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
310,62,Resolution,True,,No location name/address matched,Approved Resolution 2021-10
311,62,Resolution,True,,No location name/address matched,Approved Resolution 2021-12
313,62,Contract Approval,True,,No location name/address matched,"Approved award of Supplemental Task Authorization (STA) - 02 Contract EC 2020-61 to KCA under the Village's Misc. Service Contract CN 2020-01 in the amount of $469,099, approve a contingency fund amount of $47,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA and any other related ancillary documents on behalf of the Village of Estero Council"
314,62,Contract Approval,True,,No location name/address matched,"Approved award of Supplemental Task Authorization (STA) 06 to Contract EC 2020-48 to CW3 Engineering under the Village's Misc. Service Contract CN 2020-01 in the amount of $54,000, approve a contingency fund amount of $5,400 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA and any other related ancillary documents on behalf of the Village of Estero Council"
315,62,Contract Approval,True,,No location name/address matched,"Approved award of Supplemental Task Authorization 06 to Contract EC 2020-32 to Johnson Engineering to provide water monitoring services for The Village of Estero for $41,352, approve a 10% contingency for additional services that may be required to complete the project, and authorize the Village Manger to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council"
316,62,Resolution,True,,No location name/address matched,Approved Resolution 2021-08
317,62,Resolution,True,,No location name/address matched,Approved Resolution 2021-09
318,62,Ordinance,True,,No location name/address matched,"Passed First Reading and set Second Reading for April 21, 2021 at 9:30 a.m"
319,64,Administrative,True,,No location name/address matched,"Approved agenda. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date"
320,65,Administrative,True,,No location name/address matched,Approved agenda
321,65,Consent Agenda,True,,No location name/address matched,Approved consent agenda
322,65,Contract Approval,True,,No location name/address matched,"Approved award of Contract 25028 with APTIM to prepare the Village of Estero Vulnerability Assessment for $425,500, approve a $42,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council"
323,65,Vote,True,,No location name/address matched,"Approved Progress Report on Local Mitigation Strategy for inclusion in the Village's recertification to the Insurance Services Office (ISO), Verisk Analytics"
324,65,Contract Approval,True,,No location name/address matched,"Approved award of Contract 25029 with Suffolk Construction to provide construction manager as risk services for the Estero SportsPark, approve pre-construction services as described in the contract for $4,743,487, approve a $470,000 contingency for additional services that may be required to complete preconstruction services, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, except for Guaranteed Maximum Price Amendments, which will be approved by Village Council, at a later date"
325,65,Vote,True,,No location name/address matched,"Approved awards of landscaping, mowing and irrigation services for Village roadways for Mainscape, Inc., in an amount not to exceed $1,432,600 annually, and to P & T Lawn & Tractor, for an amount not to exceed $581,107 annually"
326,65,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2025-03
328,66,Presentation,True,,No location name/address matched,"approved more than five years ago. Ms. Errington inquired about land clearing at Corkscrew Commons for an apartment project. Mr. Brown requested, and Mr. Lombardi agreed to provide, a list of developable lands and proposed development uses within Estero. He stated that the Vines-Estero Country Club requested the re-location of road signs, and Mr. Bausch reported that the work was requested at the Transportation meeting. Mayor Batos mentioned a workshop to assign liaisons with various organizations, and asked Mr. Brown to serve as liaison to Lee Memorial Hospital in the interim to provide Village representation at an upcoming meeting. Interim Village Attorney's Comments: Interim Village Attorney, Burt Saunders had no comments to offer. Interim Village Manager's Comments: Interim Village Manager, Peter Lombardi, stated that he had sent an email to Mr. Levitan with an opinion from the Lee County Attorney that the County Code Enforcement Hearing Officer could not also serve the Village of Estero. He mentioned that the consideration of alternatives would be brought up as a workshop topic. Mayor Batos reminded the members to add to the list of possible workshop topics that would be distributed. Ms. Errington suggested that development of a hurricane season emergency plan should be added as a workshop item. ADJOURN The Mayor"
329,67,Administrative,True,,No location name/address matched,"Approved agenda. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date"
330,67,Consent Agenda,True,,No location name/address matched,Approved consent agenda
331,67,Contract Approval,True,Septic to Sewer; Budget / Capital Improvement,No location name/address matched,"Approved EC 2024-06 STA-05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency)"
333,67,Vote,True,,No location name/address matched,"Approved continuance to May 1, 2024"
334,68,Vote,True,,No location name/address matched,Approved the agenda as revised
335,68,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
336,68,Unknown,False,,No location name/address matched,Accepted the audit report
337,68,Unknown,False,,No location name/address matched,Appointed Robert King to fill the unexpired term of Ned Dewhirst; term expiration date of3/31/2018
338,68,Resolution,True,,No location name/address matched,Approved the vacation of part of a drainage easement for Estero Veterinary Clinic and adopted Resolution No. 2017-10
339,68,Vote,True,,No location name/address matched,"Approved the request for reimbursement in the amount of $2,869.47"
340,68,Contract Approval,False,,No location name/address matched,Supported Option B and the lease agreement will be brought back to the next Council meeting
341,69,Administrative,True,,No location name/address matched,"Approved agenda with combining 4a into 8a, 8b, and 8c"
342,69,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
343,69,Resolution,True,,No location name/address matched,Adopted Resolution No. 2023-09
346,69,Contract Approval,True,,No location name/address matched,"Approved the revised Hagerty Consulting, Inc. contract and authorize the Village Manager to execute the contract document on behalf of the Village of Estero Council. Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for four additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero"
347,70,Vote,True,,No location name/address matched,Approved the agenda
348,70,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
349,70,Unknown,False,,No location name/address matched,"Accepted Roger Strelow's resignation, with thanks from the Council for all of his service, past and present, and accepted his offer to remain on the Board until appointment of a new Board Member"
350,71,Administrative,True,,No location name/address matched,Approved motion to permit Councilmember Wilson to participate remotely in Zoom Presentation
351,71,Administrative,True,,No location name/address matched,Approved agenda with the deletion of Action Item 7e
352,71,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
354,71,Contract Approval,False,Estero on the River,No location name/address matched,"Amendment One to Contract No. EC 2020-31 for Estero on the River Structure Demolition and updating contract to keep structure #6, the bomb shelter"
357,72,Administrative,True,,No location name/address matched,"Approved to permit Councilmember Wilson to participate remotely in Zoom Presentation. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016 forward, as well agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date"
358,72,Administrative,True,,No location name/address matched,Approved agenda
359,72,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
360,72,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement and forward to Lee County Port Authority for their approval and signature
361,72,Resolution,True,,No location name/address matched,Approved Resolution 2021-13
362,72,Ordinance,True,,No location name/address matched,"Passed First Reading and set Second Reading for May 5, 2021 at 9:30 a.m"
363,72,Ordinance,True,,No location name/address matched,Approved Ordinance 2021-03
365,74,Administrative,True,,No location name/address matched,"APPROVED MINUTES FOR VILLAGE OF ES TERO 4/24/2015 REGULAR MEETING---------- 5(B) RESOLUTION - A Resolution Appointing Members to the Village of Estero Design Review Board and Determining Board Member Terms. Vice-Mayor Levitan noted that, due to some issues regarding the ordinance requirement for local licensed architects, only six of the eight members would be elected at this meeting; and that an ordinance revision might be needed. Following Council discussion, there was consensus to direct staff to advertise for the possible change while the search continues for qualified candidates. After the members completed the ballots, Interim Village Attorney Burt Saunders and Interim Village Manager Mr. Lombardi tallied the votes; and announced the names of those who had received at least four votes. The drawing was then held to assign the respective terms as indicated: Joe McHarris - 7 votes - I-year term Albert O'Donnell- 7 votes - I-year term William Prysi - 7 votes - 2-year term Patti Whitehead - 6 votes - 2-year term Gerald Simons - 6 votes - 2-year term Barry Jones - 5 votes - I-year term Ms. Errington moved to adopt the resolution with those six names and specified terms, seconded by Mr. Brown, called and carried unanimously. Vice-Mayor Levitan nominated Albert O'Donnell as the Board Chairperson, seconded by Mr. Wilson. Mr. Boesch nominated William Prysi, seconded by Mayor Batos. Following brief discussion, Mr. O'Donnell was selected via roll-call vote, with Mayor Batos and Mr. Boesch voting for Mr. Prysi; and Mr. Ribble, Vice-Mayor Levitan, Mr. Brown, Ms. Errington, and Mr. Wilson voting for Mr. O'Donnell. Brief discussion followed regarding dates and times for the first meetings of the two Boards. There was consensus that Vice-Mayor Levitan would work with the two Chairpersons, Attorney Saunders, and Special Counsel Nancy Stroud to coordinate meeting schedules. RESOLUTION NO. 2015-24 5(C) RESOLUTION -A Resolution Approving Reimbursement to the Estero Council of Community Leaders (ECCL) of Funds Expended for the Village ofEstero. Mayor Batos described the items that were included in the total invoice of $7,600.26. He then called for public input; however, no one came forward to speak. Attorney Saunders clarified that the Council is given great latitude in spending money, and that the resolution had been drafted to indicate that these expenses were in the public interest. Mr. Ribble moved approval in the amount of $7,600.26, seconded by Mr. Brown. Following confirmation that this would be the final bill, the motion was called and carried, with Vice-Mayor Levitan dissenting. RESOLUTION NO. 2015-25 5(D) RESOLUTION -A Resolution Amending the Zoning in Progress Resolution Vice-Mayor Levitan briefly explained the reasons for the requested amendment. He added that he had spoken to some affected property owners who had no objections to the amendment. Following discussion regarding the objections of some developers, Laura DeJohn of Johnson Engineering, representing Lee Memorial Health System, confirmed the Vice-Mayor's report of his meeting with hospital representatives The Mayor called for public input; and the following individuals came forward to speak: South Lee County Hospital Co-Chair, Don Eslick Estero Chamber of Commerce President, Jeff Maas Rapallo resident and local developer, Jim Wallace Mr. Brown moved approval, seconded by Vice-Mayor Levitan, called and carried 5-2 via roll call vote with Mr. Boesch and Ms. Errington dissenting. RESOLUTION NO. 2015-26 PUBLIC INPUT ON NON-AGENDA ITEMS The Mayor called for public input; however, no one came forward. ----------MINUTES FOR VILLAGE OF ESTERO 4/24/2015 REGULAR MEETING---------- 2 COUNCIL I MANAGER/ATTORNEY COMMUNICATIONS AND FUTURE AGENDA ITEMS Council Members' Comments: Vice-Mayor Levitan thanked the Council for working to pass land use ordinances and resolutions to prevent delays in development; and stated that he looked forward to having the appointed Boards up and running to deal with the growing list of land use cases. Mr. Boesch reported that he had given a list to the Village Manager of those who would provide the invocations in May. Mr. Wilson noted that he had requested excused absences from the meetings of June 3 and June 12, 2015; and brief discussion of the Village Charter requirements followed. There were no objections to the request. Interim Village Manager's Comments: Interim Village Manager Peter Lombardi commended the Council for the successful brief voting process. Interim Village Attorney's Comments: Interim Village Attorney Burt Saunders reported that the House was considering both local bills today, and that there was nothing that-should interfere with passage. He pointed out that, although the ex-pmte communication ordinance had been changed to allow Council members to meet with developers, whether to do so remained the personal choice of each member; and briefly reviewed the legal requirements. ADJOURN The Mayor"
366,75,Administrative,True,,No location name/address matched,"Approved agenda with noting a replacement of Resolution for 7(e), 2024- 08 that has been added to the desk packet as the consultants Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date. recommended more detailed language to the resolution but the substance has not changed"
367,75,Consent Agenda,True,,No location name/address matched,Approved consent agenda
370,75,Resolution,True,,No location name/address matched,Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants
371,75,Resolution,True,,No location name/address matched,Adopted Resolution No. 2024-07
372,75,Resolution,True,,No location name/address matched,Approved Resolution No. 2024-08 authorizing the Village Manager to perform various duties including accepting and authorizing CDBG-DR grants from HUD and administered by Lee County
373,75,Resolution,True,,No location name/address matched,Approved Resolution No. 2024-09 Excessive Force Policy
374,75,Ordinance,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Approved Ordinance No. 2024-05 with amending condition #4 to state, ""The tower will not contain any lights on the tower including the top, unless lighting is required by any agency with jurisdiction to require lighting, but will be taped consistent with Land Development Code."""
375,76,Vote,True,,No location name/address matched,"Approved the agenda as revised, adding agenda item 5 (e)"
376,76,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
377,76,Vote,True,,No location name/address matched,Approved the proposed lease amendment
378,76,Vote,True,,No location name/address matched,Adopted the Village Council Liaison Assignments and Areas of Strategic Concern as revised
379,76,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-11, as amended"
380,76,Vote,True,,No location name/address matched,"Continued the agenda item to May 31, 2017"
381,76,Unknown,False,,No location name/address matched,Accepted Councilmember Brown's resignation with regret
382,77,Administrative,True,,No location name/address matched,Approved agenda
383,77,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
384,77,Contract Approval,True,,No location name/address matched,"Approved the award of Supplemental Task Authorization 05 to Contract EC 2022-21 to Banks Engineering, Inc. for the See See Street Utility Expansion Design and Permitting of $240,500, approve a $24,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council"
385,77,Contract Approval,True,,No location name/address matched,"Approved Village Staff's recommendation to select all three firms, Atkins, Legacy Professional Solutions and RVi Planning + Landscape Architecture, to provide supplemental staffing to the Village of Estero and authorize staff to negotiate contracts with one or more of the firms to provide supplemental staffing"
386,77,Resolution,True,,No location name/address matched,Approved Resolution No. 2023-10
387,77,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2023-05 and set second reading for May 17, 2023"
388,78,Vote,True,,No location name/address matched,"Approved the agenda as revised by updated agenda provided, adding agenda item 8 (c)"
389,78,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
390,78,Ordinance,True,,No location name/address matched,"Approved first reading of Ordinance No. 2016-05 and advanced to second reading on May 18, 2016"
391,78,Contract Approval,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Awarded RFQ 2016-01 - Comprehensive Plan to LaRue Planning & Management Services, Inc. and authorized the Village Manager, with the assistance of staff, to negotiate a contract to be reviewed by Council at a later date"
392,79,Administrative,True,,No location name/address matched,Approved agenda
393,79,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
396,79,Resolution,True,,No location name/address matched,Approved Resolution No. 2022-07 which amends Resolution No. 2015-68
397,79,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance 2022-02 and set second reading for May 18, 2022"
398,80,Administrative,True,,No location name/address matched,Approved motion to move 6a to the May 19th or June 2nd meeting and approve agenda
399,80,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
401,80,Vote,True,,No location name/address matched,Approved council liaison assignments
402,80,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2021-05
403,80,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2021-06
404,81,Administrative,True,,No location name/address matched,Approved agenda
405,81,Consent Agenda,True,,No location name/address matched,Approved consent agenda
406,81,Vote,True,,No location name/address matched,Approved sending notification letter and affidavit signed by Mayor to Florida Department of Commerce
407,81,Contract Approval,True,,No location name/address matched,"Approved the award of Contract 25035 with LandDesign, Inc. to prepare the Village of Estero Eco-Historic planning study for $430,000, approve a $43,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council"
408,81,Vote,True,,No location name/address matched,"Approved the award of landscaping, mowing and irrigation services for Village roadways for P & T Lawn & Tractor, for an amount not to exceed $2,896,517.52 annually, approve a $200,000 Contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the purchase order and other additional implementing documents on behalf of the Village of Estero Council"
409,81,Vote,True,,No location name/address matched,"Approved awards of landscaping, mowing and irrigation services for Village roadways for Mainscape, Inc., in an amount not to exceed $1,432,600 annually, and to P & T Lawn & Tractor, for an amount not to exceed $581,107 annually"
410,81,Contract Approval,True,,No location name/address matched,"Approved GMP Addendum 2 for contract EC 2024 - 12 CMAR for Wright Construction to complete the site work and utility installation for the Estero Entertainment Campus for $ 9,536,910 and authorize the Village Manager to sign the contract and other additional implementation documents within the scope of the GMP addendum on behalf of the Village of Estero Council"
411,83,Vote,True,,No location name/address matched,Motion died due to substitute motion. Substitute
412,83,Unknown,False,,No location name/address matched,"Section 13 (c) was revised to read: ""The Mayor shall also serve as the ceremonial head of the Village. Except as specifically set forth above, there is no inherent or apparent power by virtue of a person holding the office of Mayor or Vice Mayor."""
413,83,Vote,True,,No location name/address matched,Motion failed due to tie vote
414,83,Unknown,False,,No location name/address matched,"Revised the first sentence in Section 13 (e) to read: ""When a liaison is appointed, or when the Council appoints a spokesperson, on any issue, such questions to the Village with respect to such issue shall, where possible, be referred to such liaison or spokesperson."""
415,83,Unknown,False,,No location name/address matched,Accepted the wording in Section 14
416,83,Unknown,False,,No location name/address matched,"Included Section 13 (g) on pagel 1 and deleted ""with the Vice Mayor normally succeeding the Mayor every two years."""
417,84,Discussion,True,,No location name/address matched,"adopted and rates set before the revenue could be received from the state, and suggested that the rate be set at the current County rate of 3.61%, less than the allowable maximum of 5.22%. Discussion followed regarding the effective date of January 1, 2016; the receipt of some funds retroactive to incorporation; the estimated annual amount of $518,000; and methods for dealing with possible state tax reductions. The Mayor called for"
