item_id,meeting_id,action_type,vote_detected,project_matches,review_reason,item_text
676,126,Vote,True,,No location name/address matched,"Approved the agenda, added agenda item 4 (b) to discuss a letter received from Commissioner Kiker, and continued agenda item 6 (b) to a future Council meeting. Village Council Meeting Final Action Agenda/Minutes - July 13, 2016 Page 1 ofll"
677,126,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-08
678,126,Contract Approval,True,,No location name/address matched,Appointed Councilmember Bill Ribble as the Council liaison to the County Commission for purposes of facilitating an agreement and bringing it back to the Council for discussion and vote
679,126,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-19
680,126,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-20
681,126,Unknown,False,,No location name/address matched,"Appointed a staff review committee consisting of Steve Sarkozy, Kyle Coleman, Mary Gibbs and Lisa Pace to evaluate proposals submitted by 14 consulting firms for miscellaneous engineering related professional services; staff to return to the Council with a recommendation in August"
682,126,Vote,True,,No location name/address matched,The case was continued to a future date
683,126,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016-08 with revisions and additions to conditions and adopting findings
684,127,Administrative,True,,No location name/address matched,Motion to permit Councilmember Ward to participate remotely via Zoom and to excuse Councilmember Wilson's absence from today's meeting
685,127,Administrative,True,,No location name/address matched,Approved agenda
686,127,Ordinance,True,,No location name/address matched,Approved Ordinance 2021-07
687,129,Ordinance,False,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Move to adopt Ordinance No. 2020-04 with staff conditions and the additional conditions that building repainting will be in accordance with the Pattern Book, and the handicap parking spaces will be in proximity to the doors. Also, there is an additional Finding of Fact that there is no increase in intensity of use as defined in the Land Development Code"
688,129,Ordinance,False,,No location name/address matched,"Adopt Ordinance No. 2020-03 with staff conditions and the additional revisions: under schedule of uses: removal of Restaurants, Groups I, II, & HI, and Consumption on Premises, specify retail use only for Lawn and Garden Supply Stores, specify hours of operation to include deliveries, Open storage specify only retail merchandise, modification of Pattern Book for the north elevation must be improved to match other three facades, and handicap parking will be reviewed at time of Development Order for code compliance"
689,130,Vote,True,,No location name/address matched,Approved the agenda
690,130,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
691,130,Discussion,True,,No location name/address matched,"Discussion will be continued at the second hearing on August 2, 2017"
692,130,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2017-03 with the revision to the second ""Whereas"" replacing ""prior to the incorporation of the Village"" with ""prior to March 17, 2015."""
693,130,Resolution,True,,No location name/address matched,Appointed Vice Mayor Ribble as the voting delegate for the Village of Estero for the 2017 Florida League of Cities annual conference and business meeting and adopted Resolution No. 2017-17
694,130,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-18 authorizing the waiving of competitive bidding procedures and authorizing the Village Manager to execute an agreement with Windham Studio, Inc. for landscape design services"
695,130,Unknown,False,,No location name/address matched,Membership will be withdrawn from Southwest Florida Regional Planning Council
696,131,Administrative,True,,No location name/address matched,"Approved motion to permit Councilmembers Ribble and Ward to participate remotely in Zoom Presentation. Final Action Agenda/Minutes are supplemented by audio and video recordings of the meetings, as well as transcripts. Video recordings of Village Council meetings from June 8, 2016, forward, as well as agendas, staff reports, resolutions, ordinances, and other documents related to the meetings can be viewed online at https://estero-fl.gov/agendas/ at the corresponding meeting date"
697,131,Administrative,True,,No location name/address matched,Approved agenda
698,131,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
699,131,Resolution,True,,No location name/address matched,Adopted Resolution No. 2022-21
700,131,Resolution,True,,No location name/address matched,Adopted Resolution No. 2022-19
701,131,Ordinance,True,,No location name/address matched,"Passed second reading of Ordinance No. 2022-05 with Map 2A-1 and ordinance shall take effect immediately upon adoption, for implementation for the next regular Village Council election"
702,132,Administrative,True,,No location name/address matched,Motion to permit Councilmember Ward to participate remotely in Zoom Presentation
703,132,Administrative,True,,No location name/address matched,Approved agenda with the deletion of 6(b) and the addition of 7(b) 5/3 Bank Discussion
704,132,Consent Agenda,True,,No location name/address matched,Approved the consent agenda with the correction to minutes
705,132,Contract Approval,True,,No location name/address matched,"Approved the committee ranking for the purchase of a Community Development Software package as follows: Number 1 -- CityView; Number 2 -- EnerGov (Tyler Technologies); Number 3 -- Accela (Silver Lining Solutions, LLC), and authorize Village Manager to negotiate a contract with the Number 1 ranked firm, CityView (pricing based on a piggyback of The City of Naples contract) to purchase a Community Development Software package"
706,132,Resolution,True,,No location name/address matched,Approved Resolution 2021-15
708,132,Contract Approval,True,,No location name/address matched,"Approved award of Contract to Woodard & Curran in the amount not to exceed $100,000 and authorize the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council"
709,132,Ordinance,True,,No location name/address matched,Approved Ordinance 2021-09
710,132,Vote,True,,No location name/address matched,Approved to take jurisdiction of the architectural portion of the 5/3 Bank design and schedule for the September 9th Council Meeting
712,134,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
713,134,Budget,False,Budget / Capital Improvement,No location name/address matched,Review proposed Budget for Fiscal Year 2020-2021 Financial Impact: The proposed budget will provide funding for the Fiscal Year 2020-2021
714,134,Resolution,True,,No location name/address matched,Adopted Resolution No. 2020-13
715,134,Resolution,False,,No location name/address matched,"Approve Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties"
716,134,Resolution,True,,No location name/address matched,"Motion to approve Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties. MEotion by: Seconded by: Councilmember Nick Batos Vice Mayor Katy Errington Approved Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties"
717,134,Contract Approval,False,Corkscrew Road,No location name/address matched,Approve the WCI/Lennar Transportation Impact Fee Credit Agreement between WCVLennar and the Village of Estero for the Pelican Colony Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council
718,134,Contract Approval,True,Corkscrew Road,No location name/address matched,Approved the WCI/Lennar Transportation Impact Fee Credit Agreement between WCI/Lennar and the Village ofEstero for the Pelican Colony Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero Council
720,134,Contract Approval,True,,No location name/address matched,"Approved the attached ""Inter-Local Agreement for Municipal Solid Waste Disposal, Solid Waste System Assessment and Supplemental Services"" with Lee County"
721,134,Ordinance,False,,No location name/address matched,"Pass first reading and set second reading for September 9, 2020 at 5:30 p.m"
722,134,Ordinance,True,,No location name/address matched,"Passed the first reading of Ordinance 2020-06 and set second reading for September 9, 2020 at 5:30 p.m"
723,134,Ordinance,True,,No location name/address matched,Approved Ordinance 2020-05 Adopting an Official Village Seal
724,134,Resolution,True,,No location name/address matched,Motion to adopt Resolution No. 2020-14
725,134,Resolution,True,,No location name/address matched,Approved Resolution No. 2020-14
727,136,Administrative,True,,No location name/address matched,Approved agenda
728,136,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
729,136,Contract Approval,True,,No location name/address matched,"Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agreement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads"
730,136,Vote,True,,No location name/address matched,Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village
731,137,Vote,True,,No location name/address matched,Authorized Vice Mayor Ribble to participate via telecommunications
732,137,Unknown,False,,No location name/address matched,Agenda item 6 (g) Clarification of the Parks and Recreation Liaison Role was added to the agenda
733,137,Vote,True,,No location name/address matched,Approved the agenda as revised
734,137,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
735,137,Resolution,True,Budget / Capital Improvement,No location name/address matched,Adopted Resolution No. 2017-20 adopting the Capital Improvement Program for fiscal year 2017-2018
736,137,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017-21
737,137,Resolution,True,,No location name/address matched,Resolution No. 2017-09 was continued
738,137,Vote,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Approved release ofRFQ 2017-01, which solicits proposals for the Village's first Land Development Code"
739,137,Contract Approval,True,,No location name/address matched,"Approved First Amendment agreement extending the expiration date of the Local Option Gas Taxes Interlocal Agreement with Lee County to August 31, 2019"
740,137,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2017-22 authorizing the waiving of competitive bidding procedures and authorizing the Village Manager to execute an agreement with The Valuation Advisory Group, Inc. for professional property record and valuation services as required to comply with Generally Accepted Village Council Meeting Final Action Agenda/Minutes - August 2, 20 I7 Page 7 of13 Accounting Principles (GAAP) and Governmental Accounting Standards Board (GASB) Statement No. 34"
742,137,Unknown,False,,No location name/address matched,Rebalance of liaison assignments will be scheduled for the next available meeting agenda
743,137,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2017-07 and scheduled for second reading
744,137,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2017-08 and scheduled for second reading
745,138,Consent Agenda,True,,No location name/address matched,"approved development orders and homeowner's association documents. He stated that this was not the stage to make changes. Vice Mayor Levitan stated that plat approvals may not need to come to the Council for formal approval and suggested that staff enter this on their list of items that Council ultimately may want to change and adopt Lee County's process; once plats went through legal and staff review, the Mayor would sign off. Mayor Batos said that for at least the time being, the plat approvals could have been put on the consent agenda. Brief discussion followed along with an inquiry regarding a sidewalk issue related to this plat"
746,138,Contract Approval,True,,No location name/address matched,"adopted by the Village""; page 2, item number 4, first sentence was revised to read ""The County is entitled to charge and collect an amount up to three percent of impact fees it collects in cash...""; page 3, item number 14, first sentence was revised to read ""The County will maintain all records of impact fees collected from permitting activities on development with the Village by reference to the fee payer's name and address and STRAP number."" Councilmember Errington inquired whether the Estero Park was considered a regional park or community park. Village Manager Lombardi responded ""regional park."" Regarding page 2, item 3 and page 3, item 15, Councilmember Wilson inquired whether the County would get all of the money and when would it be turned over to the Village. Mayor Batos responded that the County would get all of the money up until this point. Village Manager Lombardi responded that the Village would receive impact fees for roads, regional parks, and community parks. He noted that the first payment would be made five days after the execution of the Interlocal Agreement, retroactively from the first of the year. Mayor Batos added that the County would continue to collect and pay the Village until the Village took over the permitting process. Discussion followed regarding percentages of payments. Vice Mayor Levitan noted that the Village was required by State law to review justification for the impact fee levels. He noted that the County adopted a new report from Duncan Associates in February. He stated that, with the Interlocal Agreement ready for approval, the Village would need a similar adoption of the findings of the Duncan report update, the basis for the impact fee levels, which was the actual dollars per cost level for each different type of development. He indicated that a proposal for adoption would probably come before the Council in September. Mayor Batos asked that the Village Manager arrange to have this on an upcoming agenda. Mayor Batos called for"
747,139,Vote,True,,No location name/address matched,Approved the agenda as revised
748,139,Consent Agenda,True,,No location name/address matched,"Approved the Consent Agenda, revising the July 13, 2016 meeting minutes, correcting the word ""building"" to read ""buildings."""
749,139,Vote,True,,No location name/address matched,"Endorsed the revised Caloosahatchee Watershed Regional Water Management Issues White Paper, dated July 15, 2016, and authorized the Mayor to sign a letter indicating Council's endorsement"
750,139,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-23
751,139,Vote,True,,No location name/address matched,Approved the request for the Mayor to sign a letter of support for the Edward Byrne Memorial Justice Assistance Grant (JAG)
752,139,Contract Approval,True,,No location name/address matched,"Approved the agreement between the Village ofEstero and LaRue Planning & Management Services, Inc"
753,139,Contract Approval,True,,No location name/address matched,"Continued to next Council meeting. (h) Agreement between the Village ofEstero and Nancy Stroud of Lewis Stroud & Deutsch, PL Village Manager Sarkozy provided a brief explanation of the agreement. Vice Mayor Levitan noted that he had not found a better land use counsel than Ms. Stroud. Councilmember Ribble concurred. Village Attorney Saunders noted the following amendment to page 3, Section 11 - Compensation and Invoicing, 11.1: ""The hourly rate for Nancy Stroud is $225 per hour, except that travel time will be billed at one half the hourly rate."""
754,139,Contract Approval,True,Comprehensive Plan; Comprehensive Plan / Land Development Code,No location name/address matched,"Approved the agreement as amended, between the Village of Estero and Nancy Stroud of Lewis Stroud & Deutsch, PL, for continuing legal services related to land use matters, including legal assistance with the Comprehensive Plan"
756,139,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2016-10
757,140,Administrative,True,,No location name/address matched,Approved agenda
758,140,Resolution,True,,No location name/address matched,"Approved Resolution 2023-20 waiving the provision of SECTION 5, NUMBER 2"
759,141,Vote,True,,No location name/address matched,Approved the agenda as revised
760,141,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
761,141,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016-10 as amended
762,141,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-21
763,141,Contract Approval,False,,No location name/address matched,"Moved to Workshops: agenda item 7 (a)(6) (d) Traffic Study Consultant Agreement Community Development Director Gibbs provided an explanation of the study and noted the lengthy time frame due to the traffic counts being conducted during ""season"" beginning with March 2017. Questions or Comments by: Councilmembers Wilson, Boesch, Errington, Brown, Vice Mayor Levitan, and Mayor Batos. Discussion included making certain that efforts were not duplicated with Lee County's traffic study; concern regarding left turns out of gated communities; unease going forward with some of the language in the agreement and the need for the Village to prepare a boilerplate agreement; and addition of the Trailside Drive shortcut to the study"
764,141,Contract Approval,True,,No location name/address matched,"Continued to September 21, 2016 Council meeting. (e) Miscellaneous Professional Services (CN 2016-01) Consultants for Engineering Services Village Manager Sarkozy explained that the recommendation was to select all 14 consultants, which would provide flexibility. Questions or Comments by: Councilmembers Ribble, Wilson, and Vice Mayor Levitan. Village Council Meeting Final Action Agenda/Minutes - August 31, 2016 Page 4 of9 Discussion included confirming that the Village did not have a conflict of interest with any of the consultants; consideration of placing a temporary hold on firm number 1; and dollar amount threshold for Village Manager contract approval"
765,141,Contract Approval,True,,No location name/address matched,"(1) Concurred with the recommendation of the staff committee to select all 14 consulting firms that submitted proposals, for a contract period of two years commencing on August 31, 2016. (2) Authorized the Village Manager to execute agreements for individual projects as needed under $50,000 ( contracts in excess of $50,000 will require Village Council approval)"
768,142,Administrative,True,,No location name/address matched,"adopted the Lee County version; first reading/public hearing would be held at the September 16, 2015 Council meeting and the second reading would need to occur on September 23, 2015. He noted that the Special Magistrate ordinance first reading/public hearing would be held at the September 16, 2015 Council meeting, with second reading/hearing on September 23, 2015. Discussion followed regarding the process allowing for a regular meeting and workshop on September 23, 2015. Councilmember Errington requested to be excused for the October 9, 2015 Council workshop. The request was accepted. 13. ADJOURN A motion to adjourn was called and carried unanimously. Mayor Batos"
769,143,Vote,True,,No location name/address matched,"Authorized Vice Mayor Ribble, Councilmember Levitan, and Councilmember Wilson to participate via teleconference"
770,143,Resolution,True,,No location name/address matched,Adopted Resolution No. 2017-26
771,143,Contract Approval,True,,No location name/address matched,"Approved Disaster Recovery Services RFB 2017-03 award to CrowderGulf, LLC, and authorized the Village Manager to decide the standardized contract for that purpose"
772,143,Contract Approval,True,,No location name/address matched,"Approved Disaster Debris Monitoring RFB 2017-02 award to Rostan Solutions, LLC and authorized the Village Manager to decide the standardized contract for that purpose"
774,143,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement with San Carlos Park Fire Protection & Rescue Services District for fire services
775,144,Vote,True,,No location name/address matched,Approved the agenda
776,144,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-26
777,144,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-27
778,144,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2016-11
779,144,Ordinance,True,,No location name/address matched,Passed first reading of Ordinance No. 2016-12
780,144,Contract Approval,True,,No location name/address matched,"Approved the Interlocal Agreement for Municipal Solid Waste Collection, Customer Services, Billing, and Disposal"
781,144,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement for a Disposal Facilities Assessment
782,144,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement for Distribution of Local Option Gas Taxes
783,144,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement for Providing Municipal Services
784,145,Resolution,True,,No location name/address matched,Approved Resolution 2023-16
785,145,Resolution,True,,No location name/address matched,Approved Resolution 2023-17
786,145,Administrative,True,,No location name/address matched,Approved agenda
787,145,Consent Agenda,True,,No location name/address matched,Approved consent agenda
788,145,Resolution,True,,No location name/address matched,Approved Resolution 2023-21
789,145,Resolution,True,,No location name/address matched,Approved Resolution 2023-22
791,145,Resolution,True,,No location name/address matched,Approved Resolution 2023-19
795,146,Resolution,True,,No location name/address matched,Approved Resolution No. 2022-23
796,146,Resolution,True,,No location name/address matched,Approved Resolution No. 2022-24
797,146,Administrative,True,,No location name/address matched,Approved agenda
798,146,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
799,146,Resolution,True,,No location name/address matched,Adopted Resolution No. 2022-25
801,146,Contract Approval,True,,No location name/address matched,"Approved the Seminole Gulf Railway license agreement and approve payment of $131,400 in fees to Seminole Gulf Railway to secure the license agreement and authorize the Village Manager to execute the agreement on behalf of the"
803,146,Contract Approval,True,,No location name/address matched,"Approved First Amendment to Master Interlocal Agreement Regarding Distribution Formula for Allocation of Revenue from Local Option Fuel Tax among Lee County, City of Bonita Springs, City of Cape Coral, City of Fort Myers, City of Sanibel, Town of Fort Myers Beach and the Village of Estero"
804,147,Vote,True,,No location name/address matched,Approved the Agenda
805,147,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
806,147,Resolution,True,,No location name/address matched,Adopted Resolution No. 2020-15
808,147,Ordinance,True,,No location name/address matched,Adopted Ordinance 2020-06
811,147,Resolution,True,,No location name/address matched,Adopted Resolution No. 2020-17
812,147,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2020-18, waived the competitive bidding procedure and approve the award of the lowest of three bids received electronically to Custom Earth Promos at a cost of $55,598.00"
813,148,Administrative,True,,No location name/address matched,Motion to permit Councilmember Ward to participate remotely in Zoom Presentation
814,148,Administrative,True,,No location name/address matched,Approved agenda
815,148,Consent Agenda,True,,No location name/address matched,Approved the consent agenda
816,148,Vote,True,,No location name/address matched,Approved the Development Order with the additional modifications shown on the attached plan
817,148,Contract Approval,True,,No location name/address matched,"Approved Supplemental Task Authorization (STA)-2 under RFQ 2019-03 Miscellaneous Contractor Services to Pavement Maintenance, LLC for the engagement of a Contractor to acquire and install bus benches at four (4) locations (Pine Tree Lane, Sherrill Lane, Leuttich Lane, and Poinciana Avenue) along BroadwayAvenue West at a total cost of $60,008.22, approve a contingency fund amount of $6,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council"
821,148,Contract Approval,True,,No location name/address matched,"Authorized the rejection of all of the proposals received under RFP 2021-01 and authorize the Village Manager and staff to negotiate contracts with the two lobbying firms it believes can collectively best represent the Village's interests: Ronald L. Book, P.A. and JEJ & Associates, Inc"
822,148,Resolution,True,,No location name/address matched,Approved Resolution No. 2021-17
823,148,Resolution,True,,No location name/address matched,Approved Resolution No. 2021-18
824,149,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-14
825,149,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-15
826,149,Administrative,True,,No location name/address matched,Approved agenda
827,149,Consent Agenda,True,,No location name/address matched,Approved consent agenda
828,149,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-13 and following adoption Motion to appoint the ASC members
829,149,Contract Approval,True,,No location name/address matched,Approved Agreement for Tourist Development Tax Funding FY 2025-2026
830,149,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-16
831,149,Contract Approval,True,,No location name/address matched,Approved agreement between Village of Estero and the Estero Forever Foundation for Happehatchee Complex property management activities
832,149,Vote,True,,No location name/address matched,Approved the renewal of Forerunner floodplain management software for a period of two years 10/1/2025 through 9/30/2027
833,149,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-21
834,149,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2025-09
835,150,Resolution,True,,No location name/address matched,Adopted Resolution No. 2024-16
836,150,Resolution,True,,No location name/address matched,Adopted Resolution No. 2024-17
837,150,Administrative,True,,No location name/address matched,Approved agenda
838,150,Consent Agenda,True,,No location name/address matched,Approved consent agenda
839,150,Ordinance,True,,No location name/address matched,Continued to second reading for future date to be determined by staff
840,150,Contract Approval,True,,No location name/address matched,Authorized the Village Manager to negotiate a fair and reasonable Agreement with the top ranked firm
841,150,Contract Approval,True,,No location name/address matched,Approved the Interlocal Agreement Between the Village of Estero and Lee County Utilities (LCU) for Relocation and/or Replacement of LCU Infrastructure Cost Reimbursement and authorize the Village Manager to sign the Interlocal Agreement for the Village and submit it to Lee County for final approval and recording
842,150,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2024-10
843,153,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-18
844,153,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-19
845,153,Administrative,True,,No location name/address matched,Approved agenda
846,153,Consent Agenda,True,,No location name/address matched,Approved consent agenda
847,153,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-20
848,153,Resolution,True,,No location name/address matched,Adopted Resolution No. 2025-22
849,153,Vote,True,,No location name/address matched,"Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering"
850,153,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2025-10 and set second reading for October 1, 2025"
851,154,Resolution,True,,No location name/address matched,Adopted Resolution No. 2024-18 with the Mill rate 0.7300
852,154,Vote,True,,No location name/address matched,Approved a Premier Membership of $649 to the Estero Chamber of Commerce
853,154,Resolution,True,,No location name/address matched,Adopted Resolution No. 2024-19
854,154,Administrative,True,,No location name/address matched,Approved agenda
855,154,Consent Agenda,True,,No location name/address matched,Approved consent agenda
856,154,Ordinance,True,,No location name/address matched,"Passed first reading and schedule second reading for October 2, 2024"
857,155,Vote,True,,No location name/address matched,Authorized Councilmember Levitan to attend the upcoming Board of Lee County Commissioners meeting and provide verbal input regarding development in the DRGR
858,155,Vote,True,,No location name/address matched,Approved the agenda with the addition of Council Liaison Assignments as agenda item 5 (f)
859,155,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
860,155,Vote,True,,No location name/address matched,"Approved placement of full-page articles in Estero Life Magazine, beginning with the October 1, 2017 issue through September 30, 2018"
861,155,Vote,True,,No location name/address matched,"Approved the content of the bid package and authorized the advertisement for competitive solicitation ofRFB 2017-05 Mowing for Village ofEstero Roadways, Step One - Qualifications and Step Two - Pricing"
862,155,Vote,True,,No location name/address matched,Approved the content of the bid package and authorized the advertisement for competitive solicitation ofRFB 2017-07 for Miscellaneous R.O.W. Work for the Village of Estero Right-of-Ways
864,155,Unknown,False,,No location name/address matched,Tabled until the next meeting. 6
865,156,Vote,True,,No location name/address matched,Approved the agenda
866,156,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
867,156,Resolution,True,,No location name/address matched,"Adopted Resolution No. 2016-28, as amended"
868,156,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-29
869,156,Ordinance,True,,No location name/address matched,Adopted Ordinance No. 2016-11
870,156,Ordinance,True,,No location name/address matched,"Adopted Ordinance No. 2016-12, as amended"
871,156,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-24
872,156,Vote,True,,No location name/address matched,"Authorized the Mayor to sign letters to Congressman Curt Clawson and Senator Bill Nelson, supporting key pieces oflegislation"
873,156,Resolution,True,,No location name/address matched,Adopted Resolution No. 2016-25
874,157,Administrative,True,,No location name/address matched,Approved agenda
875,157,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
876,157,Resolution,True,,No location name/address matched,Adopted Resolution No. 2022-22
877,157,Resolution,True,,No location name/address matched,Adopted Resolution No. 2022-29
878,157,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2022-09 and set second reading and public hearing for October 5, 2022"
879,157,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2022-10 and set second reading and public hearing for October 5, 2022"
880,157,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2022-11 and set second reading and public hearing for October 5, 2022"
881,157,Ordinance,True,,No location name/address matched,"Passed first reading of Ordinance No. 2022-12 and set second reading and public hearing for October 5, 2022"
882,157,Resolution,True,,No location name/address matched,Approved Resolution No. 2022-27 with the Mill rate .75
883,157,Resolution,True,,No location name/address matched,Approved Resolution No. 2022-28
884,157,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2022-06
885,157,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2022-07
886,157,Ordinance,True,,No location name/address matched,Approved Ordinance No. 2022-08
887,158,Administrative,True,,No location name/address matched,Motion to permit Councilmember Ward to participate remotely in Zoom Presentation
888,158,Administrative,True,,No location name/address matched,Approved agenda with the correction of the typo in 8a
889,158,Consent Agenda,True,,No location name/address matched,Approved the Consent Agenda
890,158,Contract Approval,True,,No location name/address matched,"Approved the contracts with Ronald L. Book, P.A. (annual cost: $35,000) and JEJ & Associates, Inc. (annual cost: $36,000) to provide professional State Legislative and Executive Branch Lobbying Services for a one-year period. Grant the Village Manager the authority to renegotiate and execute the renewal of these contracts for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contracts on behalf of the Village of Estero Council"
891,158,Vote,True,,No location name/address matched,"Authorized staff through the Village Manager to dispose of, or donate, the inoperable computers that remain in Village possession. Grant the Village Manager the authority to execute any ancillary documents related to the responsible disposal of computer equipment on behalf of the Village of Estero Council"
892,158,Contract Approval,True,,No location name/address matched,"Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA with Tetra Tech, Inc. and any other related ancillary documents on behalf of the Village Council"
893,158,Contract Approval,True,Budget / Capital Improvement,No location name/address matched,"Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-72 with DRMP, Inc. to provide Construction Plan and Permitting services for Village of Estero monument signs under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $59,960.00, approve a contingency fund amount of $6,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, adding two additional signs with the additional budget to be determined, and authorize the Village Manager to execute the STA with DRMP, Inc. and any other related ancillary documents on behalf of the Village Council"
895,158,Contract Approval,True,,No location name/address matched,"Approved award of Supplemental Task Authorization 09 to Contract EC 2020-32 to Johnson Engineering to provide water monitoring services for The Village of Estero for $83,780, approve a 10% contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council"
896,158,Ordinance,True,,No location name/address matched,"Passed the First Reading and scheduled Second Reading for October 20, 2021"
897,158,Resolution,True,,No location name/address matched,Approved Resolution No. 2021-21 with the Mill rate of 0.77
898,158,Resolution,True,,No location name/address matched,Approved Resolution No. 2021-22
899,159,Resolution,True,,No location name/address matched,Approved Resolution No. 2023-23 with the Mill rate 0.7400
900,159,Resolution,True,,No location name/address matched,Approved Resolution No. 2023-24
901,159,Administrative,True,,No location name/address matched,Approved agenda
902,159,Consent Agenda,True,,No location name/address matched,Approved consent agenda
903,159,Vote,True,,No location name/address matched,"Approved Council appropriation up to $10,000 for 2023 Veteran Day event"
