meeting_id,project_id,type_id,meeting_date,meeting_year,location,start_time,end_time,action_taken,status,approved_by_council_date,doc_ref_code,filename,notes,location_id
51,1,1,2025-05-21,2025,Village of Estero Council Chambers,9:30 AM,12:36 PM,"Approved send ing notification letter and affidavit signed by Mayor to Florida Department of Commerce . | Approved the award of Contract 25035 with LandDesign, Inc. to prepare the Village of Estero Eco -Historic planning study for $430,000, approve a $43,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved the award of landscaping, mowing and irrigation services for Village roadways for P & T Lawn & Tractor, for an amount not to exceed $2,896,517.52 annually, approve a $200,000 Contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the purchase order and other additional implementing documents on behalf of the Village of Estero | Approved awards of landscaping, mowing and irrigation services for Village roadways for Mainscape, Inc., in an amount not to exceed $1,432,600 annually, and to P & T Lawn & Tractor, for an amount not to exceed $581,107 annually. Vote : (Roll Call) Aye: | Approved GMP Addendum 2 for contract EC 2024 - 12 CMAR for Wright Construction to complete the site work and utility installation for the Estero Entertainment Campus for $ 9,536,910 and authorize the Village Manager to sign the contract and other additional implementation documents within the scope of the GMP addendum on behalf of the Village of Estero",Accepted,,td/CS,05072025.pdf,,
52,1,1,2015-05-08,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,05082015 minutes.pdf,,
53,1,1,2017-05-15,2017,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,051517 Council Meeting Approved Minutes.pdf,,
54,1,1,2015-05-15,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,05152015 minutes.pdf,,
55,1,1,2024-06-05,2024,Village of Estero Council Chambers,9:30 AM,12:17 PM,"Approved Resolution No. 2024-05. Vote : (Roll Call) Aye: | Approved the Village Manager to execute the High- 5 | Approved that Wright Construction Group is granted a Notice to Proceed on their phase 1 construction costs based on GMP#1. | Passed First Reading of Ordinance No. 2024-06 and set second reading for June 5, 2024.",Accepted,,td/CS,05152024 minutes.pdf,,
56,1,1,2017-05-17,2017,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,051717 Council Meeting Approved Minutes.pdf,,
57,1,1,2023-06-07,2023,Village of Estero Council Chambers,9:30 AM,,Passed second reading of Ordinance No. 2023-05. Village,Accepted,,td/CS,05172023  minutes.pdf,,
58,1,1,2016-06-01,2016,Village of Estero Council Chambers,9:30 AM,,"Adopted Ordinance No. 2016-05, amending the Commercial Planned Development Zoning Resolution No. Z-09-037, Section 2.B, as revised by including a statement that this approval is unique to this particular petition and is not to be considered a precedent in other matters. | Approved first reading of Ordinance No. 2016-06 and advanced to second reading and | Adopted Resolution No. 2016-10 establishing a Village Credit Card Account with SunTrust. | Awarded RFP 2016-01 -Village Traffic Study to Kimley-Horn and authorized the Village Manager, with the assistance of | Approved the letter of support to be sent to Office of Environmental Services Division of State Lands, Department of Environmental Protection as revised with the language suggested by Mayor Batos. | No one on the",Accepted,,,051816 Council Meeting Approved Minutes.pdf,,
59,1,1,2022-05-18,2022,Village of Estero Council Chambers,9:30 AM,,Meeting Cancelled,Cancelled,,,05182022 minutes.pdf,,
60,1,1,2021-05-19,2021,Village of Estero Council Chambers,9:30 AM,11:44 AM,Approved the final plat.,Accepted,,td/CS,05192021 minutes.pdf,,
61,1,1,2015-05-20,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,052015 Regular Meeting Minutes.pdf,,
62,1,1,2016-05-24,2016,Village of Estero Council Chambers,5:30 PM,7:32 PM,No action found,Accepted,,,052416 Council Workshop Meeting Approved Minutes.pdf,,
63,1,1,2021-05-26,2021,Village of Estero Council Chambers,9:30 AM,11:55 AM,Approved to permit | Approved the first reading of the ordinance and to transmit the Comprehensive Plan Amendment request to the State reviewing agencies with,Accepted,,td/CS,05262021 minutes.pdf,,
64,1,1,2016-08-17,2016,Village of Estero Council Chambers,9:31 AM,10:50 AM,Approved Ordinance No. 2016-06. | Approved Ordinance No. 2016-06. | Approved first reading of Ordinance No. 2016-07 and advanced to second reading and | Adopted Resolution No. 2016-11. | Adopted Resolution No. 2016-12. | Adopted Resolution No. 2016-13.,Accepted,,,060116 Council Meeting Approved Minutes.pdf,,
65,1,1,2022-06-01,2022,Village of Estero Council Chambers,9:30 AM,,"Approved a Joint Resolution with Lee County for participation in CDBG and related Programs, authorize Mayor to sign and forward to Lee County. | Approved t erminat ion as of June 1, 2022, CN 2020-01 Miscellaneous Professional Services to allow for the immediate use of the firms approved under CN 2022-06. | Approved the recommendation of t he evaluation committee to select all 36 consulting firms that submitted Letters of Interest under CN 2022-06, for a contract period of three (3) years (with the option at | Authorized the Village Manager to execute agreements for individual pr ojects as needed at or below $50,000 (contracts in excess of $50,000 will require Village | Passed Ordinance 2022-03.",Accepted,,td/CS,06012022 minutes.pdf,,
130,1,1,2024-12-18,2024,Village of Estero Council Chambers,9:30 AM,11:19 AM,Approved the final Sports Park Master Plan . | Approved m otion to accept the Standard & Poor's General Obligation Bond Rating for the Village of Estero.,Accepted,,td/CS,12042024 minutes.pdf,,
134,1,1,2023-12-13,2023,Village of Estero Council Chambers,9:30 AM,,"Affirm ed the decision of the Planning Zoning & Design Board to issue the development order , including the conditions that have been set fo rth therein.",Accepted,,td/CS,12132023 minutes.pdf,,
135,1,1,2015-12-16,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,121615 Regular Meeting Approved Minutes.pdf,,
66,1,1,2021-06-16,2021,Village of Estero Council Chambers,9:30 AM,11:26 AM,"Approved award of Supplemental Task Authorization (STA) - 04 Contract EC 2020-42 to Bruce Howard & Associates under the Village's Misc. Service Contract CN 2020-01 in the amount of $60,000, approve award of Supplement al Task Authorization (STA) - 03 Contract EC 2020-67 to RWA Engineering under the Village's Misc. Service Contract CN 2020 -01 in the amount of $11,700, approve a contingency fund amount of $7,200 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the Supplemental Task Authorization and any other related ancillary documents on behalf of the Village of Estero | Approved the selection of Provion Inc. as the consultant of record under Request for Information No. RFI 2020-02 Community Development Software Consultant and authorize the Village Manager to negotiate and execute a contract on behalf of the Village of Estero | Approved the | A uthorize d the | P assed first reading of Ordinance 2021 -04 and set second reading for June 16, 2021. | P assed first reading of Ordinance 2021 -08 and set second reading for June 16, 2021.",Accepted,,td/CS,06022021 minutes.pdf,,
67,1,1,2015-06-03,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,060315 Regular Meeting Approved Minutes.pdf,,
68,1,1,2025-06-18,2025,Village of Estero Council Chambers,9:30 AM,7:10 PM,"Passed first reading of Ordinance No. 2025-05 and set second reading for June 18, 2025. | Passed first reading of Ordinance No. 2025-04 and set second reading for July 2, 2025. | Passed first reading of Ordinance No. 2025-06 and Set | Passed first reading of Ordinance No. 2025-08 and Set | Approved continuance to July 2 , 2025 for Condition 10 only.",Accepted,,td/CS,06042025.pdf,,
69,1,1,2024-06-19,2024,Village of Estero Council Chambers,9:30 AM,11:35 AM,"Approved the ranking of construction management firms for RFP 2024-04 as 1- Wright Construction and a uthorize Village | Approved the ranking of construction management firms for RFP 2024-02 as recommended by the Village of Estero's selection committee. 1-Manhattan Construction, 2- Wright Construction, 3- Chris Tel Construction, 4- Seagate Development Group, 5 Brooks & Freund, and authorize Village | Approved the ranking of construction management firms for RFP 2024-03 as recommended by the Village's selection committee. 1 - Wright Construction, 2 - AIM Construction, 3 - Chris Tel Construction, 4 - American Infrastructure Services, and authorize Village | Passed first reading and schedule second reading for June 19, 2024. | Passed Second Reading of Ordinance No. 2024-06.",Accepted,,td/CS,06052024 minutes.pdf,,
70,1,1,2023-06-21,2023,Village of Estero Council Chambers,9:30 AM,11:24 AM,Approved Village | Approved Supplemental | Passed First Reading of Ordinance 2023 -04 and set | M oved Capital Improvement Hearing and Resolution 2023-11 on to second,Accepted,,td/CS,06072023  minutes.pdf,,
71,1,1,2022-06-15,2022,Village of Estero Council Chambers,9:30 AM,1:46 PM,"Approved the contract with N. Harris Computer Corporation to provide ""CityView"" software for Community Development for an estimated cost of $397,379, approve a contingency fund amount of $49,153 (an amount equal to 15% of the total project cost minus annual fees) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract including revisions resulting from fi nal negotiations and related documents including annual renewal (maintenance) fee on behalf of the | Approved Resolution No. 2022-11. | Approved Resolution No. 2022-17. Village | Passed first reading of Ordinance No. 2022-04 and set second reading for July 6, 2022. | P assed Ordinance No. 2022-02.",Accepted,,td/CS,06152022 minutes.pdf,,
72,1,1,2015-06-17,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,061715 Regular Meeting Approved Minutes.pdf,,
73,3,1,2023-06-21,2023,Village of Estero Council Chambers,9:30 AM,12:40 PM,"Approved STA 02 to Contract EC 2022-29 with Weston & Sampson to design and permit the extension of utilities to Cypress Park Circle for $311,650, approve a $31,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Village | Approved award of Request for Bi ds No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of t he total project cost) to cover unforeseen circumstances which may occur , and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero | Approved award Contract EC 2021-04 Amendment 5 to replace p lant materials along Estero Parkway and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of E stero | Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing docume nts within the scope of the contr act amendment on behalf of the Village of Estero | Approved the software as a service agreement (SaaS) for Munis ERP software between the Village of Estero and Tyler Technologies, Inc. and authorized the Vi llage Manager to execute the contract documents on behalf of the Village of Estero | Approved STA 01 to Contract EC 2022-33 with RWA Engineering to design and permit the Estero Entertainment District for $4 85,045, subject to the consultant's acceptance of a revised Exhibit ""C"" (Project Schedule) to meet the time constrain ts of the Village, to au thorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero",Accepted,,td/CS,06212023  minutes.pdf,,
74,1,1,2015-06-24,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,062415 Workshop Approved Minutes.pdf,,
75,1,1,2015-06-26,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,062615 Special Meeting Approved Minutes.pdf,,
76,1,1,2015-07-01,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,070115 Regular Meeting Approved Minutes.pdf,,
77,1,1,2025-07-02,2025,Village of Estero Council Chambers,9:30 AM,10:50 AM,Adopted Resolution No. 2025-10. | Adopted Resolution No. 2025-11. | Passed first reading of Ordinance No. 2025-07 and set second reading and,Accepted,,td/CS,07022025.pdf,,
78,1,1,2024-09-11,2024,Village of Estero Council Chambers,9:30 AM,12:08 PM,"Adopted Resolution No. 2024-12. Vote : (Roll Call) Aye: | Adopted Resolution No. 2024-13. | Adopted Resolution No. 2024-15. Village | Approved award of Invitation to Bid 100124, Disaster Debris Monitoring Services for the Village of Estero to the apparent low bidder, Disaster Program Operations, Inc. to provide on- call disaster debris monitoring services as provided in the contract for a one -year period, at the rates submitted on their bid, authorize the Village Manager to execute contract documents on behalf of the Village of Estero | Approved award of Invitation to Bid 100224, Disaster Recovery Services for the Village of Estero to CrowderGulf Joint Venture, Inc. to provide on-call disaster recovery services as provided in the solicitation. Authorize the Village Manager to execute a contract document on behalf of the Village of Estero | Approved EC Task Order in the amount of $188,921 for Hagerty Consulting, Inc. to assist the Village of Estero in CDBG -DR Recovery and Resiliency Planning Program Grant Management Support.",Accepted,,td/CS,07032024 minutes.pdf,,
136,1,1,2026-01-21,2026,Village of Estero Council Chambers,9:30 AM,,Meeting Cancelled,Cancelled,,,12172025.pdf,,
137,1,1,2019-01-09,2019,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,2019-01-09 Council Meeting Approved Minutes.pdf,,
138,1,1,2019-01-23,2019,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,2019-01-23 Council Meeting Approved Minutes.pdf,,
139,1,1,2019-01-30,2019,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,2019-01-30 Council Meeting Approved Minutes.pdf,,
79,1,1,2023-07-05,2023,Village of Estero Council Chambers,9:30 AM,3:16 PM,"Adopted Resoluti on No. 2023-12. | Approved award of Suppleme ntal Task Authorization 06 to Contract EC 2022-38 to Johnson Engineering to provide water monitoring services for The Village of Estero for $146,340, approve a $14,600 contingency for additional services that may be required to complete the project and authorize the Village Manager to sign the STA and other additional impleme nting documents within the scope of the STA on behalf of the Village of Estero | App roved of RFB 2023-07, Sandy Lane Path Prefabricated Bridge to Contech Engine ered Solutions, LLC to provide the bridge as provided in the contract, at a grand total cost of $239,500, approve a contingency fund amount of $23,950 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero | Approved the STA 1 to Contract 2022-32 with Tetra Tech, Inc. for the preparation of an engineering assessment of the existing roads and sidewalks maintained by the Village of Estero for $256,060, approve a $25,600 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents wi thin the scope of the STA on behalf of the Village of Estero | Approv ed the Seminole Gulf Railway license agreement and approve payment of $55,233.34 to Seminole Gulf Railway to secure the license agreement and authorize the Village Manager to execute the agreement on behalf of the Vi llage | Adopted Resolution No. 2023-14.",Accepted,,td/CS,07052023  minutes.pdf,,
80,1,1,2022-07-06,2022,Village of Estero Council Chambers,9:30 AM,12:55 PM,"Approved Comprehensive Annual Financial Report | Adopted Resolution No. 2022-20. | Adopted Resolution No. 2022-18. | Passed first reading of Ordinance No. 2022-05 with the map 2A-1 and set second reading for July 20, 2022. | Approved m otion to transmit Comprehensive Plan Amendment and Ordinance No. 2022-06 to state review agency. | Passed Ordinance No. 2022-07 on the first reading.",Accepted,,td/CS,07062022 minutes.pdf,,
81,1,1,2021-07-07,2021,Village of Estero Council Chambers,9:30 AM,11:25 AM,"M otion to permit | Approved Comprehensive Annual Financial Report. | A uthori zed the Village Manager to execute the attached three letters of engagement, or similarly priced alternatives, and other invoices related to these services. Village | Approved the lien mitigation request f rom Ms. Hernandez releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $5,000.00 and $327.20 for administrative cost. | P assed first reading of Ordinance 2021 -09 and set second readi ng for July 21, 2021.",Accepted,,td/CS,07072021 minute.pdf,,
82,1,1,2015-07-10,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,071015 Workshop Approved Minutes.pdf,,
83,1,1,2015-07-15,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,071515 Regular Meeting Approved Minutes.pdf,,
84,1,1,2022-09-08,2022,Village of Estero Council Chambers,9:30 AM,10:49 AM,"Adopted Resolution No. 2022-21. | Adopted Resolution No. 2022-19. | P assed second reading of Ordinance No. 2022-05 with Map 2A-1 and ordinance shall take effect immediately upon adoption, for implementation for the next regular Village",Accepted,,td/CS,07202022 minutes.pdf,,
85,1,1,2015-07-22,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,072215 Workshop Approved Minutes.pdf,,
86,3,1,2016-06-08,2016,Village of Estero Council Chambers,9:30 AM,12:12pm,"Review proposed Budget for Fiscal Year 2020-2021 Financial Impact: The proposed budget will provide funding for the Fiscal Year 2020-2021 | Adopted Resolution No. 2020-13 | Approve Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties. | Approve the WCI/Lennar Transportation Impact Fee Credit Agreement between WCVLennar and the Village of Estero for the Pelican Colony Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero | Approved the WCI/Lennar Transportation Impact Fee Credit Agreement between WCI/Lennar and the Village ofEstero for the Pelican Colony Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero | Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero",Accepted,,td/SS,07222020 Council Meeting Minutes.pdf,,
87,2,1,2023-07-26,2023,Village of Estero Council Chambers,9:30 AM,9:47 AM,"Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agre ement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads. | Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village.",Accepted,,td/CS,07262023 minutes.pdf,,
88,1,1,2015-08-10,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,081015 Regular Meeting Approved Minutes.pdf,,
89,1,1,2016-08-31,2016,Village of Estero Council Chambers,9:30 AM,11:55 AM,"Endorsed the revised Caloosahatchee Watershed Regional Water Management Issues White Paper, dated July 15, 2016, and authorized the Mayor to sign a letter indicating | Adopted Resolution No. 2016-23. | Approved the request for the Mayor to sign a letter of support for the Edward Byrne Memorial Justice Assistance Grant (JAG) | Approved the agreement between the Village ofEstero and LaRue Planning & Management Services, Inc. | Continued to next | Approved the agreement as amended, between the Village of Estero and Nancy Stroud of Lewis Stroud & Deutsch, PL, for continuing legal services related to land use matters, including legal assistance with the Comprehensive Plan",Accepted,,,081716 Council Meeting Approved Minutes.pdf,,
90,1,1,2023-09-07,2023,Village of Estero Council Chambers,9:30 AM,,"Approved Resolution 2023-20 waiving the provision of SECTION 5, NUMBER 2 .",Accepted,,td/CS,08292023 minutes.pdf,,
91,1,1,2015-09-03,2015,Village of Estero Council Chambers,9:30 AM,,No action found,Accepted,,,090315 Regular Meeting Approved Minutes.pdf,,
158,4,2,2026-01-13,2026,Village of Estero Council Chambers,,,,Accepted,,,01132026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
159,4,2,2026-02-10,2026,Village of Estero Council Chambers,,,,Accepted,,,02102026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
160,4,2,2026-03-10,2026,Village of Estero Council Chambers,,,,Accepted,,,03102026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
161,4,2,2026-04-14,2026,Village of Estero Council Chambers,,,,Accepted,,,04142026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
162,4,2,2026-05-12,2026,Village of Estero Council Chambers,,,,Accepted,,,05122026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
163,4,2,2026-06-09,2026,Village of Estero Council Chambers,,,,Accepted,,,06092026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
164,4,2,2026-07-14,2026,Village of Estero Council Chambers,,,,Accepted,,,07142026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
165,4,2,2026-08-11,2026,Village of Estero Council Chambers,,,,Accepted,,,08112026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
166,4,2,2026-09-08,2026,Village of Estero Council Chambers,,,,Accepted,,,09082026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
167,4,2,2026-10-13,2026,Village of Estero Council Chambers,,,,Accepted,,,10132026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
168,4,2,2026-11-10,2026,Village of Estero Council Chambers,,,,Accepted,,,11102026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
169,4,2,2026-12-08,2026,Village of Estero Council Chambers,,,,Accepted,,,12082026 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
170,4,2,2025-01-14,2025,Village of Estero Council Chambers,,,,Accepted,,,01142025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
171,4,2,2025-02-11,2025,Village of Estero Council Chambers,,,,Accepted,,,02112025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
172,4,2,2025-03-11,2025,Village of Estero Council Chambers,,,,Accepted,,,03112025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
173,4,2,2025-04-08,2025,Village of Estero Council Chambers,,,,Accepted,,,04082025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
174,4,2,2025-05-13,2025,Village of Estero Council Chambers,,,,Accepted,,,05132025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
175,4,2,2025-06-10,2025,Village of Estero Council Chambers,,,,Accepted,,,06102025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
176,4,2,2025-07-08,2025,Village of Estero Council Chambers,,,,Accepted,,,07082025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
177,4,2,2025-08-12,2025,Village of Estero Council Chambers,,,,Accepted,,,08122025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
178,4,2,2025-09-09,2025,Village of Estero Council Chambers,,,,Accepted,,,09092025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
179,4,2,2025-10-14,2025,Village of Estero Council Chambers,,,,Accepted,,,10142025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
180,4,2,2025-11-18,2025,Village of Estero Council Chambers,,,,Accepted,,,11182025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
181,4,2,2025-12-09,2025,Village of Estero Council Chambers,,,,Accepted,,,12092025 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
182,4,2,2024-01-09,2024,Village of Estero Council Chambers,,,,Accepted,,,01092024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
183,4,2,2024-02-13,2024,Village of Estero Council Chambers,,,,Accepted,,,02132024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
184,4,2,2024-03-12,2024,Village of Estero Council Chambers,,,,Accepted,,,03122024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
185,4,2,2024-04-09,2024,Village of Estero Council Chambers,,,,Accepted,,,04092024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
186,4,2,2024-05-14,2024,Village of Estero Council Chambers,,,,Accepted,,,05142024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
187,4,2,2024-06-11,2024,Village of Estero Council Chambers,,,,Accepted,,,06112024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
188,4,2,2024-07-09,2024,Village of Estero Council Chambers,,,,Accepted,,,07092024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
189,4,2,2024-08-13,2024,Village of Estero Council Chambers,,,,Accepted,,,08132024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
190,4,2,2024-09-10,2024,Village of Estero Council Chambers,,,,Accepted,,,09102024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
191,4,2,2024-10-08,2024,Village of Estero Council Chambers,,,,Accepted,,,10082024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
192,4,2,2024-10-29,2024,Village of Estero Council Chambers,,,,Accepted,,,10292024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
193,4,2,2024-11-12,2024,Village of Estero Council Chambers,,,,Accepted,,,11122024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
194,4,2,2024-12-10,2024,Village of Estero Council Chambers,,,,Accepted,,,12102024 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
195,4,2,2023-01-11,2023,Village of Estero Council Chambers,,,,Accepted,,,01112023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
196,4,2,2023-02-21,2023,Village of Estero Council Chambers,,,,Accepted,,,02212023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
197,4,2,2023-03-14,2023,Village of Estero Council Chambers,,,,Accepted,,,03142023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
198,4,2,2023-04-11,2023,Village of Estero Council Chambers,,,,Accepted,,,04112023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
199,4,2,2023-05-09,2023,Village of Estero Council Chambers,,,,Accepted,,,05092023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
200,4,2,2023-06-13,2023,Village of Estero Council Chambers,,,,Accepted,,,06132023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
201,4,2,2023-07-11,2023,Village of Estero Council Chambers,,,,Accepted,,,07112023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
202,4,2,2023-07-25,2023,Village of Estero Council Chambers,,,,Accepted,,,07252023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
203,4,2,2023-08-08,2023,Village of Estero Council Chambers,,,,Accepted,,,08082023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
204,4,2,2023-08-22,2023,Village of Estero Council Chambers,,,,Accepted,,,08222023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
205,4,2,2023-09-12,2023,Village of Estero Council Chambers,,,,Accepted,,,09122023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
206,4,2,2023-10-10,2023,Village of Estero Council Chambers,,,,Accepted,,,10102023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
207,4,2,2023-11-14,2023,Village of Estero Council Chambers,,,,Accepted,,,11142023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
208,4,2,2023-12-12,2023,Village of Estero Council Chambers,,,,Accepted,,,12122023   PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
209,4,2,2022-01-11,2022,Village of Estero Council Chambers,,,,Accepted,,,01112022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
210,4,2,2022-02-08,2022,Village of Estero Council Chambers,,,,Accepted,,,02082022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
211,4,2,2022-03-08,2022,Village of Estero Council Chambers,,,,Accepted,,,03082022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
212,4,2,2022-04-12,2022,Village of Estero Council Chambers,,,,Accepted,,,04122022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
213,4,2,2022-05-10,2022,Village of Estero Council Chambers,,,,Accepted,,,05102022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
214,4,2,2022-06-14,2022,Village of Estero Council Chambers,,,,Accepted,,,06142022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
215,4,2,2022-07-12,2022,Village of Estero Council Chambers,,,,Accepted,,,07122022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
216,4,2,2022-08-09,2022,Village of Estero Council Chambers,,,,Accepted,,,08092022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
217,4,2,2022-09-13,2022,Village of Estero Council Chambers,,,,Accepted,,,09132022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
218,4,2,2022-09-27,2022,Village of Estero Council Chambers,,,,Accepted,,,09272022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
219,4,2,2022-10-11,2022,Village of Estero Council Chambers,,,,Accepted,,,10112022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
220,4,2,2022-10-25,2022,Village of Estero Council Chambers,,,,Accepted,,,10252022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
221,4,2,2022-11-08,2022,Village of Estero Council Chambers,,,,Accepted,,,11082022 PZDB Minutes.pdf,Derived from document feed (no bronze meetings row).,6
