ActionId,MeetingId,MeetingDate,ProjectName,MeetingType,Sequence,Kind,ReferenceCode,AmountUSD,RawText
146,45,2023-05-03,BERT Rail Trail,Regular Council Meeting,3,Other,,,"Approv ed the revised Hagerty Consulting, Inc. contract and a uthorize the Village Manager to execute the contract document on behalf of the Village of Estero"
145,45,2023-05-03,BERT Rail Trail,Regular Council Meeting,2,Other,,,Approv ed the consultants ranking f or Williams Road Widening Preliminary Design and Engineering P roject as follows: Number 1 - Kisinger Campo & Associates; Number 2 -
144,45,2023-05-03,BERT Rail Trail,Regular Council Meeting,1,Approved Task Authorization,EC 2023-38,89858.0,"Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Ma in Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional impleme nting documents within the scope of the STA on behalf of the Village of Estero"
143,45,2023-05-03,BERT Rail Trail,Regular Council Meeting,0,Adopted Resolution,2023-09,,Adopted Resolution No. 2023-09.
122,36,2023-04-19,BERT Rail Trail,Regular Council Meeting,1,Adopted Resolution,2023-08,,Adopted Resolution No. 2023-08.
121,36,2023-04-19,BERT Rail Trail,Regular Council Meeting,0,Adopted Resolution,2023-07,,Adopted Resolution No. 2023-07.
73,22,2023-03-15,BERT Rail Trail,Regular Council Meeting,1,Approved Ordinance,,,Approved Ordinance No. 2023 -02 the recommended changes made by the P lanning Zoning and Design Board.
72,22,2023-03-15,BERT Rail Trail,Regular Council Meeting,0,Other,EC 2019-06,69968.0,"A pprove s Supplemental Task Authorization (STA) -34 under contract EC 2019-06 to P & T Lawn and Tractor Service, Inc. to construct and install a monument sign on US 41 at a total cost of $69,968, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero"
46,13,2023-02-15,BERT Rail Trail,Regular Council Meeting,0,Passed Ordinance,2023-01,,"Passed first reading of Zoning Ordinance 2023-01 and set seco nd reading for February 15, 2023."
18,4,2023-01-18,BERT Rail Trail,Regular Council Meeting,1,Accepted Settlement,,14400.0,"Accepted the Village's portion of the Opiod Settlement in the amount of $14,400."
17,4,2023-01-18,BERT Rail Trail,Regular Council Meeting,0,Approved Change Order,EC 2019-36,46980.0,"Approved Change Order #1 to Contract EC 2019-36 in t he amount of $46,980 with Coastal Engineering Consultants, Inc. for additional work required to address environmental permit application questions from the Florida Department of Environmental Protection for the propos ed dredging of sediments from the Estero River."
280,84,2022-09-08,BERT Rail Trail,Regular Council Meeting,2,Other,2022-05,,"P assed second reading of Ordinance No. 2022-05 with Map 2A-1 and ordinance shall take effect immediately upon adoption, for implementation for the next regular"
279,84,2022-09-08,BERT Rail Trail,Regular Council Meeting,1,Adopted Resolution,2022-19,,Adopted Resolution No. 2022-19.
278,84,2022-09-08,BERT Rail Trail,Regular Council Meeting,0,Adopted Resolution,2022-21,,Adopted Resolution No. 2022-21.
270,80,2022-07-06,BERT Rail Trail,Regular Council Meeting,5,Passed Ordinance,2022-07,,Passed Ordinance No. 2022-07 on the first reading.
269,80,2022-07-06,BERT Rail Trail,Regular Council Meeting,4,Approved Ordinance,2022-06,,Approved m otion to transmit Comprehensive Plan Amendment and Ordinance No. 2022-06 to state review agency.
268,80,2022-07-06,BERT Rail Trail,Regular Council Meeting,3,Passed Ordinance,2022-05,,"Passed first reading of Ordinance No. 2022-05 with the map 2A-1 and set second reading for July 20, 2022."
267,80,2022-07-06,BERT Rail Trail,Regular Council Meeting,2,Adopted Resolution,2022-18,,Adopted Resolution No. 2022-18.
266,80,2022-07-06,BERT Rail Trail,Regular Council Meeting,1,Adopted Resolution,2022-20,,Adopted Resolution No. 2022-20.
265,80,2022-07-06,BERT Rail Trail,Regular Council Meeting,0,Approved,,,Approved Comprehensive Annual Financial Report
235,71,2022-06-15,BERT Rail Trail,Regular Council Meeting,4,Other,2022-02,,P assed Ordinance No. 2022-02.
234,71,2022-06-15,BERT Rail Trail,Regular Council Meeting,3,Passed Ordinance,2022-04,,"Passed first reading of Ordinance No. 2022-04 and set second reading for July 6, 2022."
233,71,2022-06-15,BERT Rail Trail,Regular Council Meeting,2,Approved Resolution,2022-17,,Approved Resolution No. 2022-17.
232,71,2022-06-15,BERT Rail Trail,Regular Council Meeting,1,Approved Resolution,2022-11,,Approved Resolution No. 2022-11.
231,71,2022-06-15,BERT Rail Trail,Regular Council Meeting,0,Approved Contract,,397379.0,"Approved the contract with N. Harris Computer Corporation to provide ""CityView"" software for Community Development for an estimated cost of $397,379, approve a contingency fund amount of $49,153 (an amount equal to 15% of the total project cost minus annual fees) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract including revisions resulting from fi nal negotiations and related documents including annual renewal (maintenance) fee on behalf of the"
205,65,2022-06-01,BERT Rail Trail,Regular Council Meeting,4,Passed Ordinance,2022-03,,Passed Ordinance 2022-03.
204,65,2022-06-01,BERT Rail Trail,Regular Council Meeting,3,Authorized,,50000.0,"Authorized the Village Manager to execute agreements for individual pr ojects as needed at or below $50,000 (contracts in excess of $50,000 will require"
203,65,2022-06-01,BERT Rail Trail,Regular Council Meeting,2,Approved Contract,CN 2022-06,,"Approved the recommendation of t he evaluation committee to select all 36 consulting firms that submitted Letters of Interest under CN 2022-06, for a contract period of three (3) years (with the option at"
202,65,2022-06-01,BERT Rail Trail,Regular Council Meeting,1,Approved,CN 2020-01,,"Approved t erminat ion as of June 1, 2022, CN 2020-01 Miscellaneous Professional Services to allow for the immediate use of the firms approved under CN 2022-06."
201,65,2022-06-01,BERT Rail Trail,Regular Council Meeting,0,Approved Resolution,,,"Approved a Joint Resolution with Lee County for participation in CDBG and related Programs, authorize Mayor to sign and forward to Lee County."
189,59,2022-05-18,BERT Rail Trail,Regular Council Meeting,0,Other,,,Meeting Cancelled
168,50,2022-05-04,BERT Rail Trail,Regular Council Meeting,3,Passed Ordinance,2022-02,,"Passed first reading of Ordinance 2022-02 and set second reading for May 18, 2022."
167,50,2022-05-04,BERT Rail Trail,Regular Council Meeting,2,Approved Resolution,2022-07,,Approved Resolution No. 2022-07 which a mends Resolution No. 2015-68.
166,50,2022-05-04,BERT Rail Trail,Regular Council Meeting,1,Approved Contract,,52815.0,"Approved Misc. Contractor Services contract EC 2019 -59 STA 08 with Cougar Contracting, LLC for $52,815 for the repair of sidewalks along Vi a Coconut Point and Williams Road, approve a contingency fund amount of $5,300 (an amount e qual to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on beha lf of the Village of Estero"
165,50,2022-05-04,BERT Rail Trail,Regular Council Meeting,0,Other,EC 2019-66,109872.0,"Approve Misc. Contractor Services contract EC 2019-66 STA 21 with P & T Lawn & Tractor Services for $109,872 to replace trees along US 41 and provide additional landscape maintenance work on medians 22- 24, approve a contingency fund amount of $11,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execu te the contract documents on behalf of the Village of Estero"
151,47,2022-04-20,Corkscrew Road Widening,Regular Council Meeting,3,Approved,,,Approved Ben Hill Griffin Parkway Improvements contracts with Bruce Howard and Associates under EC2020-42 STA - 07 and CW3 Engineering under EC2020-48 STA - 09 to perform landscape architecture and engineering ser vices for the proposed improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway.
150,47,2022-04-20,Corkscrew Road Widening,Regular Council Meeting,2,Approved Contract,EC 2020-48,358790.0,"Approved the contract EC 2020-48 STA 10 with CW3 Engineering to provide de sign and permitting services for the Williams Road Bicycle/Pedestrian Improvements Project in the amount of $358,790, approve a contingency fund amount of $36,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which ma y occur, and authorize the Vill age Manager to execute the contract with CW3 Engineering and any other related ancillary documents on behalf of the"
149,47,2022-04-20,Corkscrew Road Widening,Regular Council Meeting,1,Other,EC 2020-31,,"Amendme nt One to Contract No. EC 2020-31 for Estero on the River Structure Demolition and updating contract to keep structure #6, the bomb shelter ."
148,47,2022-04-20,Corkscrew Road Widening,Regular Council Meeting,0,Adopted Resolution,2022-08,,"Adopted Resolution No. 2022-08 to purchas e the 10 -acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue."
129,38,2022-04-20,Septic to Sewer Conversion,Regular Council Meeting,5,Approved,,,Approved the following list of short -listed firms listed below. Delegate authority to
128,38,2022-04-20,Septic to Sewer Conversion,Regular Council Meeting,4,Approved Resolution,2022-06,,"Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Wi lliams Road, Estero, Florida ."
127,38,2022-04-20,Septic to Sewer Conversion,Regular Council Meeting,3,Approved Resolution,2022-05,,"Approved Resolution No. 2022-05 to purchase the 10- acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue."
126,38,2022-04-20,Septic to Sewer Conversion,Regular Council Meeting,2,Approved,,,Approved final Pla t for Rivercreek Phase One (formerly known as Corkscrew Crossing) .
125,38,2022-04-20,Septic to Sewer Conversion,Regular Council Meeting,1,Approved,,,Approved final P lat for Estero Crossing .
124,38,2022-04-20,Septic to Sewer Conversion,Regular Council Meeting,0,Adopted Resolution,2022-03,,Adopted Resolution 2022-03 which approves the updated Multijurisdictional Program for
138,42,2022-04-13,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
89,26,2022-04-06,Corkscrew Road Widening,Regular Council Meeting,3,Approved Contract,,671513.25,"Approved the contract with Atkins North Amer ica to provide design and permitting services for the Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Project in the amount of $671,513.25, approve a contingency fund amount of $67,000 (an amount equal to 10% of the total project cost) to cove r unforeseen circumstances which may occur, and authorize the Vi llage Manager to execute t he contract with Atkins North America and"
88,26,2022-04-06,Corkscrew Road Widening,Regular Council Meeting,2,Approved Agreement,,,"Approved First Addendum to Peoples Gas System, Inc. ""(TECO)"" Franchise Agreement Ordinance 2021 -09."
87,26,2022-04-06,Corkscrew Road Widening,Regular Council Meeting,1,Approved,,,"Approved the purchase of the 10- acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue."
86,26,2022-04-06,Corkscrew Road Widening,Regular Council Meeting,0,Approved,,,"Approved initiation of a rezoning and Comprehensive Plan Amendme nt for property south of Estero River, East of US 41 and north of Corkscrew Road ."
85,25,2022-04-06,Septic to Sewer Conversion,Regular Council Meeting,3,Approved Contract,,671513.25,"Approved the contract with Atkins North Amer ica to provide design and permitting services for the Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Project in the amount of $671,513.25, approve a contingency fund amount of $67,000 (an amount equal to 10% of the total project cost) to cove r unforeseen circumstances which may occur, and authorize the Vi llage Manager to execute t he contract with Atkins North America and"
84,25,2022-04-06,Septic to Sewer Conversion,Regular Council Meeting,2,Approved Agreement,,,"Approved First Addendum to Peoples Gas System, Inc. ""(TECO)"" Franchise Agreement Ordinance 2021 -09."
83,25,2022-04-06,Septic to Sewer Conversion,Regular Council Meeting,1,Approved,,,"Approved the purchase of the 10- acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue."
82,25,2022-04-06,Septic to Sewer Conversion,Regular Council Meeting,0,Approved,,,"Approved initiation of a rezoning and Comprehensive Plan Amendme nt for property south of Estero River, East of US 41 and north of Corkscrew Road ."
64,18,2022-02-16,BERT Rail Trail,Regular Council Meeting,0,Approved Agreement,2021-2022,,Approved the 2021-2022 Interlocal Agreement between Village of Estero and Lee County for Stray Animal Control Services.
50,14,2022-02-16,Septic to Sewer Conversion,Regular Council Meeting,3,Approved,,,"Approved the consultants ranking for Broadway Avenue East Utilities Extension Project (UEP) as follows: Number 1 - Tetra Tech, Inc.; Number 2 - Johnson Engineering, Inc.; Number 3 - CW3 Engineering, Inc .; Number 4 - JR Evans Engineering, P.A., and authorize"
49,14,2022-02-16,Septic to Sewer Conversion,Regular Council Meeting,2,Approved,,,"Approved the consultants ranking for Broadway Avenue West Utilities Extension Project (UEP) as follows: Number 1 - Johnson Engineering, Inc.; Number 2 - Tetra Tech, Inc. ; Number 3 - CW3 Engineering, Inc.; Number 4 - JR Evans Engineering, P.A., and authorize"
48,14,2022-02-16,Septic to Sewer Conversion,Regular Council Meeting,1,Approved,,,Approved the consultants ranking for Sandy Lane and Broadway East Bicycle/Pedestrian Improvements Pro ject as follows: Number
47,14,2022-02-16,Septic to Sewer Conversion,Regular Council Meeting,0,Adopted Resolution,2022-02,,Adopted Resolution No. 2022-02.
275,81,2021-07-07,BERT Rail Trail,Regular Council Meeting,4,Other,,,"P assed first reading of Ordinance 2021 -09 and set second readi ng for July 21, 2021."
274,81,2021-07-07,BERT Rail Trail,Regular Council Meeting,3,Approved Payment,,5000.0,"Approved the lien mitigation request f rom Ms. Hernandez releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $5,000.00 and $327.20 for administrative cost."
273,81,2021-07-07,BERT Rail Trail,Regular Council Meeting,2,Other,,,"A uthori zed the Village Manager to execute the attached three letters of engagement, or similarly priced alternatives, and other invoices related to these services."
272,81,2021-07-07,BERT Rail Trail,Regular Council Meeting,1,Approved,,,Approved Comprehensive Annual Financial Report.
271,81,2021-07-07,BERT Rail Trail,Regular Council Meeting,0,Other,,,M otion to permit
215,66,2021-06-16,BERT Rail Trail,Regular Council Meeting,5,Other,,,"P assed first reading of Ordinance 2021 -08 and set second reading for June 16, 2021."
214,66,2021-06-16,BERT Rail Trail,Regular Council Meeting,4,Other,,,"P assed first reading of Ordinance 2021 -04 and set second reading for June 16, 2021."
213,66,2021-06-16,BERT Rail Trail,Regular Council Meeting,3,Other,,,A uthorize d the
212,66,2021-06-16,BERT Rail Trail,Regular Council Meeting,2,Approved,,,Approved the
211,66,2021-06-16,BERT Rail Trail,Regular Council Meeting,1,Approved Contract,RFI 2020-02,,Approved the selection of Provion Inc. as the consultant of record under Request for Information No. RFI 2020-02 Community Development Software Consultant and authorize the Village Manager to negotiate and execute a contract on behalf of the Village of Estero
210,66,2021-06-16,BERT Rail Trail,Regular Council Meeting,0,Approved Task Authorization,EC 2020-42,60000.0,"Approved award of Supplemental Task Authorization (STA) - 04 Contract EC 2020-42 to Bruce Howard & Associates under the Village's Misc. Service Contract CN 2020-01 in the amount of $60,000, approve award of Supplement al Task Authorization (STA) - 03 Contract EC 2020-67 to RWA Engineering under the Village's Misc. Service Contract CN 2020 -01 in the amount of $11,700, approve a contingency fund amount of $7,200 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the Supplemental Task Authorization and any other related ancillary documents on behalf of the Village of Estero"
194,63,2021-05-26,BERT Rail Trail,Regular Council Meeting,1,Approved Ordinance,,,Approved the first reading of the ordinance and to transmit the Comprehensive Plan Amendment request to the State reviewing agencies with
193,63,2021-05-26,BERT Rail Trail,Regular Council Meeting,0,Approved,,,Approved to permit
190,60,2021-05-19,BERT Rail Trail,Regular Council Meeting,0,Approved,,,Approved the final plat.
136,40,2021-04-21,BERT Rail Trail,Regular Council Meeting,5,Approved Task Authorization,EC 2020-32,41352.0,"Approved award of Suppl emental Task Authorization 06 to Contract EC 2020-32 to Johnson Engineering to provide water monitoring services for The Village of Estero for $41,352, a pprove a 10% contingency for additional services that may be required to complete the project, and a uthorize the Village Manger to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero"
135,40,2021-04-21,BERT Rail Trail,Regular Council Meeting,4,Approved Task Authorization,EC 2020-48,54000.0,"Approved award of Supplemental Task Authorization (STA) 06 to Contract EC 2020-48 to CW3 Engineering under the Village's Misc. Service Contract CN 2 020-01 in the amount of $54,000, approve a contingency fund amount of $5,400 (an amount equal to 10% of the total project cost) to cover unforesee n circumstances which may occur, and a uthorize the Village Manager to execute the STA and any other related ancillary documents on behalf of the Village of Estero"
134,40,2021-04-21,BERT Rail Trail,Regular Council Meeting,3,Approved Task Authorization,EC 2020-61,469099.0,"Approved award of Supplemental Task Authorization ( STA) - 02 Contract EC 2020-61 to KCA under the Village's Misc. Service Contract CN 2020-01 in the amount of $469,099, approve a contingency fund amount of $47,000 (an amount equal to 10% of the total project cost) to cover unforesee n circumstances which ma y occur, and a uthorize the Village Manager to execute the STA and any other related ancillary documents on behalf of the Village of Estero"
133,40,2021-04-21,BERT Rail Trail,Regular Council Meeting,2,Approved Contract,RFB 2021-02,118075.0,"Approved award of Request for Bids No. RFB 2021-02, US 41 Landscape Improvements Broadway East to Vintage Parkway and Coconut Road to Fountain Lakes Boulevard to P & T Lawn and Tractor Service, Inc. at a Grand Total Cost of $118,075, ap prove a contingency fund amount of $11,800 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and a uthorize the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Counci l."
132,40,2021-04-21,BERT Rail Trail,Regular Council Meeting,1,Approved Resolution,2021-12,,Approved Resolution 2021-12.
131,40,2021-04-21,BERT Rail Trail,Regular Council Meeting,0,Approved Resolution,2021-10,,Approved Resolution 2021-10.
93,28,2021-03-24,BERT Rail Trail,Regular Council Meeting,2,Authorized,,,"Authorized the M ayor to provide letters to our legislative deleg ation on several issues of local government preemption that are being considered by the legislature, one being building design standards preemption, the other being the comprehensive plan language in S enate Bill 284, and the language in House Bill 403, which is the home-based business preemption."
92,28,2021-03-24,BERT Rail Trail,Regular Council Meeting,1,Approved Resolution,2021-04,,Approved Resolution 2021-04.
91,28,2021-03-24,BERT Rail Trail,Regular Council Meeting,0,Other,,,Elected Vice Mayor Errington to be Mayor.
71,21,2021-03-03,Corkscrew Road Widening,Regular Council Meeting,3,Approved Task Authorization,,,"Approved Ben Hill Griffin Parkway Preliminar y Landscape Design contracts with Bruce Howard and Associates under EC2020-42 and RWA Engineering under EC2020-67 to perform a suite of design services for the proposed landscape improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Pa rkway, a pprove a 10% contingency for additional services that may be r equired to complete the project, and Authorize the Village Manager to sign the Supplemental Task Authorization (STA) and other additional implementing documents within the scope of the S TAs on behalf of the Village of Estero"
70,21,2021-03-03,Corkscrew Road Widening,Regular Council Meeting,2,Approved Contract,EC 2020-56,,"Approved the Williams Road Bicycle and Pedestrian Improvements - Concept Design contract with Banks Engineering under Supplemental Task Authorization (STA) - 01 Contract EC 2020-56 Miscellaneous Professional Services to perform a suite of desi gn services for the Bicycle & Pedestrian improvements along Williams Road, betwe en US 41 and"
69,21,2021-03-03,Corkscrew Road Widening,Regular Council Meeting,1,Denied Ordinance,2020-09,,"Denied request to amend the zoning for the Estero Town Center CPD for a Firestone Complete Auto C are, and adopt Ordinance 2020-09."
68,21,2021-03-03,Corkscrew Road Widening,Regular Council Meeting,0,Approved,,,Approved to permit
67,20,2021-02-24,BERT Rail Trail,Regular Council Meeting,0,Approved Resolution,2021-02,,Approved Resolution No. 2021-02 and authorize the Village to modify the Resolution if needed.
31,9,2021-02-17,BERT Rail Trail,Regular Council Meeting,1,Approved Ordinance,2021-01,,Approved Ordinance 2021-01.
30,9,2021-02-17,BERT Rail Trail,Regular Council Meeting,0,Approved,,,Approved to permit
40,11,2021-01-27,BERT Rail Trail,Regular Council Meeting,2,Adopted Ordinance,2020-10,,"Adopted the Land Development Code Ordinance 2020-10 and Official Zoning Map as amended in the ""Addendum of Recommended Changes "" document dated January 19, 2021 as well as the addition of a sentence to Table 3- 405.C that states ""A stand -alone car wash which has applied but has not been determined to be complete for an application for Development Order prior to January 27, 2021, and which submits a complete application for Development Order prior to April 27, 2021, a permitted use and not a special exception use shall apply."""
39,11,2021-01-27,BERT Rail Trail,Regular Council Meeting,1,Approved Resolution,2021-01,,Approved Resolution No. 2021-01.
38,11,2021-01-27,BERT Rail Trail,Regular Council Meeting,0,Approved,,,Approved to permit
29,8,2021-01-13,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
45,12,2021-01-06,BERT Rail Trail,Regular Council Meeting,4,Adopted Ordinance,2020-07,,Adopted Ordinance 2020-07.
44,12,2021-01-06,BERT Rail Trail,Regular Council Meeting,3,Approved,,,Approved m otion for a continuance until February 3 with the goal of making a final decision .
43,12,2021-01-06,BERT Rail Trail,Regular Council Meeting,2,Passed Ordinance,2021-01,,Passed first reading of Ordinance No. 2021-01 and schedule second reading/
42,12,2021-01-06,BERT Rail Trail,Regular Council Meeting,1,Passed Ordinance,2020-11,,Passed first reading of Ordinance No. 2020-11 and schedule second reading/
41,12,2021-01-06,BERT Rail Trail,Regular Council Meeting,0,Other,,,Estero Chamber of Commerce approval of financial support for Strategic Plans for Future Growth and Impact .
258,139,2019-01-30,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
257,138,2019-01-23,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
256,137,2019-01-09,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
181,56,2017-05-17,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
175,53,2017-05-15,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
296,89,2016-08-31,BERT Rail Trail,Regular Council Meeting,5,Approved Agreement,,,"Approved the agreement as amended, between the Village of Estero and Nancy Stroud of Lewis Stroud & Deutsch, PL, for continuing legal services related to land use matters, including legal assistance with the Comprehensive Plan"
295,89,2016-08-31,BERT Rail Trail,Regular Council Meeting,4,Continued,,,Continued to next
294,89,2016-08-31,BERT Rail Trail,Regular Council Meeting,3,Approved Agreement,,,"Approved the agreement between the Village ofEstero and LaRue Planning & Management Services, Inc."
293,89,2016-08-31,BERT Rail Trail,Regular Council Meeting,2,Approved Grant,,,Approved the request for the Mayor to sign a letter of support for the Edward Byrne Memorial Justice Assistance Grant (JAG)
292,89,2016-08-31,BERT Rail Trail,Regular Council Meeting,1,Adopted Resolution,2016-23,,Adopted Resolution No. 2016-23.
291,89,2016-08-31,BERT Rail Trail,Regular Council Meeting,0,Endorsed,,,"Endorsed the revised Caloosahatchee Watershed Regional Water Management Issues White Paper, dated July 15, 2016, and authorized the Mayor to sign a letter indicating"
200,64,2016-08-17,BERT Rail Trail,Regular Council Meeting,5,Adopted Resolution,2016-13,,Adopted Resolution No. 2016-13.
199,64,2016-08-17,BERT Rail Trail,Regular Council Meeting,4,Adopted Resolution,2016-12,,Adopted Resolution No. 2016-12.
198,64,2016-08-17,BERT Rail Trail,Regular Council Meeting,3,Adopted Resolution,2016-11,,Adopted Resolution No. 2016-11.
197,64,2016-08-17,BERT Rail Trail,Regular Council Meeting,2,Approved Ordinance,2016-07,,Approved first reading of Ordinance No. 2016-07 and advanced to second reading and
196,64,2016-08-17,BERT Rail Trail,Regular Council Meeting,1,Approved Ordinance,2016-06,,Approved Ordinance No. 2016-06.
195,64,2016-08-17,BERT Rail Trail,Regular Council Meeting,0,Approved Ordinance,2016-06,,Approved Ordinance No. 2016-06.
287,86,2016-06-08,Corkscrew Road Widening,Regular Council Meeting,5,Approved Agreement,,,Approved the Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero
286,86,2016-06-08,Corkscrew Road Widening,Regular Council Meeting,4,Approved Agreement,,,Approved the WCI/Lennar Transportation Impact Fee Credit Agreement between WCI/Lennar and the Village ofEstero for the Pelican Colony Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero
285,86,2016-06-08,Corkscrew Road Widening,Regular Council Meeting,3,Other,,,Approve the WCI/Lennar Transportation Impact Fee Credit Agreement between WCVLennar and the Village of Estero for the Pelican Colony Traffic Signal. Authorize the Mayor to execute this agreement on behalf of the Village ofEstero
284,86,2016-06-08,Corkscrew Road Widening,Regular Council Meeting,2,Other,2020-12,,"Approve Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties."
283,86,2016-06-08,Corkscrew Road Widening,Regular Council Meeting,1,Adopted Resolution,2020-13,,Adopted Resolution No. 2020-13
282,86,2016-06-08,Corkscrew Road Widening,Regular Council Meeting,0,Other,2020-2021,,Review proposed Budget for Fiscal Year 2020-2021 Financial Impact: The proposed budget will provide funding for the Fiscal Year 2020-2021
16,3,2016-06-08,BERT Rail Trail,Regular Council Meeting,5,Passed Ordinance,2016-16,,Passed second reading and adopted Ordinance No. 2016-16.
15,3,2016-06-08,BERT Rail Trail,Regular Council Meeting,4,Passed Ordinance,2016-15,,Passed second reading and adopted Ordinance No. 2016-15.
14,3,2016-06-08,BERT Rail Trail,Regular Council Meeting,3,Passed,,,Passed first reading and set second reading and
13,3,2016-06-08,BERT Rail Trail,Regular Council Meeting,2,Approved Agreement,,,Approved the Traffic Signal Maintenance Agreement with Lee County
12,3,2016-06-08,BERT Rail Trail,Regular Council Meeting,1,Adopted Resolution,2017-03,,Adopted Resolution No. 2017-03 and approved the agreement between the Village and Pritchard Construction LLC as amended.
11,3,2016-06-08,BERT Rail Trail,Regular Council Meeting,0,Adopted Resolution,2017-02,,Adopted Resolution No. 2017-02.
188,58,2016-06-01,BERT Rail Trail,Regular Council Meeting,5,Other,,,No one on the
187,58,2016-06-01,BERT Rail Trail,Regular Council Meeting,4,Approved,,,"Approved the letter of support to be sent to Office of Environmental Services Division of State Lands, Department of Environmental Protection as revised with the language suggested by Mayor Batos."
186,58,2016-06-01,BERT Rail Trail,Regular Council Meeting,3,Awarded,RFP 2016-01,,"Awarded RFP 2016-01 -Village Traffic Study to Kimley-Horn and authorized the Village Manager, with the assistance of"
185,58,2016-06-01,BERT Rail Trail,Regular Council Meeting,2,Adopted Resolution,2016-10,,Adopted Resolution No. 2016-10 establishing a Village Credit Card Account with SunTrust.
184,58,2016-06-01,BERT Rail Trail,Regular Council Meeting,1,Approved Ordinance,2016-06,,Approved first reading of Ordinance No. 2016-06 and advanced to second reading and
183,58,2016-06-01,BERT Rail Trail,Regular Council Meeting,0,Adopted Ordinance,2016-05,,"Adopted Ordinance No. 2016-05, amending the Commercial Planned Development Zoning Resolution No. Z-09-037, Section 2.B, as revised by including a statement that this approval is unique to this particular petition and is not to be considered a precedent in other matters."
192,62,2016-05-24,BERT Rail Trail,Regular Council Meeting,0,Other,,,No action found
147,46,2016-05-18,BERT Rail Trail,Regular Council Meeting,0,Accepted,,,"Accepted Roger Strelow's resignation, with thanks from the"
108,33,2016-05-04,BERT Rail Trail,Regular Council Meeting,0,Passed Ordinance,2016-04,,Passed first reading and transmittal of Ordinance No. 2016-04.
106,31,2016-04-20,Corkscrew Road Widening,Regular Council Meeting,5,Approved,,,Approved commencing
105,31,2016-04-20,Corkscrew Road Widening,Regular Council Meeting,4,Authorized,,,"Authorized the Village Manager to submit a letter to Lee County requesting support for traffic control for Bella Terra and Corkscrew Road, the sidewalk project on Estero Parkway, and resurfacing Estero Parkway."
104,31,2016-04-20,Corkscrew Road Widening,Regular Council Meeting,3,Awarded,,,Awarded the bid to ProAudio Services with the recommended add-ons.
103,31,2016-04-20,Corkscrew Road Widening,Regular Council Meeting,2,Accepted,,,"Accepted all submissions, appointed the Village Manager, Finance Director and Community Development Director as the interview committee, directed the committee to interview each firm (these would be posted and"
102,31,2016-04-20,Corkscrew Road Widening,Regular Council Meeting,1,Accepted,,,"Accepted all submissions, appointed the Village Manager, Finance"
101,31,2016-04-20,Corkscrew Road Widening,Regular Council Meeting,0,Adopted Ordinance,2016-02,,Adopted Ordinance No. 2016-02 as amended.
80,24,2016-04-06,BERT Rail Trail,Regular Council Meeting,0,Approved,,,"Approved continuing to a date certain, March 23, 2016."
63,17,2016-03-16,BERT Rail Trail,Regular Council Meeting,4,Adopted Resolution,2016-04,,Adopted Resolution No. 2016-04.
