body,type_id,meeting_date,meeting_year,source_url,source_filename,discovered_utc,note
council,1,2022-11-09,2022,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/11092022%20minutes.pdf,11092022 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2022-11-16,2022,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/11162022%20minutes.pdf,11162022 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2022-12-07,2022,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/12072022%20minutes.pdf,12072022 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-01-04,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/01042023%20minutes.pdf,01042023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-02-01,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/02012023%20minutes.pdf,02012023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-03-01,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/03012023%20minutes.pdf,03012023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-04-05,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/04052023%20minutes.pdf,04052023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-05-17,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/05172023%20%20minutes.pdf,05172023  minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-08-29,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/08292023%20minutes.pdf,08292023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-09-22,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09222023%20minutes.pdf,09222023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-10-04,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/10042023%20minutes.pdf,10042023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-10-18,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/10182023%20minutes.pdf,10182023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-11-01,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/11012023%20minutes.pdf,11012023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-11-15,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/11152023%20minutes.pdf,11152023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2023-12-06,2023,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/12062023%20minutes.pdf,12062023 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-02-07,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02072024%20minutes.pdf,02072024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-03-06,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/03062024%20minutes.pdf,03062024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-03-13,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/03132024%20minutes.pdf,03132024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-07-03,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/07032024%20minutes.pdf,07032024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-09-18,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/09182024%20minutes.pdf,09182024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-10-02,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10022024%20minutes.pdf,10022024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-10-16,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/10162024%20%20Minutes.pdf,10162024  Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-11-06,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11062024%20minutes.pdf,11062024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-11-20,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11202024%20minutes.pdf,11202024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2024-12-04,2024,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/12042024%20minutes.pdf,12042024 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-01-08,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/01082025%20minutes.pdf,01082025 minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-02-05,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/02052025.pdf,02052025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-03-19,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/03192025.pdf,03192025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-04-02,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/04022025.pdf,04022025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-05-07,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/05072025.pdf,05072025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-06-04,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/06042025.pdf,06042025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-09-10,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/09102025.pdf,09102025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-09-17,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/09172025.pdf,09172025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-10-01,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/10012025.pdf,10012025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-10-15,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/10152025.pdf,10152025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-11-05,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/11052025.pdf,11052025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-11-19,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/11192025.pdf,11192025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2025-12-17,2025,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/12172025.pdf,12172025.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2026-01-07,2026,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/01072026.pdf,01072026.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2026-02-04,2026,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/02042026.pdf,02042026.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2026-02-18,2026,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/02182026.pdf,02182026.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2026-03-04,2026,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/03042026.pdf,03042026.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2026-03-18,2026,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/03182026.pdf,03182026.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2026-04-01,2026,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/04012026.pdf,04012026.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2026-04-15,2026,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/04152026.pdf,04152026.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
council,1,2026-05-06,2026,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2026%20Minutes/05062026.pdf,05062026.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-02-11,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/02112005%20PZDB%20Minutes.pdf,02112005 PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-03-11,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/03112005%20PZDB%20Minutes.pdf,03112005 PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-04-08,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/04082005%20PZDB%20Minutes.pdf,04082005 PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-05-13,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/05132005%20PZDB%20Minutes.pdf,05132005 PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-06-10,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/06102005%20PZDB%20Minutes.pdf,06102005 PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-07-08,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/07082005%20%20%20PZDB%20Minutes.pdf,07082005   PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-08-12,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/08122005%20%20%20PZDB%20Minutes.pdf,08122005   PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-09-09,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/09092005%20%20%20PZDB%20Minutes.pdf,09092005   PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-10-14,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/10142005%20%20%20PZDB%20Minutes.pdf,10142005   PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
pzdb,2,2005-11-18,2005,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/11182005%20%20%20PZDB%20Minutes.pdf,11182005   PZDB Minutes.pdf,2026-05-28T20:24:58+00:00,auto-discovered; review before adding to bronze
