Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
07142021 Minutes.pdf,"July 14, 2021",2021-07-14,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:02 am,Motion to permit Councilmember Ward to participate remotely via Zoom and to excuse Councilmember Wilson's absence from today's meeting | Approved agenda | Approved Ordinance 2021-07,SS,Accepted,https://your-website.com/estero-pdfs/07142021 Minutes.pdf
071515 Regular Meeting Approved Minutes.pdf,"July 15, 2015",2015-07-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/071515 Regular Meeting Approved Minutes.pdf
07152020 Council Meeting Minutes.pdf,"July 15, 2020",2020-07-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Move to adopt Ordinance No. 2020-04 with staff conditions and the additional conditions that building repainting will be in accordance with the Pattern Book, and the handicap parking spaces will be in proximity to the doors. Also, there is an additional Finding of Fact that there is no increase in intensity of use as defined in the Land Development Code | Adopt Ordinance No. 2020-03 with staff conditions and the additional revisions: under schedule of uses: removal of Restaurants, Groups I, II, & HI, and Consumption on Premises, specify retail use only for Lawn and Garden Supply Stores, specify hours of operation to include deliveries, Open storage specify only retail merchandise, modification of Pattern Book for the north elevation must be improved to match other three facades, and handicap parking will be reviewed at time of Development Order for code compliance. Village Council Zoning Hearings Minutes - July 15, 2020 Page 3 of 4",TD/SS,Accepted,https://your-website.com/estero-pdfs/07152020 Council Meeting Minutes.pdf
071917 Council Meeting Approved Minutes.pdf,"July 19, 2017",2017-07-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:58 pm,"Approved the agenda | Approved the Consent Agenda | Discussion will be continued at the second hearing on August 2, 2017 | Adopted Ordinance No. 2017-03 with the revision to the second ""Whereas"" replacing ""prior to the incorporation of the Village"" with ""prior to March 17, 2015."" | Appointed Vice Mayor Ribble as the voting delegate for the Village of Estero for the 2017 Florida League of Cities annual conference and business meeting and adopted Resolution No. 2017-17 | Adopted Resolution No. 2017-18 authorizing the waiving of competitive bidding procedures and authorizing the Village Manager to execute an agreement with Windham Studio, Inc. for landscape design services | Membership will be withdrawn from Southwest Florida Regional Planning Council",SS,Accepted,https://your-website.com/estero-pdfs/071917 Council Meeting Approved Minutes.pdf
07202022 minutes.pdf,"July 20, 2022",2022-07-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:49 am,"Approved motion to permit Councilmembers Ribble and Ward to participate remotely in Zoom Presentation | Approved agenda | Approved the Consent Agenda | Adopted Resolution No. 2022-21 | Adopted Resolution No. 2022-19 | Passed second reading of Ordinance No. 2022-05 with Map 2A-1 and ordinance shall take effect immediately upon adoption, for implementation for the next regular Village Council election",TD/CS,Accepted,https://your-website.com/estero-pdfs/07202022 minutes.pdf
07212021 Minutes.pdf,"July 21, 2021",2021-07-21,Village Council,"US 41 and Estero Parkway, Estero, FL",9:30 am,12:44 pm,"Motion to permit Councilmember Ward to participate remotely in Zoom Presentation | Approved agenda with the deletion of 6(b) and the addition of 7(b) 5/3 Bank Discussion | Approved the consent agenda with the correction to minutes | Approved the committee ranking for the purchase of a Community Development Software package as follows: Number 1 -- CityView; Number 2 -- EnerGov (Tyler Technologies); Number 3 -- Accela (Silver Lining Solutions, LLC), and authorize Village Manager to negotiate a contract with the Number 1 ranked firm, CityView (pricing based on a piggyback of The City of Naples contract) to purchase a Community Development Software package | Approved Resolution 2021-15 | Approved award Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services for US 41 Median Landscaping as provided in the contract for a one-year period, at a rate of $260,854.20 per year. Authorize the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, which would include adding Estero Parkway maintenance if doing so is in the best interest of the Village of Estero, approve a contingency fund amount Village Council Minutes - Wednesday, July 21, 2021 Page 3 of 6 of $52,170 (20% contingency) to cover unforeseen circumstances which may occur. This will incl",SS,Accepted,https://your-website.com/estero-pdfs/07212021 Minutes.pdf
072215 Workshop Approved Minutes.pdf,"July 22, 2015",2015-07-22,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/072215 Workshop Approved Minutes.pdf
07222020 Council Meeting Minutes.pdf,"July 22, 2020",2020-07-22,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the Agenda | Approved the Consent Agenda | Review proposed Budget for Fiscal Year 2020-2021 Financial Impact: The proposed budget will provide funding for the Fiscal Year 2020-2021 Staff Presentation/Comments: Steve Sarkozy, Village Manager Lisa Roberson, Finance Director Council Questions or Comments: Councilmembers Levitan, McLain, Boesch, Batos, Wilson, Vice Mayor Errington, and Mayor Ribble Public Comment: None. No MEotion ]Made (b) Resolution No. 2020-13 A Resolution of the Village Council of the Village of Estero, Florida, Determining the Proposed Millage Rate for Fiscal Year 2020-2021, Setting the Date, Time and Place for the Public Hearings Required by State Law; Directing Staff to Transmit Necessary Documentation Pursuant to the Requirements of Florida Statutes and the Rules and Regulations of the Department of Revenue of the State of Florida; and Providing an Effective Date Staff Presentation/Comments: Steve Sarkozy, Village Manager Lisa Roberson, Finance Director Council Questions or Comments: Councilmembers Levitan, McLain, Boesch, Batos, Wilson, Vice Mayor Errington, and Mayor Ribble Public Comment: None | Adopted Resolution No. 2020-13 | Approve Resolution 2020-12 Naming the Lee County Supervisor of Elections as the Village ofEstero's Qualifying Official and authority for the Village Manager to enter into the attached agreement with the Lee County Supervisor of Elections, which is an expansion of the existing interlocal agreement between the parties. St",TD/SS,Accepted,https://your-website.com/estero-pdfs/07222020 Council Meeting Minutes.pdf
072617 Zoning and DRI Development Order Hearing Approved Minutes.pdf,"July 26, 2017",2017-07-26,Village Council,"US 41 and Williams Road, Estero, FL",9:30 am,2:07 pm,"Approved second reading and adopt Ordinance No. 2017-02 Approving Zoning and DRI Development Order Amendments for the Coconut Point Mixed Use Planned Development and Development of Regional Impact for Property Bounded by US 41 on the West, Williams Road on the North, Seminole Gulf Railroad Right-of-Way on the East and the Southern Boundary for the Village of Estero Limits, subject to all conditions and revisions, as stated in the ordinance. The conditions and deviations include, but are not limited to, an easement for public use of the lake which would include a pedestrian path and observation deck; enhanced landscaping in the median and roundabout in accordance with the Village's landscape design standards; a northbound right tum lane into the property; one point of ingress and egress, and the Village reserves the right to close or modify the Via CoconutNia Villagio entrance median opening if determined for traffic safety purposes. Village Council Meeting Final Action Agenda/Minutes - July 26, 2017 Page 4 ofS",SS,Accepted,https://your-website.com/estero-pdfs/072617 Zoning and DRI Development Order Hearing Approved Minutes.pdf
07262023 minutes.pdf,"July 26, 2023",2023-07-26,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,9:47 am,"Approved agenda | Approved the Consent Agenda | Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agreement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads | Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village",TD/CS,Accepted,https://your-website.com/estero-pdfs/07262023 minutes.pdf
080217 Council Meeting Approved Minutes.pdf,"August 2, 2017",2017-08-02,Village Council,"US 41 and Broadway Avenue, Estero, FL",9:30 am,12:25 pm,"Authorized Vice Mayor Ribble to participate via telecommunications | Agenda item 6 (g) Clarification of the Parks and Recreation Liaison Role was added to the agenda | Approved the agenda as revised | Approved the Consent Agenda | Adopted Resolution No. 2017-20 adopting the Capital Improvement Program for fiscal year 2017-2018 | Adopted Resolution No. 2017-21 | Resolution No. 2017-09 was continued | Approved release ofRFQ 2017-01, which solicits proposals for the Village's first Land Development Code | Approved First Amendment agreement extending the expiration date of the Local Option Gas Taxes Interlocal Agreement with Lee County to August 31, 2019 | Adopted Resolution No. 2017-22 authorizing the waiving of competitive bidding procedures and authorizing the Village Manager to execute an agreement with The Valuation Advisory Group, Inc. for professional property record and valuation services as required to comply with Generally Accepted Village Council Meeting Final Action Agenda/Minutes - August 2, 20 I 7 Page 7 of13 Accounting Principles (GAAP) and Governmental Accounting Standards Board (GASB) Statement No. 34 | Adopted Resolution No. 2017-23 Authorizing the Waiving of Competitive Bidding Procedures and Authorizing the Village Manager to Execute a Contract for Emergency Replacement of the Culvert, Abutments, and Related Ditching for the Stonnwater Conveyance System under Broadway Avenue West, near US 41, with a Contractor Chosen by Village Staff; and Providing an Effectiv",KH/CS,Accepted,https://your-website.com/estero-pdfs/080217 Council Meeting Approved Minutes.pdf
081015 Regular Meeting Approved Minutes.pdf,"August 10, 2015",2015-08-10,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/081015 Regular Meeting Approved Minutes.pdf
081716 Council Meeting Approved Minutes.pdf,"August 17, 2016",2016-08-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:55 am,"Approved the agenda as revised | Approved the Consent Agenda, revising the July 13, 2016 meeting minutes, correcting the word ""building"" to read ""buildings."" | Endorsed the revised Caloosahatchee Watershed Regional Water Management Issues White Paper, dated July 15, 2016, and authorized the Mayor to sign a letter indicating Council's endorsement | Adopted Resolution No. 2016-23 | Approved the request for the Mayor to sign a letter of support for the Edward Byrne Memorial Justice Assistance Grant (JAG) | Approved the agreement between the Village ofEstero and LaRue Planning & Management Services, Inc | Continued to next Council meeting. (h) Agreement between the Village ofEstero and Nancy Stroud of Lewis Stroud & Deutsch, PL Village Manager Sarkozy provided a brief explanation of the agreement. Vice Mayor Levitan noted that he had not found a better land use counsel than Ms. Stroud. Councilmember Ribble concurred. Village Attorney Saunders noted the following amendment to page 3, Section 11 - Compensation and Invoicing, 11.1: ""The hourly rate for Nancy Stroud is $225 per hour, except that travel time will be billed at one half the hourly rate."" Public Comment: None | Approved the agreement as amended, between the Village of Estero and Nancy Stroud of Lewis Stroud & Deutsch, PL, for continuing legal services related to land use matters, including legal assistance with the Comprehensive Plan | Adopted Resolution No. 2016-22 approving the vacation of an easement and right-of-way",SS,Accepted,https://your-website.com/estero-pdfs/081716 Council Meeting Approved Minutes.pdf
08292023 minutes.pdf,"August 29, 2023",2023-08-29,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",1:30 pm,1:56 pm,"Approved agenda | Approved Resolution 2023-20 waiving the provision of SECTION 5, NUMBER 2",TD/CS,Accepted,https://your-website.com/estero-pdfs/08292023 minutes.pdf
083116 Council Meeting Approved Minutes.pdf,"August 31, 2016",2016-08-31,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:36 pm,"Approved the agenda as revised | Approved the Consent Agenda | Adopted Ordinance No. 2016-10 as amended | Adopted Resolution No. 2016-21 | Moved to Workshops: agenda item 7 (a)(6) (d) Traffic Study Consultant Agreement Community Development Director Gibbs provided an explanation of the study and noted the lengthy time frame due to the traffic counts being conducted during ""season"" beginning with March 2017. Questions or Comments by: Councilmembers Wilson, Boesch, Errington, Brown, Vice Mayor Levitan, and Mayor Batos. Discussion included making certain that efforts were not duplicated with Lee County's traffic study; concern regarding left turns out of gated communities; unease going forward with some of the language in the agreement and the need for the Village to prepare a boilerplate agreement; and addition of the Trailside Drive shortcut to the study. Public Comment: None. Action: Continued to September 21, 2016 Council meeting. (e) Miscellaneous Professional Services (CN 2016-01) Consultants for Engineering Services Village Manager Sarkozy explained that the recommendation was to select all 14 consultants, which would provide flexibility. Questions or Comments by: Councilmembers Ribble, Wilson, and Vice Mayor Levitan. Village Council Meeting Final Action Agenda/Minutes - August 31, 2016 Page 4 of9 Discussion included confirming that the Village did not have a conflict of interest with any of the consultants; consideration of placing a temporary hold on firm number 1; and",SS,Accepted,https://your-website.com/estero-pdfs/083116 Council Meeting Approved Minutes.pdf
090315 Regular Meeting Approved Minutes.pdf,"September 3, 2015",2015-09-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/090315 Regular Meeting Approved Minutes.pdf
090617 Council Special Emergency Meeting Approved Minutes.pdf,"September 6, 2017",2017-09-06,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",4:00 am,Unknown,"Authorized Vice Mayor Ribble, Councilmember Levitan, and Councilmember Wilson to participate via teleconference | Adopted Resolution No. 2017-26 | Approved Disaster Recovery Services RFB 2017-03 award to CrowderGulf, LLC, and authorized the Village Manager to decide the standardized contract for that purpose | Approved Disaster Debris Monitoring RFB 2017-02 award to Rostan Solutions, LLC and authorized the Village Manager to decide the standardized contract for that purpose | Approved the Interlocal Agreement with Estero Fire Rescue for fire services | Approved the Interlocal Agreement with San Carlos Park Fire Protection & Rescue Services District for fire services",SS,Accepted,https://your-website.com/estero-pdfs/090617 Council Special Emergency Meeting Approved Minutes.pdf
090716 Council Meeting Approved Minutes.pdf,"September 7, 2016",2016-09-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:30 pm,6:24 pm,"Approved the agenda | Adopted Resolution No. 2016-26 | Adopted Resolution No. 2016-27 | Passed first reading of Ordinance No. 2016-11 | Passed first reading of Ordinance No. 2016-12 | Approved the Interlocal Agreement for Municipal Solid Waste Collection, Customer Services, Billing, and Disposal | Approved the Interlocal Agreement for a Disposal Facilities Assessment | Approved the Interlocal Agreement for Distribution of Local Option Gas Taxes | Approved the Interlocal Agreement for Providing Municipal Services",SS,Accepted,https://your-website.com/estero-pdfs/090716 Council Meeting Approved Minutes.pdf
09072023 minutes.pdf,"September 7, 2023",2023-09-07,Village Council,"Corkscrew Road and US 41, Estero, FL",5:05 pm,7:24 pm,"Approved Resolution 2023-16 | Approved Resolution 2023-17 | Approved agenda | Approved consent agenda | Approved Resolution 2023-21 | Approved Resolution 2023-22 | Approved of Supplemental Task Authorization 08 to Contract EC 2022-38 to Johnson Engineering to provide Corkscrew Road Landscaping Design & Permitting services to The Village of Estero for $214,500, approve a $21,400 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council | Approved Resolution 2023-19 | Approved award of Contract EC 2023-50 to Kisinger Campo & Associates (KCA) for Williams Road Widening Preliminary Engineering and Design services for $577,133, approve a $57,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council | Approved award Misc. Contractor Services contract EC 2019-66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6-12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the V",TD/CS,Accepted,https://your-website.com/estero-pdfs/09072023 minutes.pdf
09082022 minutes.pdf,"September 8, 2022",2022-09-08,Village Council,"Cypress Bend and Estero Bay Village, Estero, FL",5:30 pm,6:52 pm,"Approved Resolution No. 2022-23 | Approved Resolution No. 2022-24 | Approved agenda | Approved the Consent Agenda | Adopted Resolution No. 2022-25 | Approved Supplemental Task Authorization (STA)-28 under RFQ 2019-03 Miscellaneous Contractor Services to P & T Lawn and Tractor Service, Inc. for the engagement of a Contractor to construct and install a monument sign on Imperial Parkway (in the roadway median at the Village's southern limits approximately 645 feet south of Salerno Bay Road) at a total cost of $58,941.50, approve a contingency fund amount of $5,890 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council | Approved the Seminole Gulf Railway license agreement and approve payment of $131,400 in fees to Seminole Gulf Railway to secure the license agreement and authorize the Village Manager to execute the agreement on behalf of the Village Council | Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village M",TD/CS,Accepted,https://your-website.com/estero-pdfs/09082022 minutes.pdf
09092020 Council Meeting Minutes.pdf,"September 9, 2020",2020-09-09,Village Council,"Corkscrew Road and Estero Parkway, Estero, FL",5:30 pm,Unknown,"Approved the Agenda | Approved the Consent Agenda | Adopted Resolution No. 2020-15 | Adopted Resolution No. 2020-16 with the addition of budgeting an additional $35,000 for extra marine patrol on the Estero River and $10,000 to upgrade the audio equipment Village Council Chambers | Adopted Ordinance 2020-06 | Approved Change Order one to Contract No. EC 2018-50-STA3 for CEI services for Estero Parkway Roadway and Landscape Improvement Project. Authorize the Village Manager to execute the amendment and any other ancillary documents on behalf of the Council | Approved the modified Interlocal Agreement between Lee County and the Village of Estero for Corkscrew Road/Puente Lane Traffic Signal with the two corrections to the contract. Authorize the Mayor to execute this agreement on behalf of the Village of Estero Council including any minor revisions to the agreement requested by Lee County which do not alter the scope or intent of the agreement | Adopted Resolution No. 2020-17 | Adopted Resolution No. 2020-18, waived the competitive bidding procedure and approve the award of the lowest of three bids received electronically to Custom Earth Promos at a cost of $55,598.00",SS,Accepted,https://your-website.com/estero-pdfs/09092020 Council Meeting Minutes.pdf
09092021 Minutes.pdf,"September 9, 2021",2021-09-09,Village Council,"River Ranch Road, Estero, FL",5:30 pm,6:55 pm,"Motion to permit Councilmember Ward to participate remotely in Zoom Presentation | Approved agenda | Approved the consent agenda | Approved the Development Order with the additional modifications shown on the attached plan | Approved Supplemental Task Authorization (STA)-2 under RFQ 2019-03 Miscellaneous Contractor Services to Pavement Maintenance, LLC for the engagement of a Contractor to acquire and install bus benches at four (4) locations (Pine Tree Lane, Sherrill Lane, Leuttich Lane, and Poinciana Avenue) along BroadwayAvenue West at a total cost of $60,008.22, approve a contingency fund amount of $6,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the STA on behalf of the Village of Estero Council | Approved executing the attached contract with CW3 Engineering to provide River Ranch Road Improvement Design and Permitting services for a not to exceed contract amount of $552,245.00, approve a contingency fund amount of $55,200 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and Authorize the Village Manager to execute the with CW3 Engineering and any other related ancillary documents on behalf of the Village Council | Approved executing the attached contract with HighSpans to provide River Ranch Road Improvement project management services for a not to exceed contract amount of Village Council Minutes - Thursday, Septe",SS,Accepted,https://your-website.com/estero-pdfs/09092021 Minutes.pdf
09102025.pdf,"September 10, 2025",2025-09-10,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:05 pm,6:55 pm,Adopted Resolution No. 2025-14 | Adopted Resolution No. 2025-15 | Approved agenda | Approved consent agenda | Adopted Resolution No. 2025-13 and following adoption Motion to appoint the ASC members | Approved Agreement for Tourist Development Tax Funding FY 2025-2026 | Adopted Resolution No. 2025-16 | Approved agreement between Village of Estero and the Estero Forever Foundation for Happehatchee Complex property management activities | Approved the renewal of Forerunner floodplain management software for a period of two years 10/1/2025 through 9/30/2027 | Adopted Resolution No. 2025-21 | Approved Ordinance No. 2025-09,TD/CS,Accepted,https://your-website.com/estero-pdfs/09102025.pdf
09112024 minutes.pdf,"September 11, 2024",2024-09-11,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:05 pm,8:17 pm,Adopted Resolution No. 2024-16 | Adopted Resolution No. 2024-17 | Approved agenda | Approved consent agenda | Continued to second reading for future date to be determined by staff | Authorized the Village Manager to negotiate a fair and reasonable Agreement with the top ranked firm | Approved the Interlocal Agreement Between the Village of Estero and Lee County Utilities (LCU) for Relocation and/or Replacement of LCU Infrastructure Cost Reimbursement and authorize the Village Manager to sign the Interlocal Agreement for the Village and submit it to Lee County for final approval and recording | Adopted Ordinance No. 2024-10,TD/CS,Accepted,https://your-website.com/estero-pdfs/09112024 minutes.pdf
091615 Regular Meeting Approved Minutes.pdf,"September 16, 2015",2015-09-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/091615 Regular Meeting Approved Minutes.pdf
091715 Workshop Approved Minutes.pdf,"September 17, 2015",2015-09-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/091715 Workshop Approved Minutes.pdf
09172025.pdf,"September 17, 2025",2025-09-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:05 pm,5:43 pm,"Adopted Resolution No. 2025-18 | Adopted Resolution No. 2025-19 | Approved agenda | Approved consent agenda | Adopted Resolution No. 2025-20 | Adopted Resolution No. 2025-22 | Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering | Passed first reading of Ordinance No. 2025-10 and set second reading for October 1, 2025",TD/CS,Accepted,https://your-website.com/estero-pdfs/09172025.pdf
09182024 minutes.pdf,"September 18, 2024",2024-09-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:05 pm,6:25 pm,"Adopted Resolution No. 2024-18 with the Mill rate 0.7300 | Approved a Premier Membership of $649 to the Estero Chamber of Commerce | Adopted Resolution No. 2024-19 | Approved agenda | Approved consent agenda | Passed first reading and schedule second reading for October 2, 2024",TD/CS,Accepted,https://your-website.com/estero-pdfs/09182024 minutes.pdf
092017 Council Meeting Approved Minutes.pdf,"September 20, 2017",2017-09-20,Village Council,"01 Estero Parkway, Estero, FL",9:30 am,1:48 pm,"Authorized Councilmember Levitan to attend the upcoming Board of Lee County Commissioners meeting and provide verbal input regarding development in the DRGR | Approved the agenda with the addition of Council Liaison Assignments as agenda item 5 (f) | Approved the Consent Agenda | Approved placement of full-page articles in Estero Life Magazine, beginning with the October 1, 2017 issue through September 30, 2018 | Approved the content of the bid package and authorized the advertisement for competitive solicitation ofRFB 2017-05 Mowing for Village ofEstero Roadways, Step One - Qualifications and Step Two - Pricing | Approved the content of the bid package and authorized the advertisement for competitive solicitation ofRFB 2017-07 for Miscellaneous R.O.W. Work for the Village of Estero Right-of-Ways | (1) Concurred with the ranking of consultants for CN 2017-01 Estero Parkway Roadway/ Landscape Design & Estero Roadways Landscape Master Plan as follows: Number 1 - Agnoli, Barber & Brundage; Number 2 - Kimley-Hom; Number 3 -T.Y. Lin; Number 4-DRMP; (2) Authorized staff to negotiate a contract with the Number 1 ranked firm, Agnoli, Barber & Brundage to provide professional consulting services for the roadway/landscape design for improvements to Estero Parkway | Tabled until the next meeting. 6. PUBLIC COMMENT ON NON-AGENDA ITEMS: Gary Israel asked regarding a possible shelter for a citizen with a pet. Discussion followed related to shelters in Estero. Village Council Meeting Final",SS,Accepted,https://your-website.com/estero-pdfs/092017 Council Meeting Approved Minutes.pdf
092116 Council Meeting Approved Minutes.pdf,"September 21, 2016",2016-09-21,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:30 pm,6:25 pm,"Approved the agenda | Approved the Consent Agenda | Adopted Resolution No. 2016-28, as amended | Adopted Resolution No. 2016-29 | Adopted Ordinance No. 2016-11 | Adopted Ordinance No. 2016-12, as amended | Adopted Resolution No. 2016-24 | Authorized the Mayor to sign letters to Congressman Curt Clawson and Senator Bill Nelson, supporting key pieces oflegislation | Adopted Resolution No. 2016-25",SS,Accepted,https://your-website.com/estero-pdfs/092116 Council Meeting Approved Minutes.pdf
09212022 minutes.pdf,"September 21, 2022",2022-09-21,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",3:30 pm,4:34 pm,"Approved agenda | Approved the Consent Agenda | Adopted Resolution No. 2022-22 | Adopted Resolution No. 2022-29 | Passed first reading of Ordinance No. 2022-09 and set second reading and public hearing for October 5, 2022 | Passed first reading of Ordinance No. 2022-10 and set second reading and public hearing for October 5, 2022 | Passed first reading of Ordinance No. 2022-11 and set second reading and public hearing for October 5, 2022 | Passed first reading of Ordinance No. 2022-12 and set second reading and public hearing for October 5, 2022 | Approved Resolution No. 2022-27 with the Mill rate .75 | Approved Resolution No. 2022-28 | Approved Ordinance No. 2022-06 | Approved Ordinance No. 2022-07",TD/CS,Accepted,https://your-website.com/estero-pdfs/09212022 minutes.pdf
09222021 minutes.pdf,"September 22, 2021",2021-09-22,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,7:04 pm,"Motion to permit Councilmember Ward to participate remotely in Zoom Presentation | Approved agenda with the correction of the typo in 8a | Approved the Consent Agenda | Approved the contracts with Ronald L. Book, P.A. (annual cost: $35,000) and JEJ & Associates, Inc. (annual cost: $36,000) to provide professional State Legislative and Executive Branch Lobbying Services for a one-year period. Grant the Village Manager the authority to renegotiate and execute the renewal of these contracts for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $7,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contracts on behalf of the Village of Estero Council | Authorized staff through the Village Manager to dispose of, or donate, the inoperable computers that remain in Village possession. Grant the Village Manager the authority to execute any ancillary documents related to the responsible disposal of computer equipment on behalf of the Village of Estero Council | Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount",TD/CS,Accepted,https://your-website.com/estero-pdfs/09222021 minutes.pdf
09222023 minutes.pdf,"September 20, 2023",2023-09-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:05 pm,7:20 pm,"Approved Resolution No. 2023-23 with the Mill rate 0.7400 | Approved Resolution No. 2023-24 | Approved agenda | Approved consent agenda | Approved Council appropriation up to $10,000 for 2023 Veteran Day event | Approved the engagement for Horizon Solutions Group, Inc. between the Village of Estero and Horizon Solutions Group, Inc and authorize the Village Manager to execute the engagement documents on behalf of the Village of Estero Council",TD/CS,Accepted,https://your-website.com/estero-pdfs/09222023 minutes.pdf
09232015 minutes.pdf,"September 23, 2015",2015-09-23,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/09232015 minutes.pdf
09232020 Council Meeting Minutes.pdf,"September 23, 2020",2020-09-23,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:30 pm,Unknown,Approved the Agenda with the deletion of 7b | Approved the Consent Agenda | Adopted Resolution No. 2020-20 | Adopted Resolution No. 2020-21 | Adopted Resolution No. 2020-19 | Approved the Interlocal Agreement with Lee County for CARES Act Reimbursement Funding,SS,Accepted,https://your-website.com/estero-pdfs/09232020 Council Meeting Minutes.pdf
092617 Council Special Meeting Budget Hearing Approved Minutes.pdf,"September 26, 2017",2017-09-26,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:30 pm,6:42 pm,Approved Councilmember Batos to participate in the meeting via teleconference | Agenda Item l0(a) - Council Rules of Procedure Workshop was moved to Agenda Item 5( c) under Action Items | Approved the agenda as amended | Adopted Resolution No. 2017-24 | Adopted Resolution No. 2017-25 | Approved the Interlocal Agreement with Lee County for Natural Resources Services | Adopted the list of Liaison Assignments to Outside Organizations and Areas of Strategic Concern as amended,SS,Accepted,https://your-website.com/estero-pdfs/092617 Council Special Meeting Budget Hearing Approved Minutes.pdf
