Filename,Meeting Date,ArcGIS_Date,Meeting Type,Location,Start Time,End Time,Action Taken,Staff Code,Status,Document_Link
041015 Workshop Minutes.pdf,"April 10, 2015",2015-04-10,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/041015 Workshop Minutes.pdf
04132022 minutes.pdf,"April 13, 2022",2022-04-13,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",10:00 am,10:40 am,Approved agenda,TD/CS,Accepted,https://your-website.com/estero-pdfs/04132022 minutes.pdf
04162025.pdf,"April 16, 2025",2025-04-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:42 am,"Approved agenda | Approved consent agenda | Approved Progress Report on Local Mitigation Strategy for inclusion in the Village's recertification to the Insurance Services Office (ISO), Verisk Analytics | Approved award of Contract 25028 with APTIM to prepare the Village of Estero Vulnerability Assessment for $425,500, approve a $42,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council | Approved award of Contract 25029 with Suffolk Construction to provide construction manager as risk services for the Estero SportsPark, approve pre-construction services as described in the contract for $4,743,487, approve a $470,000 contingency for additional services that may be required to complete preconstruction services, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, except for Guaranteed Maximum Price Amendments, which will be approved by Village Council, at a later date | Approved awards of landscaping, mowing and irrigation services for Village roadways for Mainscape, Inc., in an amount not to exceed $1,432,600 annually, and to P & T Lawn & Tractor, for an amount not to exceed $581,107 annually | Approved Ordinance No. 2025-03",TD/CS,Accepted,https://your-website.com/estero-pdfs/04162025.pdf
04172015 minutes.pdf,"April 17, 2015",2015-04-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/04172015 minutes.pdf
04172024 minutes.pdf,"April 17, 2024",2024-04-17,Village Council,"Sandy Lane, Estero, FL",9:30 am,11:03 am,"Approved agenda | Approved consent agenda | Approved EC 2024-06 STA-05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council, and to approve and execute any subsequent amendments which do not require an increase in the not to exceed budget (with contingency) | Approved the Assignment and Amendment of the License Agreement for Sandy Lane Right of Way Occupation, Drainage Pipe Construction and Maintenance agreement with Seminole Gulf Railway and authorize the Village Manager to execute the agreement on behalf of the Village Council | Approved continuance to May 1, 2024",TD/CS,Accepted,https://your-website.com/estero-pdfs/04172024 minutes.pdf
041917 Council Meeting Approved Minutes.pdf,"April 19, 2017",2017-04-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:26 pm,"Approved the agenda as revised | Approved the Consent Agenda | Accepted the audit report | Appointed Robert King to fill the unexpired term of Ned Dewhirst; term expiration date of3/31/2018 | Approved the vacation of part of a drainage easement for Estero Veterinary Clinic and adopted Resolution No. 2017-10 | Approved the request for reimbursement in the amount of $2,869.47 | Supported Option B and the lease agreement will be brought back to the next Council meeting",SS,Accepted,https://your-website.com/estero-pdfs/041917 Council Meeting Approved Minutes.pdf
04192023  minutes.pdf,"April 19, 2023",2023-04-19,Village Council,"1 Estero Parkway, Estero, FL",9:30 am,11:25 am,"Approved agenda with combining 4a into 8a, 8b, and 8c | Approved the Consent Agenda | Adopted Resolution No. 2023-09 | Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council | Approved the consultants ranking for Williams Road Widening Preliminary Design and Engineering Project as follows: Number 1 - Kisinger Campo & Associates; Number 2 - Q. Grady Minor & Associates; Number 3 - Kimley-Horn and Associates, authorize staff to negotiate a contract with the Number 1 ranked firm, Kisinger Campo & Associates, to provide professional consulting services for the Williams Road Widening Preliminary Design and Engineering Project | Approved the revised Hagerty Consulting, Inc. contract and authorize the Village Manager to execute the contract document on behalf of the Village of Estero Council. Grant the Village Manager the authority to renegotiate and execute the renewal of this contract for four additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero",TD/CS,Accepted,https://your-website.com/estero-pdfs/04192023  minutes.pdf
042016 Council Meeting Approved Minutes.pdf,"April 20, 2016",2016-04-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:22 am,"Approved the agenda | Approved the Consent Agenda | Accepted Roger Strelow's resignation, with thanks from the Council for all of his service, past and present, and accepted his offer to remain on the Board until appointment of a new Board Member",SS,Accepted,https://your-website.com/estero-pdfs/042016 Council Meeting Approved Minutes.pdf
04202022 minutes.pdf,"April 20, 2022",2022-04-20,Village Council,"Corkscrew Road and Williams Road, Estero, FL",9:30 am,10:57 am,"Approved motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda with the deletion of Action Item 7e | Approved the Consent Agenda | Adopted Resolution No. 2022-08 to purchase the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue | Amendment One to Contract No. EC 2020-31 for Estero on the River Structure Demolition and updating contract to keep structure #6, the bomb shelter | Approved the contract EC 2020-48 STA 10 with CW3 Engineering to provide design and permitting services for the Williams Road Bicycle/Pedestrian Improvements Project in the amount of $358,790, approve a contingency fund amount of $36,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract with CW3 Engineering and any other related ancillary documents on behalf of the Village Council | Approved Ben Hill Griffin Parkway Improvements contracts with Bruce Howard and Associates under EC2020-42 STA - 07 and CW3 Engineering under EC2020-48 STA - 09 to perform landscape architecture and engineering services for the proposed improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway",TD/CS,Accepted,https://your-website.com/estero-pdfs/04202022 minutes.pdf
04212021 minutes.pdf,"April 21, 2021",2021-04-21,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:40 pm,"Approved to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda | Approved the Consent Agenda | Approved the Interlocal Agreement and forward to Lee County Port Authority for their approval and signature | Approved Resolution 2021-13 | Passed First Reading and set Second Reading for May 5, 2021 at 9:30 a.m | Approved Ordinance 2021-03",TD/CS,Accepted,https://your-website.com/estero-pdfs/04212021 minutes.pdf
042417 Council Organizational Business Meeting Approved Minutes.pdf,"April 24, 2017",2017-04-24,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",8:30 am,12:40 pm,No action found,SS,Accepted,https://your-website.com/estero-pdfs/042417 Council Organizational Business Meeting Approved Minutes.pdf
04242015 minutes.pdf,"April 24, 2015",2015-04-24,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",10:00 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/04242015 minutes.pdf
05012024 minutes.pdf,"May 1, 2024",2024-05-01,Village Council,"Williams Road and Sandy Lane, Estero, FL",9:30 am,12:35 pm,"Approved agenda with noting a replacement of Resolution for 7(e), 2024-08 that has been added to the desk packet as the consultants recommended more detailed language to the resolution but the substance has not changed | Approved consent agenda | Approved Construction Manager at Risk agreement between Village of Estero and Manhattan Construction, Inc. for Williams Road and Atlantic Gulf Blvd Intersection Project and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary, except for the Guaranteed Maximum Price amendment, which will be approved by Council, at a later date | Approved Construction Manager at Risk agreement between Village of Estero and Chris-Tel Construction, Inc. for the Sandy Lane Bike/Ped Improvements Project and to authorize the Village Manager to execute the agreement with an effective date of July 1, 2024 and any related documents or amendments as may be necessary, except for the Guaranteed Maximum Price amendment, which will be approved by Council, at a later date | Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants | Adopted Resolution No. 2024-07 | Approved Resolution No. 2024-08 authorizing the Village Manager to perform various duties including accepting and authorizing CDBG-DR grants from HUD and administered by Lee County | Approved Resolution No",TD/CS,Accepted,https://your-website.com/estero-pdfs/05012024 minutes.pdf
050317 Council Meeting Approved Minutes.pdf,"May 3, 2017",2017-05-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,1:17 pm,"Approved the agenda as revised, adding agenda item 5 (e) | Approved the Consent Agenda | Approved the proposed lease amendment | Adopted the Village Council Liaison Assignments and Areas of Strategic Concern as revised | Adopted Resolution No. 2017-11, as amended | Continued the agenda item to May 31, 2017 | Accepted Councilmember Brown's resignation with regret",SS,Accepted,https://your-website.com/estero-pdfs/050317 Council Meeting Approved Minutes.pdf
05032023 minutes.pdf,"May 3, 2023",2023-05-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:50 am,"Approved agenda | Approved the Consent Agenda | Approved the award of Supplemental Task Authorization 05 to Contract EC 2022-21 to Banks Engineering, Inc. for the See See Street Utility Expansion Design and Permitting of $240,500, approve a $24,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council | Approved Village Staff's recommendation to select all three firms, Atkins, Legacy Professional Solutions and RVi Planning + Landscape Architecture, to provide supplemental staffing to the Village of Estero and authorize staff to negotiate contracts with one or more of the firms to provide supplemental staffing | Approved Resolution No. 2023-10 | Passed first reading of Ordinance No. 2023-05 and set second reading for May 17, 2023",TD/CS,Accepted,https://your-website.com/estero-pdfs/05032023 minutes.pdf
050416 Council Meeting Approved Minutes.pdf,"May 4, 2016",2016-05-04,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:43 am,"Approved the agenda as revised by updated agenda provided, adding agenda item 8 (c) | Approved the Consent Agenda | Approved first reading of Ordinance No. 2016-05 and advanced to second reading on May 18, 2016 | Awarded RFQ 2016-01 - Comprehensive Plan to LaRue Planning & Management Services, Inc. and authorized the Village Manager, with the assistance of staff, to negotiate a contract to be reviewed by Council at a later date",SS,Accepted,https://your-website.com/estero-pdfs/050416 Council Meeting Approved Minutes.pdf
05042022 minutes.pdf,"May 4, 2022",2022-05-04,Village Council,"US 41 and Williams Road, Estero, FL",9:30 am,10:57 am,"Approved agenda | Approved the Consent Agenda | Approve Misc. Contractor Services contract EC 2019-66 STA 21 with P & T Lawn & Tractor Services for $109,872 to replace trees along US 41 and provide additional landscape maintenance work on medians 22-24, approve a contingency fund amount of $11,000 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council | Approved Misc. Contractor Services contract EC 2019-59 STA 08 with Cougar Contracting, LLC for $52,815 for the repair of sidewalks along Via Coconut Point and Williams Road, approve a contingency fund amount of $5,300 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council | Approved Resolution No. 2022-07 which amends Resolution No. 2015-68 | Passed first reading of Ordinance 2022-02 and set second reading for May 18, 2022",TD/CS,Accepted,https://your-website.com/estero-pdfs/05042022 minutes.pdf
05052021 minutes.pdf,"May 5, 2021",2021-05-05,Village Council,"Coconut Road, Estero, FL",9:30 am,12:31 pm,"Approved motion to move 6a to the May 19th or June 2nd meeting and approve agenda | Approved the Consent Agenda | Approved the acceptance of North Commons Drive from Coconut Road to Pelican Colony Boulevard for maintenance as a Village-maintained road, issue impact fee credits in the amount of $325,000 upon acceptance of the road, and approve Resolution No. 2021-11 as modified to include landscaping, and revision to the end of Section 2 to add language ""including a letter issuing impact fee credits"" | Approved council liaison assignments | Approved Ordinance No. 2021-05 | Approved Ordinance No. 2021-06",TD/CS,Accepted,https://your-website.com/estero-pdfs/05052021 minutes.pdf
05072025.pdf,"May 7, 2025",2025-05-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:36 pm,"Approved agenda | Approved consent agenda | Approved sending notification letter and affidavit signed by Mayor to Florida Department of Commerce | Approved the award of Contract 25035 with LandDesign, Inc. to prepare the Village of Estero Eco-Historic planning study for $430,000, approve a $43,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council | Approved the award of landscaping, mowing and irrigation services for Village roadways for P & T Lawn & Tractor, for an amount not to exceed $2,896,517.52 annually, approve a $200,000 Contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the purchase order and other additional implementing documents on behalf of the Village of Estero Council | Approved awards of landscaping, mowing and irrigation services for Village roadways for Mainscape, Inc., in an amount not to exceed $1,432,600 annually, and to P & T Lawn & Tractor, for an amount not to exceed $581,107 annually | Approved GMP Addendum 2 for contract EC 2024-12 CMAR for Wright Construction to complete the site work and utility installation for the Estero Entertainment Campus for $ 9,536,910 and authorize the Village Manager to sign the contract and other additional implementation documents within the scop",TD/CS,Accepted,https://your-website.com/estero-pdfs/05072025.pdf
05082015 minutes.pdf,"May 8, 2015",2015-05-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/05082015 minutes.pdf
051517 Council Meeting Approved Minutes.pdf,"May 15, 2017",2017-05-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/051517 Council Meeting Approved Minutes.pdf
05152015 minutes.pdf,"May 15, 2015",2015-05-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/05152015 minutes.pdf
05152024 minutes.pdf,"May 15, 2024",2024-05-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:17 pm,"Approved agenda with the deletion of the Financial Reports from the Consent Agenda and will be presented June 5th Council meeting | Approved consent agenda | Approved Resolution No. 2024-05 | Approved the Village Manager to execute the High-5 Public Improvement Agreement | Approved that Wright Construction Group is granted a Notice to Proceed on their phase 1 construction costs based on GMP#1 | Passed First Reading of Ordinance No. 2024-06 and set second reading for June 5, 2024",TD/CS,Accepted,https://your-website.com/estero-pdfs/05152024 minutes.pdf
051717 Council Meeting Approved Minutes.pdf,"May 17, 2017",2017-05-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/051717 Council Meeting Approved Minutes.pdf
05172023  minutes.pdf,"May 17, 2023",2023-05-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:24 am,"Approved agenda with the deletion of 12(b) from the agenda | Approved the Consent Agenda | Approved the Agreement for Sale of Mitigation Bank Credits with Corkscrew Mitigation, LLC for 0.83 credits at a cost of $157,700, and authorize the Village Manager to sign the agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero Council | Passed second reading of Ordinance No. 2023-05",TD/CS,Accepted,https://your-website.com/estero-pdfs/05172023  minutes.pdf
051816 Council Meeting Approved Minutes.pdf,"May 18, 2016",2016-05-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,"Approved the agenda, with a revision to address Agenda Item 4 (b)(l) prior to 4 (a)(l) | Approved the Consent Agenda | Adopted Ordinance No. 2016-05, amending the Commercial Planned Development Zoning Resolution No. Z-09-037, Section 2.B, as revised by including a statement that this approval is unique to this particular petition and is not to be considered a precedent in other matters | Approved first reading of Ordinance No. 2016-06 and advanced to second reading and public hearing on June 1, 2016 | Adopted Resolution No. 2016-10 establishing a Village Credit Card Account with SunTrust | Awarded RFP 2016-01 - Village Traffic Study to Kimley-Horn and authorized the Village Manager, with the assistance of staff, to negotiate a contract to be reviewed by Council at a later date | Approved the letter of support to be sent to Office of Environmental Services Division of State Lands, Department of Environmental Protection as revised with the language suggested by Mayor Batos | No one on the Council shall participate in discussions about the issues involving roads and continuation of the Interlocal Agreement in the second budget year, except for the Village Manager, until the Council has had a public discussion/workshop and Council decides to delegate authority to one Councilmember",SS,Accepted,https://your-website.com/estero-pdfs/051816 Council Meeting Approved Minutes.pdf
05182022 minutes.pdf,"May 18, 2022",2022-05-18,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,N/A,Meeting Cancelled,TD/CS,Cancelled,https://your-website.com/estero-pdfs/05182022 minutes.pdf
05192021 minutes.pdf,"May 19, 2021",2021-05-19,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:44 am,Approved agenda | Approved the Consent Agenda | Approved the final plat,TD/CS,Accepted,https://your-website.com/estero-pdfs/05192021 minutes.pdf
052015 Regular Meeting Minutes.pdf,"May 20, 2015",2015-05-20,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/052015 Regular Meeting Minutes.pdf
05212025.pdf,"May 21, 2025",2025-05-21,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:36 am,"Approved agenda | Approved consent agenda | Adopted Resolution No. 2025-04 | Approved Zoning Resolution No. 2025-07 | Approved Resolution No. 2025-08 | Adopted the Second Amendment | Adopted the Resolution No. 2025-09 | Passed first reading and schedule second reading for June 4, 2025",TD/CS,Accepted,https://your-website.com/estero-pdfs/05212025.pdf
052416 Council Workshop Meeting Approved Minutes.pdf,"May 24, 2016",2016-05-24,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",5:30 pm,7:32 pm,No action found,SS,Accepted,https://your-website.com/estero-pdfs/052416 Council Workshop Meeting Approved Minutes.pdf
052417 Council Meeting Approved Minutes.pdf,"May 24, 2017",2017-05-24,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:55 pm,The Comprehensive Plan amendment as proposed will not be transmitted | Continued the request to a time uncertain,SS,Accepted,https://your-website.com/estero-pdfs/052417 Council Meeting Approved Minutes.pdf
05262021 minutes.pdf,"May 26, 2021",2021-05-26,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:55 am,Approved to permit Councilmember Fiesel to participate remotely in Zoom Presentation and to excuse Councilmember Wilson from the meeting today | Approved agenda | Approved the first reading of the ordinance and to transmit the Comprehensive Plan Amendment request to the State reviewing agencies with staff's recommended language,TD/CS,Accepted,https://your-website.com/estero-pdfs/05262021 minutes.pdf
053117 Council Meeting Approved Minutes.pdf,"May 31, 2017",2017-05-31,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,1:11 pm,Approved the agenda | Passed second reading of Ordinance No. 2017-06,SS,Accepted,https://your-website.com/estero-pdfs/053117 Council Meeting Approved Minutes.pdf
060116 Council Meeting Approved Minutes.pdf,"June 1, 2016",2016-06-01,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:31 am,10:50 am,"Approved the agenda | Approved the Consent Agenda | Approved Ordinance No. 2016-06 | Approved first reading of Ordinance No. 2016-07 and advanced to second reading and public hearing on June 22, 2016 | Adopted Resolution No. 2016-11 | Adopted Resolution No. 2016-12 | Adopted Resolution No. 2016-13",SS,Accepted,https://your-website.com/estero-pdfs/060116 Council Meeting Approved Minutes.pdf
06012022 minutes.pdf,"June 1, 2022",2022-06-01,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:54 am,"Approved agenda | Approved the Consent Agenda | Approved a Joint Resolution with Lee County for participation in CDBG and related Programs, authorize Mayor to sign and forward to Lee County | Approved termination as of June 1, 2022, CN 2020-01 Miscellaneous Professional Services to allow for the immediate use of the firms approved under CN 2022-06 | Approved the recommendation of the evaluation committee to select all 36 consulting firms that submitted Letters of Interest under CN 2022-06, for a contract period of three (3) years (with the option at Council's discretion to renew the agreements, in whole or in part, for a renewal term or terms not to exceed the initial agreement term of 3 years) commencing on June 1, 2022. The firms are listed on Attachment 1 | Authorized the Village Manager to execute agreements for individual projects as needed at or below $50,000 (contracts in excess of $50,000 will require Village Council approval) | Passed Ordinance 2022-03",TD/CS,Accepted,https://your-website.com/estero-pdfs/06012022 minutes.pdf
06022021 minutes.pdf,"June 2, 2021",2021-06-02,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:26 am,"Approved agenda with the addition of 7(c) - Letter to Lee County Visitor & Convention Bureau and 7(d) U.S. Army Corps of Engineers | Approved the consent agenda | Approved award of Supplemental Task Authorization (STA) - 04 Contract EC 2020-42 to Bruce Howard & Associates under the Village's Misc. Service Contract CN 2020-01 in the amount of $60,000, approve award of Supplemental Task Authorization (STA) - 03 Contract EC 2020-67 to RWA Engineering under the Village's Misc. Service Contract CN 2020-01 in the amount of $11,700, approve a contingency fund amount of $7,200 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the Supplemental Task Authorization and any other related ancillary documents on behalf of the Village of Estero Council | Approved the selection of Provion Inc. as the consultant of record under Request for Information No. RFI 2020-02 Community Development Software Consultant and authorize the Village Manager to negotiate and execute a contract on behalf of the Village of Estero Council for a not-to-exceed amount of $250,000 which covers an approximate time period of 18 months and approve a contingency fund amount of $25,000 (an amount equal to 10% of the total contract cost) to cover unforeseen circumstances which may occur, and approve Resolution 2021-14 | Approved the motion to support The Estero Council of Community Leaders (ECCL) to apply for a grant from the L",TD/CS,Accepted,https://your-website.com/estero-pdfs/06022021 minutes.pdf
060315 Regular Meeting Approved Minutes.pdf,"June 3, 2015",2015-06-03,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/060315 Regular Meeting Approved Minutes.pdf
06042025.pdf,"June 4, 2025",2025-06-04,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",4:30 pm,7:10 pm,"Approved agenda | Approved consent agenda | Passed first reading of Ordinance No. 2025-05 and set second reading for June 18, 2025 | Passed first reading of Ordinance No. 2025-04 and set second reading for July 2, 2025 | Passed first reading of Ordinance No. 2025-06 and Set Public Hearing and Second Reading for June 18, 2025 | Passed first reading of Ordinance No. 2025-08 and Set Public Hearing and Second Reading for June 18, 2025 | Approved continuance to July 2, 2025 for Condition 10 only",TD/CS,Accepted,https://your-website.com/estero-pdfs/06042025.pdf
06052024 minutes.pdf,"June 5, 2024",2024-06-05,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:35 am,"Approved agenda | Approved consent agenda | Approved the ranking of construction management firms for RFP 2024-04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm | Approved the ranking of construction management firms for RFP 2024-02 as recommended by the Village of Estero's selection committee. 1- Manhattan Construction, 2-Wright Construction, 3-Chris Tel Construction, 4-Seagate Development Group, 5 Brooks & Freund, and authorize Village Staff to negotiate a contract with the top ranked firm | Approved the ranking of construction management firms for RFP 2024-03 as recommended by the Village's selection committee. 1 - Wright Construction, 2 - AIM Construction, 3 - Chris Tel Construction, 4 - American Infrastructure Services, and authorize Village Staff to negotiate a contract with the top ranked firm | Passed first reading and schedule second reading for June 19, 2024 | Passed Second Reading of Ordinance No. 2024-06",TD/CS,Accepted,https://your-website.com/estero-pdfs/06052024 minutes.pdf
060717 Council Meeting Approved Minutes.pdf,"June 7, 2017",2017-06-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:33 pm,Approved the agenda | Approved the Consent Agenda | Adopted Resolution No. 2017-13 | Adopted Resolution No. 2017-14 | Adopted Resolution No. 2017-15 | Approved (1) Waiver to competitive bidding procedures; and (2) Agreement with J.R. Evans Engineering for continuing consulting services related to the Village's participation in the National Flood Insurance Program (NFIP) and Community Rating System (CRS) program,SS,Accepted,https://your-website.com/estero-pdfs/060717 Council Meeting Approved Minutes.pdf
06072023  minutes.pdf,"June 7, 2023",2023-06-07,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,11:24 am,"Approved agenda | Approved the Consent Agenda | Approved the Vieste, LLC Agreement | Approved Village Staff's recommendation to select two firms, Hagerty Consulting and Anser Advisory Consulting, LLC to provide Grant Management Services to the Village of Estero, authorize the Village Manager to execute the attached contracts with Hagerty Consulting and Anser Advisory Consulting, LLC. to provide professional Grant Management Services for a one-year period at the rates listed in the contracts, and authorize the Village Manager to renegotiate and execute the renewal of this contract for four additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero | Approved Supplemental Staffing Contract with RVi and Supplemental Task Authorization No. 01 to the Contract for Landscape Maintenance Inspections Services for $60,000, approve a $6,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the Contract, STA, and other additional implementing documents within the scope of the Contract and STA on behalf of the Village of Estero Council | Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 2023 | Moved Capital Improvement Hearing and Resolution 2023-11 on to second public hearing on June 21, 2023",TD/CS,Accepted,https://your-website.com/estero-pdfs/06072023  minutes.pdf
060816 Council Workshop Approved Minutes.pdf,"June 8, 2016",2016-06-08,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,12:07 pm,Approved the revised agenda,SS,Accepted,https://your-website.com/estero-pdfs/060816 Council Workshop Approved Minutes.pdf
06152022 minutes.pdf,"June 15, 2022",2022-06-15,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,1:46 pm,"Approved motion to permit Councilmember Wilson to participate remotely in Zoom Presentation | Approved agenda | Approved the Consent Agenda | Approved the contract with N. Harris Computer Corporation to provide ""CityView"" software for Community Development for an estimated cost of $397,379, approve a contingency fund amount of $49,153 (an amount equal to 15% of the total project cost minus annual fees) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract including revisions resulting from final negotiations and related documents including annual renewal (maintenance) fee on behalf of the Council | Approved Resolution No. 2022-11 | Approved Resolution No. 2022-17 | Passed first reading of Ordinance No. 2022-04 and set second reading for July 6, 2022 | Passed Ordinance No. 2022-02",TD/CS,Accepted,https://your-website.com/estero-pdfs/06152022 minutes.pdf
06162021 minute.pdf,"June 16, 2021",2021-06-16,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,10:38 am,"Approved agenda with the deletion of 6(b) | Approved the consent agenda | Approved award of Contract to Woodard & Curran in the amount of $159,000. Also approve a contingency fund amount of $15,900 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur. Authorize the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council | Passed Ordinance 2021-04 | Passed Ordinance 2021-08",TD/CS,Accepted,https://your-website.com/estero-pdfs/06162021 minute.pdf
061715 Regular Meeting Approved Minutes.pdf,"June 17, 2015",2015-06-17,Village Council,"9401 Corkscrew Palms Circle, Estero, FL 33928",9:30 am,Unknown,No action found,N/A,Accepted,https://your-website.com/estero-pdfs/061715 Regular Meeting Approved Minutes.pdf
