ProjectName,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType
Corkscrew Road,Village Council,Regular Meeting,Village Council,2023-06-21,2023-06-21,2023,Accepted,986,5,Vote,8801 Corkscrew Road Structure Demolition - RFB 2023-04,"8801 Corkscrew Road Structure Demolition - RFB 2023-04. Action: Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cos",,,Detected,,RFB 2023-04,,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,1.0,TD/CS,06212023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Regular Meeting,Village Council,2023-06-21,2023-06-21,2023,Accepted,988,7,Contract Approval,8801 Corkscrew Road Debris Removal - EC 2023-21 Amendment 1,"8801 Corkscrew Road Debris Removal - EC 2023-21 Amendment 1. Action: Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council","Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council","Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council","Approved award Amendment 1 to Contract EC 2023-21 to mulch all debris and downed trees located at 8801 Corkscrew Road for $11,886.89 and authorize the Village Manager to sign the contract amendment and other additional implementing documents within the scope of the contract amendment on behalf of the Village of Estero Council",,,Detected,,EC 2023-21,,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,1.0,TD/CS,06212023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Regular Meeting,Village Council,2023-06-21,2023-06-21,2023,Accepted,1377,5,Resolution,"Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demoliti","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that...","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the Village Manager is not to move forward with the demolition until further direction from Council. Additionally, Resolution No. 2023-02 was clarified to correct the date of execution from March 15, 2023, to February 15, 2023 due to error","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the Village Manager is not to move forward with the demolition until further direction from Council. Additionally, Resolution No. 2023-02 was clarified to correct the date of execution from March 15, 2023, to February 15, 2023 due to error","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council with the instructions that the Village Manager is not to move forward with the demolition until further direction from Council. Additionally, Resolution No. 2023-02 was clarified to correct the date of execution from March 15, 2023, to February 15, 2023 due to error",,,Detected,Council. Additionally,RFB 2023-04,,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,1.0,ON/CO,06212023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Regular Meeting,Village Council,2023-10-18,2023-10-18,2023,Accepted,1036,4,Vote,8801 Corkscrew Road Structure Demolition - RFB 2023-04,"8801 Corkscrew Road Structure Demolition - RFB 2023-04. Action: Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cos","Approved award of Request for Bids No. RFB 2023-04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cos",,,Detected,,RFB 2023-04,,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,1.0,TD/CS,10182023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/10182023%20minutes.pdf,AgendaItemLocation
Williams Road Improvements,Village Council,Regular Meeting,Village Council,2022-04-06,2022-04-06,2022,Accepted,814,7,Resolution,"Resolution No. 2022-06 a Resolution Approving a Commercial Contract for the Purchase of Real Estate from GESS Family Partnership + Gulf Coast Driving Range LLC, located at 9000 Williams Road, Estero, Florida; Providing for Due Diligence; and Provi...","Resolution No. 2022-06 a Resolution Approving a Commercial Contract for the Purchase of Real Estate from GESS Family Partnership + Gulf Coast Driving Range LLC, located at 9000 Williams Road, Estero, Florida; Providing for Due Diligence; and Providing an . Action: Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida","Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida","Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida","Approved Resolution No. 2022-06 Commercial Contract for the Purchase of Real Estate from Gess Family Partnership + Gulf Coast Driving Range LLC, Located at 9000 Williams Road, Estero, Florida",,,Detected,,Resolution No. 2022-06,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,TD/CS,04062022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/04062022%20minutes.pdf,AgendaItemLocation
Williams Road Improvements,Village Council,Regular Meeting,Village Council,2023-06-07,2023-06-07,2023,Accepted,980,6,Ordinance,"First Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Develo...","First Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Development an. Action: Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 20","Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 20","Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 20","Passed First Reading of Ordinance 2023-04 and set Public Hearing and Second Reading for June 21, 20",,,Detected,,Ordinance No. 2023-04,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,TD/CS,06072023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06072023%20%20minutes.pdf,AgendaItemLocation
Williams Road Improvements,Village Council,Regular Meeting,Village Council,2023-06-21,2023-06-21,2023,Accepted,993,12,Ordinance,"Second Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Devel...","Second Reading of Ordinance No. 2023-04, Village Initiated Rezoning on Williams Road An Ordinance of the Village Council of the Village of Estero, Florida, Rezoning 21± Acres of Property Owned by the Village of Estero from Commercial Planned Development a. Action: Approved Ordinance No. 2023",Approved Ordinance No. 2023,Approved Ordinance No. 2023,Approved Ordinance No. 2023,,,Detected,,Ordinance No. 2023-04,,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,1.0,TD/CS,06212023  minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/06212023%20%20minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Regular Meeting,Village Council,2016-08-17,2016-08-17,2016,Accepted,149,9,Resolution,"Vacation of Existing Right-of-Way and Easement Located within the Genova Development, 9050 Corkscrew Road Resolution No. 2016-22 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Vacation of an Easement and Right...","Vacation of Existing Right-of-Way and Easement Located within the Genova Development, 9050 Corkscrew Road Resolution No. 2016-22 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Vacation of an Easement and Right-of-Way . Action: Adopted Resolution No. 2016-22 approving the vacation of an easement and right-of-way for the Genova project",Adopted Resolution No. 2016-22 approving the vacation of an easement and right-of-way for the Genova project,Adopted Resolution No. 2016-22 approving the vacation of an easement and right-of-way for the Genova project,Adopted Resolution No. 2016-22 approving the vacation of an easement and right-of-way for the Genova project,,,Unanimous,,Resolution No. 2016-22,,9050 Corkscrew Road,"9050 Corkscrew Road, Estero, FL",26.430304207108,-81.804157598784,1.0,DA/MI,081716 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/081716%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Lien Mitigation Request - 9170 Estero River Ct,Village Council,Regular Meeting,Village Council,2022-01-19,2022-01-19,2022,Accepted,784,4,Vote,Lien Mitigation Request - 9170 Estero River Ct,"Lien Mitigation Request - 9170 Estero River Ct. Action: Adopted the lien mitigation request from DK Realty Group-Sub, LLC releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $49,000.00 and $296.85 for administrative costs","Adopted the lien mitigation request from DK Realty Group-Sub, LLC releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $49,000.00 and $296.85 for administrative costs","Adopted the lien mitigation request from DK Realty Group-Sub, LLC releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $49,000.00 and $296.85 for administrative costs","Adopted the lien mitigation request from DK Realty Group-Sub, LLC releasing any outstanding liens against the Property in exchange for payment of a reduced fine of $49,000.00 and $296.85 for administrative costs",,,Detected,DK Realty Group-Sub,,,9170 Estero River Ct,"9170 Estero River Ct, Estero, FL",26.434418045187,-81.799438671116,0.9783,TD/CS,01192022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/01192022%20minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Special Meeting,Village Council,2016-01-13,2016-01-13,2016,Accepted,44,2,Vote,"Case #DCI 2015-00013 Volunteers of America Second Reading and Public Hearing: Ordinance No. 2015-21 A Zoning Ordinance of the Village Council of The Village of Estero, Florida; Rezoning 21.36 Acres Located at 9201 and 9301 Corkscrew Road, from Com...","Case #DCI 2015-00013 Volunteers of America Second Reading and Public Hearing: Ordinance No. 2015-21 A Zoning Ordinance of the Village Council of The Village of Estero, Florida; Rezoning 21.36 Acres Located at 9201 and 9301 Corkscrew Road, from Commercial . Action: Continued deliberations to 9:00 a.m. on January 20, 20","Continued deliberations to 9:00 a.m. on January 20, 20","Continued deliberations to 9:00 a.m. on January 20, 20","Continued deliberations to 9:00 a.m. on January 20, 20",,,Detected,,Ordinance No. 2015-21,,9201 and 9301 Corkscrew Road,"9201 and 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,0.98,DA/MI,01132016 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/01132016%20minutes.pdf,AgendaItemLocation
Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added furth...,Village Council,Regular Meeting,Village Council,2019-01-09,2019-01-09,2019,Accepted,383,2,Unknown,Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added furth...,Lien Removal Request on Property Located at 9870 Horne Lane Village Attorney Saunders explained that this item is to remove a lien that was in error. Council approval is required to remove the lien. Community Development Director Gibbs added further infor. Action: Move to approve removal of lien,Move to approve removal of lien,Move to approve removal of lien,,,,Unanimous,,,,9870 Horne Lane,"9870 Horne Lane, Estero, FL",26.426140245249,-81.790456958949,1.0,null,2019-01-09 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-01-09%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
BERT Rail Trail,Village Council,Regular Meeting,Village Council,2024-05-01,2024-05-01,2024,Accepted,1122,5,Resolution,"Resolution No. 2024-06 Bonita-Estero Rail-Trail (BERT) A Resolution of the Council of the Village of Estero, Florida Expressing Support for Bonita-Estero Rail-Trail Project; Authorizing the","Resolution No. 2024-06 Bonita-Estero Rail-Trail (BERT) A Resolution of the Council of the Village of Estero, Florida Expressing Support for Bonita-Estero Rail-Trail Project; Authorizing the. Action: Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants",Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants,Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants,Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants,,,Detected,,Resolution No. 2024-06,,BERT Rail Trail Corridor,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,0.9,TD/CS,05012024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/05012024%20minutes.pdf,AgendaItemLocation
BERT Rail Trail,Village Council,Regular Meeting,Village Council,2025-04-02,2025-04-02,2025,Accepted,1243,7,Contract Approval,BERT Memorandum of Agreement,BERT Memorandum of Agreement. Action: Approved the BERT Memorandum of Agreement and to authorize the Village Manager to approve any minor revisions requested by the other partners to the agreement,Approved the BERT Memorandum of Agreement and to authorize the Village Manager to approve any minor revisions requested by the other partners to the agreement,Approved the BERT Memorandum of Agreement and to authorize the Village Manager to approve any minor revisions requested by the other partners to the agreement,Approved the BERT Memorandum of Agreement and to authorize the Village Manager to approve any minor revisions requested by the other partners to the agreement,,,Detected,,,,BERT Rail Trail Corridor,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,0.9,TD/CS,04022025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/04022025.pdf,AgendaItemLocation
Ben Hill Griffin Parkway Improvements,Village Council,Regular Meeting,Village Council,2021-03-03,2021-03-03,2021,Accepted,650,6,Contract Approval,Ben Hill Griffin Landscape Design,"Ben Hill Griffin Landscape Design. Action: Approved Ben Hill Griffin Parkway Preliminary Landscape Design contracts with Bruce Howard and Associates under EC2020-42 and RWA Engineering under EC2020-67 to perform a suite of design services for the proposed landscape improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, approve a 10% contingency for additional services that may be required to complete the project, and Authorize the Village Manager to sign the Supple...","Approved Ben Hill Griffin Parkway Preliminary Landscape Design contracts with Bruce Howard and Associates under EC2020-42 and RWA Engineering under EC2020-67 to perform a suite of design services for the proposed landscape improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, approve a 10% contingency for additional services that may be required to complete the project, and Authorize the Village Manager to sign the Supplemental Task Authorization (ST","Approved Ben Hill Griffin Parkway Preliminary Landscape Design contracts with Bruce Howard and Associates under EC2020-42 and RWA Engineering under EC2020-67 to perform a suite of design services for the proposed landscape improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, approve a 10% contingency for additional services that may be required to complete the project, and Authorize the Village Manager to sign the Supplemental Task Authorization (ST","Approved Ben Hill Griffin Parkway Preliminary Landscape Design contracts with Bruce Howard and Associates under EC2020-42 and RWA Engineering under EC2020-67 to perform a suite of design services for the proposed landscape improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, approve a 10% contingency for additional services that may be required to complete the project, and Authorize the Village Manager to sign the Supplemental Task Authorization (ST",,,Detected,Bruce Howard and Associates under EC2020-42 and RWA Engineering under EC2020-67,,,"Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL","Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL",26.442888042165,-81.772410260408,0.95,TD/CS,0232021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/0232021%20minutes.pdf,AgendaItemLocation
Ben Hill Griffin Parkway Improvements,Village Council,Regular Meeting,Village Council,2022-04-20,2022-04-20,2022,Accepted,824,7,Contract Approval,Ben Hill Griffin Parkway Improvements Design and Permitting Contracts,Ben Hill Griffin Parkway Improvements Design and Permitting Contracts. Action: Approved Ben Hill Griffin Parkway Improvements contracts with Bruce Howard and Associates under EC2020-42 STA - 07 and CW3 Engineering under EC2020-48 STA - 09 to perform landscape architecture and engineering services for the proposed improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway,Approved Ben Hill Griffin Parkway Improvements contracts with Bruce Howard and Associates under EC2020-42 STA - 07 and CW3 Engineering under EC2020-48 STA - 09 to perform landscape architecture and engineering services for the proposed improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway,Approved Ben Hill Griffin Parkway Improvements contracts with Bruce Howard and Associates under EC2020-42 STA - 07 and CW3 Engineering under EC2020-48 STA - 09 to perform landscape architecture and engineering services for the proposed improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway,Approved Ben Hill Griffin Parkway Improvements contracts with Bruce Howard and Associates under EC2020-42 STA - 07 and CW3 Engineering under EC2020-48 STA - 09 to perform landscape architecture and engineering services for the proposed improvements along Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway,,,Detected,Bruce Howard and Associates under EC2020-42 STA - 07 and CW3 Engineering under EC2020-48 STA - 09,,,"Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL","Ben Hill Griffin Parkway from Corkscrew Road to Estero Parkway, Estero, FL",26.442888042165,-81.772410260408,0.95,TD/CS,04202022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/04202022%20minutes.pdf,AgendaItemLocation
Estero on the River,Village Council,Regular Meeting,Village Council,2022-03-16,2022-03-16,2022,Accepted,805,4,Vote,"Purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue. Action: Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue","Approved the purchase of the 10-acre vacant parcel, commonly known as ""River Oaks"" at the east end of Broadway Avenue",,,Detected,,,,Broadway Avenue,"Broadway Avenue at US 41, Estero, FL",26.44194750881,-81.811011983925,0.9,TD/CS,03162022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/03162022%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2022-02-02,2022-02-02,2022,Accepted,794,7,Vote,CN 2022-04 Broadway Avenue East Utilities Extension Project (UEP) Design and Permitting Services,CN 2022-04 Broadway Avenue East Utilities Extension Project (UEP) Design and Permitting Services. Action: Approved the consultants ranking for Broadway Avenue East Utilities Extension Project (UE,Approved the consultants ranking for Broadway Avenue East Utilities Extension Project (UE,Approved the consultants ranking for Broadway Avenue East Utilities Extension Project (UE,Approved the consultants ranking for Broadway Avenue East Utilities Extension Project (UE,,,Detected,,CN 2022-04,,"Broadway Avenue East from US 41 to Sandy Lane, Estero, FL","Broadway Avenue East from US 41 to Sandy Lane, Estero, FL",26.441974498538,-81.807963485741,0.95,TD/CS,02022022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/02022022%20minutes.pdf,AgendaItemLocation
Broadway Avenue Utility Extension,Village Council,Regular Meeting,Village Council,2025-05-21,2025-05-21,2025,Accepted,1265,7,Resolution,"Resolution No. 2025-09 Approving FDOT Grant 454891-1-34-01 for Broadway Avenue West design improvements A Resolution of the Village of Estero, Florida, Approving Execution of a Grant Agreement with FDOT for Design of Broadway Avenue West Improveme...","Resolution No. 2025-09 Approving FDOT Grant 454891-1-34-01 for Broadway Avenue West design improvements A Resolution of the Village of Estero, Florida, Approving Execution of a Grant Agreement with FDOT for Design of Broadway Avenue West Improvements; Mak. Action: Adopted the Resolution No. 2025",Adopted the Resolution No. 2025,Adopted the Resolution No. 2025,Adopted the Resolution No. 2025,,,Detected,FDOT,Resolution No. 2025-09,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.95,TD/CS,05212025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/05212025.pdf,AgendaItemLocation
Broadway Avenue Utility Extension,Village Council,Budget Hearing,Public Hearing,2025-09-17,2025-09-17,2025,Accepted,1305,4,Vote,Broadway Ave. West Safety and Drainage Improvements -Request for Qualifications (RFQ) 102125,"Broadway Ave. West Safety and Drainage Improvements -Request for Qualifications (RFQ) 102125. Action: Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering","Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering","Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering","Approved the ranking of professional services firms for RFQ 102125 as recommended by the Village of Estero's Selection Committee. 1-CW3 Engineering, 2-American Structurepoint, 3-Davidson Engineering, 4- Hole Montes, 5-J.R. Evans Engineering",,,Detected,,RFQ 102125,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.95,TD/CS,09172025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/09172025.pdf,AgendaItemLocation
Broadway Avenue Utility Extension,Village Council,Regular Meeting,Village Council,2025-12-17,2025-12-17,2025,Cancelled,1344,6,Contract Approval,Broadway Ave. West Safety and Drainage Improvements - Design & Permitting Contract,"Broadway Ave. West Safety and Drainage Improvements - Design & Permitting Contract. Action: Approved award of Contract 26010 to CW3 Engineering to provide design and permitting services for the Broadway Ave West Safety & Drainage Improvements project for $1,638,631.42, approve a $163,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the con...","Approved award of Contract 26010 to CW3 Engineering to provide design and permitting services for the Broadway Ave West Safety & Drainage Improvements project for $1,638,631.42, approve a $163,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council","Approved award of Contract 26010 to CW3 Engineering to provide design and permitting services for the Broadway Ave West Safety & Drainage Improvements project for $1,638,631.42, approve a $163,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council","Approved award of Contract 26010 to CW3 Engineering to provide design and permitting services for the Broadway Ave West Safety & Drainage Improvements project for $1,638,631.42, approve a $163,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero Council",,,Detected,,,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL","Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,0.95,TD/CS,12172025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/12172025.pdf,AgendaItemLocation
