ProjectName,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType
Resolution No. 2022-13 - Stoneybrook Sidewalk Easement A Resolution Approving and Accepting a Sidewalk Easement from Stoneybrook Community Development District; Authorizing the,Village Council,Regular Meeting,Village Council,2022-05-18,2022-05-18,2022,Cancelled,835,5,Resolution,Resolution No. 2022-13 - Stoneybrook Sidewalk Easement A Resolution Approving and Accepting a Sidewalk Easement from Stoneybrook Community Development District; Authorizing the,Resolution No. 2022-13 - Stoneybrook Sidewalk Easement A Resolution Approving and Accepting a Sidewalk Easement from Stoneybrook Community Development District; Authorizing the. Action: Approved Resolution No. 2022,Approved Resolution No. 2022,Approved Resolution No. 2022,Approved Resolution No. 2022,,,Detected,,Resolution No. 2022-13,,"Corkscrew Road at Stoneybrook Golf Drive, Estero, FL","Corkscrew Road at Stoneybrook Golf Drive, Estero, FL",26.439657614771,-81.762920730637,1.0,TD/CS,05182022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05182022%20minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Regular Meeting,Village Council,2020-03-04,2020-03-04,2020,Accepted,595,3,Vote,Corkscrew Road (Ben Hill Griffin Pkwy to East ofBella Terra Blvd) Enhancements,Corkscrew Road (Ben Hill Griffin Pkwy to East ofBella Terra Blvd) Enhancements. Action: Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative,Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative,Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative,Authorized the Village Manager and Public Works Director to meet with Lee County to resolve a suitable design alternative,,,Detected,Lee County,,,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,0.95,,2020-03-04 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-03-04%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Corkscrew Road,Village Council,Regular Meeting,Village Council,2023-09-07,2023-09-07,2023,Accepted,1014,4,Contract Approval,EC 2022-38 STA 08 - Corkscrew Road Landscaping Design Contract (I-75 to Ben Hill Griffin),"EC 2022-38 STA 08 - Corkscrew Road Landscaping Design Contract (I-75 to Ben Hill Griffin). Action: Approved of Supplemental Task Authorization 08 to Contract EC 2022- 38 to Johnson Engineering to provide Corkscrew Road Landscaping Design & Permitting services to The Village of Estero for $214,500, approve a $21,400 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents with...","Approved of Supplemental Task Authorization 08 to Contract EC 2022- 38 to Johnson Engineering to provide Corkscrew Road Landscaping Design & Permitting services to The Village of Estero for $214,500, approve a $21,400 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved of Supplemental Task Authorization 08 to Contract EC 2022- 38 to Johnson Engineering to provide Corkscrew Road Landscaping Design & Permitting services to The Village of Estero for $214,500, approve a $21,400 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved of Supplemental Task Authorization 08 to Contract EC 2022- 38 to Johnson Engineering to provide Corkscrew Road Landscaping Design & Permitting services to The Village of Estero for $214,500, approve a $21,400 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",,,Detected,,EC 2022-38,,"Corkscrew Road from I-75 to Ben Hill Griffin Parkway, Estero, FL","Corkscrew Road from I-75 to Ben Hill Griffin Parkway, Estero, FL",26.434333052689,-81.774029266916,0.95,TD/CS,09072023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/09072023%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2021-09-22,2021-09-22,2021,Accepted,739,6,Contract Approval,"Estero Bay Village, Sunny Groves, & Cypress Bend Utility Expansion Design & Permitting Contract","Estero Bay Village, Sunny Groves, & Cypress Bend Utility Expansion Design & Permitting Contract. Action: Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cos",,,Detected,Tetra Tech,EC 2020-37,,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,0.9,TD/CS,09222021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09222021%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2022-09-08,2022-09-08,2022,Accepted,879,7,Contract Approval,"RFB 2022-03 Gravity Sewer Testing for Estero Bay Village, Sunny Grove, and Cypress Bend","RFB 2022-03 Gravity Sewer Testing for Estero Bay Village, Sunny Grove, and Cypress Bend. Action: Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total proj...","Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total project cos","Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total project cos",,,,,,RFB 2022-03,,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,0.9,TD/CS,09082022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09082022%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2024-01-03,2024-01-03,2024,Accepted,1066,7,Contract Approval,"Estero Bay Village, Sunny Groves & Cypress Bend Gravity Sewer Smoke & Closed- circuit Television (CCTV) Testing Change Order No. 1","Estero Bay Village, Sunny Groves & Cypress Bend Gravity Sewer Smoke & Closed- circuit Television (CCTV) Testing Change Order No. 1. Action: Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cos","Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cos","Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cos","Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cos",,,Detected,National Water Main Cleaning Company,EC 2022-83,,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,0.9,TD/CS,01032024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01032024%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2024-06-05,2024-06-05,2024,Accepted,1135,3,Contract Approval,"Utility Extension Program (Cypress Bend, Sunny Groves, Estero Bay Village, Broadway Ave West & Highlands Ave) Construction Manager at Risk - RFP 2024- 04","Utility Extension Program (Cypress Bend, Sunny Groves, Estero Bay Village, Broadway Ave West & Highlands Ave) Construction Manager at Risk - RFP 2024- 04. Action: Approved the ranking of construction management firms for RFP 2024- 04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm",Approved the ranking of construction management firms for RFP 2024- 04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm,Approved the ranking of construction management firms for RFP 2024- 04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm,Approved the ranking of construction management firms for RFP 2024- 04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm,,,Detected,,,,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,0.9,TD/CS,06052024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/06052024%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2025-07-02,2025-07-02,2025,Accepted,1286,5,Contract Approval,Utility Expansion Program Phase 1 Construction Manager at Risk Contract Guaranteed Maximum Price (GMP) Addendum 01 (Cypress Bend),"Utility Expansion Program Phase 1 Construction Manager at Risk Contract Guaranteed Maximum Price (GMP) Addendum 01 (Cypress Bend). Action: Approved Contract Number EC 2024-36 GMP Addendum 01 in the amount of $2,120,269 with Wright Construction Group, Inc. for the construction of the Cypress Bend RV Resort wastewater treatment plant (WWT","Approved Contract Number EC 2024-36 GMP Addendum 01 in the amount of $2,120,269 with Wright Construction Group, Inc. for the construction of the Cypress Bend RV Resort wastewater treatment plant (WWT","Approved Contract Number EC 2024-36 GMP Addendum 01 in the amount of $2,120,269 with Wright Construction Group, Inc. for the construction of the Cypress Bend RV Resort wastewater treatment plant (WWT","Approved Contract Number EC 2024-36 GMP Addendum 01 in the amount of $2,120,269 with Wright Construction Group, Inc. for the construction of the Cypress Bend RV Resort wastewater treatment plant (WWT",,,Detected,Wright Construction Group,EC 2024-36,,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,0.9,TD/CS,07022025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/07022025.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2025-12-03,2025-12-03,2025,Accepted,1336,5,Resolution,"Resolution No. 2025-25 providing notice of intent to establish non-ad valorem assessment for package plant to central sewer system project for Cypress Bend RV Resort. A Resolution of the Village Council of the Village of Estero, Florida, Providing...","Resolution No. 2025-25 providing notice of intent to establish non-ad valorem assessment for package plant to central sewer system project for Cypress Bend RV Resort. A Resolution of the Village Council of the Village of Estero, Florida, Providing Notice . Action: Adopted Resolution No. 2025-25 and authorize the Village Manager to execute the related Interlocal Agreement with the Lee County Property Appraiser to administer the assessment process",Adopted Resolution No. 2025-25 and authorize the Village Manager to execute the related Interlocal Agreement with the Lee County Property Appraiser to administer the assessment process,Adopted Resolution No. 2025-25 and authorize the Village Manager to execute the related Interlocal Agreement with the Lee County Property Appraiser to administer the assessment process,Adopted Resolution No. 2025-25 and authorize the Village Manager to execute the related Interlocal Agreement with the Lee County Property Appraiser to administer the assessment process,,,Detected,,Resolution No. 2025-25,,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,0.9,TD/CS,12032025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/12032025.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2025-12-17,2025-12-17,2025,Cancelled,1343,5,Vote,Cypress Bend Utility Extension Project Funding,"Cypress Bend Utility Extension Project Funding. Action: Approved the Village of Estero providing $557,681.00 towards the design, permitting and construction of the Cypress Bend UEP. This equals 25% of the project cost","Approved the Village of Estero providing $557,681.00 towards the design, permitting and construction of the Cypress Bend UEP. This equals 25% of the project cost","Approved the Village of Estero providing $557,681.00 towards the design, permitting and construction of the Cypress Bend UEP. This equals 25% of the project cost","Approved the Village of Estero providing $557,681.00 towards the design, permitting and construction of the Cypress Bend UEP. This equals 25% of the project cost",,,Detected,,,,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,0.9,TD/CS,12172025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/12172025.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2021-09-22,2021-09-22,2021,Accepted,739,6,Contract Approval,"Estero Bay Village, Sunny Groves, & Cypress Bend Utility Expansion Design & Permitting Contract","Estero Bay Village, Sunny Groves, & Cypress Bend Utility Expansion Design & Permitting Contract. Action: Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cos","Approved award of Supplemental Task Authorization (STA) - 01 Contract EC 2020-37 with Tetra Tech, Inc. to provide Design and Permitting services for utility expansion projects under the Village's Misc. Service Contract CN 2020-01 for a not to exceed contract amount of $371,013, approve a contingency fund amount of $38,000 (an amount equal to 10% of the total project cos",,,Detected,Tetra Tech,EC 2020-37,,Estero Bay Village Septic Area,"Estero Bay Village, Estero, FL",26.4408,-81.8225,0.9,TD/CS,09222021 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2021%20Minutes/COUNCIL/09222021%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2022-09-08,2022-09-08,2022,Accepted,879,7,Contract Approval,"RFB 2022-03 Gravity Sewer Testing for Estero Bay Village, Sunny Grove, and Cypress Bend","RFB 2022-03 Gravity Sewer Testing for Estero Bay Village, Sunny Grove, and Cypress Bend. Action: Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total proj...","Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total project cos","Approve award of Request for Bids No. RFB 2022-03, Gravity Sewer Smoke testing, Cleaning, and CCTV Testing for Estero Bay Village, Sunny Grove, and Cypress Bend to National Water Main Cleaning Company to provide the sewer testing and cleaning services as provided in the contract, at a grand total cost of $85,885, approve a contingency fund amount of $8,500 (an amount equal to 10% of the total project cos",,,,,,RFB 2022-03,,Estero Bay Village Septic Area,"Estero Bay Village, Estero, FL",26.4408,-81.8225,0.9,TD/CS,09082022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/09082022%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2024-01-03,2024-01-03,2024,Accepted,1066,7,Contract Approval,"Estero Bay Village, Sunny Groves & Cypress Bend Gravity Sewer Smoke & Closed- circuit Television (CCTV) Testing Change Order No. 1","Estero Bay Village, Sunny Groves & Cypress Bend Gravity Sewer Smoke & Closed- circuit Television (CCTV) Testing Change Order No. 1. Action: Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cos","Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cos","Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cos","Approved Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022-83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cos",,,Detected,National Water Main Cleaning Company,EC 2022-83,,Estero Bay Village Septic Area,"Estero Bay Village, Estero, FL",26.4408,-81.8225,0.9,TD/CS,01032024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/01032024%20minutes.pdf,AgendaItemLocation
Septic to Sewer,Village Council,Regular Meeting,Village Council,2024-06-05,2024-06-05,2024,Accepted,1135,3,Contract Approval,"Utility Extension Program (Cypress Bend, Sunny Groves, Estero Bay Village, Broadway Ave West & Highlands Ave) Construction Manager at Risk - RFP 2024- 04","Utility Extension Program (Cypress Bend, Sunny Groves, Estero Bay Village, Broadway Ave West & Highlands Ave) Construction Manager at Risk - RFP 2024- 04. Action: Approved the ranking of construction management firms for RFP 2024- 04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm",Approved the ranking of construction management firms for RFP 2024- 04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm,Approved the ranking of construction management firms for RFP 2024- 04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm,Approved the ranking of construction management firms for RFP 2024- 04 as 1-Wright Construction and authorize Village Staff to negotiate a contract with the top ranked firm,,,Detected,,,,Estero Bay Village Septic Area,"Estero Bay Village, Estero, FL",26.4408,-81.8225,0.9,TD/CS,06052024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/06052024%20minutes.pdf,AgendaItemLocation
Interlocal Agreement with Estero Fire Rescue for Fire Services,Village Council,Emergency Meeting,Village Council,2017-09-06,2017-09-06,2017,Accepted,333,5,Contract Approval,Interlocal Agreement with Estero Fire Rescue for Fire Services,Interlocal Agreement with Estero Fire Rescue for Fire Services. Action: Approved the Interlocal Agreement with Estero Fire Rescue for fire services,Approved the Interlocal Agreement with Estero Fire Rescue for fire services,Approved the Interlocal Agreement with Estero Fire Rescue for fire services,Approved the Interlocal Agreement with Estero Fire Rescue for fire services,,,Unanimous,Estero Fire Rescue,,,Estero Fire Rescue,"21500 Three Oaks Parkway, Estero, FL 33928",26.426449705114,-81.788771609677,1.0,,090617 Council Special Emergency Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/090617%20Council%20Special%20Emergency%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2016-08-31,2016-08-31,2016,Accepted,157,7,Ordinance,University Landscaping Operation and Maintenance Special Improvement Unit (University Landscaping MSBU) Councilmember Ribble addressed Estero Parkway paving and spoke to the positive response during meetings with Lee County representatives. The me...,University Landscaping Operation and Maintenance Special Improvement Unit (University Landscaping MSBU) Councilmember Ribble addressed Estero Parkway paving and spoke to the positive response during meetings with Lee County representatives. The meeting we. Action: Approved the Interlocal Agreement with Lee County for the continuation of the University Landscaping Operation and Maintenance Special Improvement Unit to provide an enhanced level oflandscaping along certain portions of Corkscrew R...,"Approved the Interlocal Agreement with Lee County for the continuation of the University Landscaping Operation and Maintenance Special Improvement Unit to provide an enhanced level oflandscaping along certain portions of Corkscrew Road, Estero Parkway and Ben Hill Griffin Parkway within the Village limits and to schedule first reading of the ordinance for September 7, 2016 and second reading and public hearing for September 21, 20","Approved the Interlocal Agreement with Lee County for the continuation of the University Landscaping Operation and Maintenance Special Improvement Unit to provide an enhanced level oflandscaping along certain portions of Corkscrew Road, Estero Parkway and Ben Hill Griffin Parkway within the Village limits and to schedule first reading of the ordinance for September 7, 2016 and second reading and public hearing for September 21, 20","Approved the Interlocal Agreement with Lee County for the continuation of the University Landscaping Operation and Maintenance Special Improvement Unit to provide an enhanced level oflandscaping along certain portions of Corkscrew Road, Estero Parkway and Ben Hill Griffin Parkway within the Village limits and to schedule first reading of the ordinance for September 7, 2016 and second reading and public hearing for September 21, 20",,,Detected,Lee County representatives,,,Estero Parkway,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.9,,083116 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2016%20Minutes/Council/083116%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2019-06-26,2019-06-26,2019,Accepted,442,5,Contract Approval,Construction Engineering Inspection (CEI) Services - Estero Parkway,"Construction Engineering Inspection (CEI) Services - Estero Parkway. Action: Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CE","Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CE","Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CE","Approved Supplemental Task Authorization (STA)-3 under CN 2018-02 Miscellaneous Professional Services to Kisinger Campo & Associates, Corp. to perform a suite of construction, engineering and inspection (CE",,,Detected,,CN 2018-02,,Estero Parkway,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.9,,2019-06-26 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-06-26%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2022-01-05,2022-01-05,2022,Accepted,778,4,Contract Approval,Estero Parkway Landscape Maintenance Contract,"Estero Parkway Landscape Maintenance Contract. Action: Approved award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services Estero Parkway Landscaping as provided in the contract for a one-year period, at a rate of $358,276.00 per year. Authorized the Village Manager to renegotiate and execute the renewal of this contract for three add...","Approved award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services Estero Parkway Landscaping as provided in the contract for a one-year period, at a rate of $358,276.00 per year. Authorized the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $ 71,700 (20% contingenc","Approved award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services Estero Parkway Landscaping as provided in the contract for a one-year period, at a rate of $358,276.00 per year. Authorized the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $ 71,700 (20% contingenc","Approved award of Request for Bid No. RFB 2021-01, Mowing, Landscape, and Irrigation Maintenance for the Village of Estero to P & T Lawn and Tractor Service, Inc. to provide mowing, landscape, and irrigation maintenance services Estero Parkway Landscaping as provided in the contract for a one-year period, at a rate of $358,276.00 per year. Authorized the Village Manager to renegotiate and execute the renewal of this contract for three additional one-year terms under the same terms and conditions, if doing so is in the best interest of the Village of Estero, approve a contingency fund amount of $ 71,700 (20% contingenc",,,Detected,,RFB 2021-01,,Estero Parkway,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.9,TD/CS,01052022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/01052022%20minutes.pdf,AgendaItemLocation
Estero Parkway Improvements,Village Council,Regular Meeting,Village Council,2023-05-03,2023-05-03,2023,Accepted,1359,4,Contract Approval,Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson,"Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council","Approved the award of Supplemental Task authorization 04 to Contract EC 2023-38 to Johnson Engineering, Inc. for the Phase 1 Estero Parkway Reuse Main Design, Permit and Grant Funding Assistance at a cost of $89,858.00, approve a $9,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Manager to sign the STA and other additional implementing documents within the scope of the STA on behalf of the Village of Estero Council",,,Detected,,EC 2023-38,,Estero Parkway,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,0.9,ON/KE,04192023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/04192023%20%20minutes.pdf,AgendaItemLocation
